Delivery Date;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
24.08.2019;33.10;30.94;30.00;29.43;29.56;30.45;31.75;32.74;33.82;33.03;31.62;31.50;30.95;28.98;27.90;28.60;29.81;32.76;36.99;39.50;39.41;36.70;33.50;31.03
23.08.2019;31.72;30.60;29.00;28.91;28.90;32.70;40.14;48.59;47.80;40.00;37.00;36.00;34.99;34.35;32.60;33.11;34.94;39.24;47.10;57.30;52.40;43.80;37.30;34.00
22.08.2019;34.10;32.07;31.00;30.17;31.30;33.37;39.00;45.07;43.51;39.21;36.94;36.40;35.00;34.18;33.80;34.01;34.62;38.83;44.65;53.62;54.18;48.18;41.67;36.89
21.08.2019;33.00;31.83;30.46;29.91;30.29;33.52;41.48;49.44;49.87;42.34;37.92;37.40;36.40;36.03;35.55;36.47;38.08;43.07;50.55;58.44;58.39;50.40;42.28;36.49
20.08.2019;33.82;31.99;31.06;30.55;31.00;34.32;41.76;48.90;52.00;47.00;44.11;43.09;41.98;41.10;41.06;41.55;41.93;45.45;49.45;52.63;52.57;48.27;41.91;36.91
19.08.2019;31.09;28.06;26.93;26.01;27.00;29.21;37.96;42.02;43.00;38.49;36.27;36.95;33.07;33.06;33.04;34.00;34.50;37.49;41.37;47.00;49.08;47.53;39.95;36.42
18.08.2019;30.40;27.50;27.90;25.50;25.03;25.00;28.00;30.35;28.90;29.00;26.51;26.50;24.60;20.90;18.00;18.32;22.11;26.79;33.00;36.94;36.98;36.93;34.50;32.21
17.08.2019;29.06;25.87;23.51;21.47;20.34;20.40;22.55;25.85;28.96;27.77;27.00;27.01;26.01;23.70;22.31;23.83;25.08;28.32;31.00;33.48;36.16;34.80;33.00;30.56
16.08.2019;27.25;26.57;25.63;25.02;26.15;29.09;36.49;41.30;42.80;40.18;37.16;36.50;34.27;32.71;31.74;33.37;34.00;37.76;43.41;48.50;47.70;40.00;36.31;33.32
15.08.2019;31.69;28.10;26.95;26.35;25.00;25.01;29.70;35.61;35.10;34.61;34.11;33.50;31.31;30.10;29.00;30.28;31.00;34.00;36.32;39.15;40.05;38.77;35.02;33.26
14.08.2019;35.79;32.99;31.71;31.22;31.21;33.09;40.26;48.50;48.08;42.36;40.06;38.27;36.97;34.71;34.81;36.32;38.84;42.08;50.02;54.96;55.87;53.93;46.57;39.46
13.08.2019;36.50;35.00;33.56;33.32;33.00;35.49;42.51;49.74;48.07;41.94;38.91;37.34;36.47;33.10;33.04;33.45;33.83;37.74;41.39;45.58;50.73;47.51;39.91;36.05
12.08.2019;33.00;31.48;30.45;32.83;30.66;33.58;39.00;48.99;48.00;47.00;44.00;42.90;42.90;40.00;39.96;42.90;42.41;47.88;53.94;50.83;51.00;44.10;41.01;35.98
11.08.2019;14.90;11.54;4.90;0.99;0.00;0.00;3.85;9.42;8.00;8.46;1.91;0.00;-4.25;-21.06;-22.35;-2.97;7.80;21.06;25.49;31.00;33.67;33.95;29.86;22.04
10.08.2019;24.63;20.03;14.48;8.37;8.40;5.89;12.40;19.43;19.08;16.90;11.74;10.09;6.88;-7.56;-7.25;-5.26;6.36;9.99;20.00;24.40;25.50;26.07;24.89;20.99
09.08.2019;36.29;34.00;33.95;33.17;34.08;37.00;44.76;48.59;46.42;44.06;42.68;41.29;38.57;37.00;36.32;36.30;38.00;40.00;42.59;44.00;40.87;37.36;34.99;32.58
08.08.2019;34.50;32.45;30.50;29.64;29.70;32.83;38.68;41.53;39.92;37.10;35.80;35.66;35.00;34.47;34.08;34.50;34.24;36.70;39.06;42.34;45.09;44.50;41.12;38.29
07.08.2019;37.93;35.75;34.53;33.56;34.17;36.30;42.08;47.45;48.00;48.29;46.58;46.20;43.72;42.44;42.07;42.90;42.83;43.64;46.00;48.21;47.32;45.99;42.45;37.46
06.08.2019;37.35;35.00;34.18;32.89;33.60;36.15;40.98;45.49;45.62;46.01;44.76;43.38;41.59;41.73;41.00;41.92;41.71;45.14;51.99;54.98;58.63;53.33;46.55;40.66
05.08.2019;37.70;35.09;34.50;34.00;34.60;37.10;43.60;48.10;48.70;49.50;48.44;46.95;45.60;43.23;43.63;43.98;43.98;45.80;52.88;57.39;56.97;52.70;46.00;39.70
04.08.2019;38.97;37.00;34.59;33.60;32.00;32.00;35.00;36.00;35.19;35.00;33.49;33.99;33.10;29.00;28.20;29.10;30.39;36.47;41.00;43.92;44.76;43.50;44.00;39.00
03.08.2019;39.53;37.60;35.50;35.38;34.20;34.87;37.55;38.97;40.00;41.00;40.51;39.25;37.44;34.80;33.18;34.59;35.27;36.99;40.67;42.00;42.12;41.88;41.61;39.10
02.08.2019;41.49;38.10;37.92;37.77;38.98;39.70;46.49;51.39;50.01;47.30;45.00;45.00;43.99;43.00;42.45;42.96;43.00;45.26;47.91;48.31;50.00;48.81;47.49;40.90
01.08.2019;40.08;38.96;36.29;36.30;38.00;39.85;43.93;52.90;52.90;47.11;47.70;46.39;45.20;43.60;43.49;43.89;43.95;49.00;53.82;59.90;62.30;59.20;53.50;45.00
31.07.2019;37.26;35.93;34.85;33.84;35.19;36.74;40.97;48.84;50.30;48.10;45.91;44.44;42.78;41.09;40.06;40.20;41.00;42.88;44.67;47.72;49.93;46.40;43.91;40.10
30.07.2019;38.27;36.62;35.94;35.88;35.97;37.26;46.15;52.56;52.48;50.05;46.49;45.11;43.16;41.79;41.96;43.02;43.49;45.90;48.10;53.12;51.73;50.28;46.54;41.30
29.07.2019;38.99;37.01;36.00;35.01;33.80;36.64;45.49;49.60;49.97;52.20;49.92;48.92;47.15;42.60;42.50;43.30;43.30;49.94;52.20;54.00;54.60;53.30;50.90;44.56
28.07.2019;30.50;28.81;29.06;28.60;28.31;29.09;31.50;32.10;34.60;36.91;37.11;37.41;38.28;34.70;34.96;37.00;38.20;40.32;41.31;47.40;45.91;45.90;44.64;41.00
27.07.2019;37.51;35.49;34.41;33.40;33.29;33.40;36.47;36.84;39.65;39.40;38.04;37.03;35.77;34.09;33.95;34.46;36.40;36.83;38.91;40.57;39.78;38.51;39.17;35.66
26.07.2019;41.73;40.01;39.50;39.60;39.22;40.30;46.19;53.87;54.80;54.46;51.43;49.03;47.39;46.03;45.27;46.10;46.70;49.91;51.50;54.13;52.45;49.79;46.10;41.77
25.07.2019;43.95;42.28;39.77;39.77;39.90;41.07;53.96;62.78;65.51;60.06;57.00;54.95;52.59;50.29;50.39;52.72;53.91;58.99;65.54;70.17;63.98;57.72;52.29;45.55
24.07.2019;42.40;40.00;39.23;39.07;39.34;39.59;47.81;54.83;53.97;53.17;51.58;49.20;47.50;47.24;46.90;46.55;47.31;53.90;60.78;65.28;62.12;57.79;53.27;45.68
23.07.2019;40.02;37.94;37.36;36.18;36.13;37.72;45.10;51.12;53.33;50.79;50.00;46.57;44.00;42.15;41.50;42.20;43.22;47.96;55.10;63.10;58.87;53.10;51.27;44.84
22.07.2019;38.00;37.12;37.50;36.04;36.19;37.46;44.98;52.06;52.30;48.99;48.68;47.09;44.93;43.00;41.80;42.70;43.60;47.80;51.43;56.40;55.50;53.50;49.94;45.00
21.07.2019;36.73;35.00;34.20;31.04;31.00;30.06;31.03;32.25;31.06;30.10;28.57;26.40;26.00;23.50;17.10;18.65;24.50;31.05;34.10;37.50;41.50;44.31;45.92;40.45
20.07.2019;41.60;39.20;37.71;36.79;36.20;35.92;36.50;37.51;38.41;38.70;37.22;33.38;32.74;31.42;30.98;32.35;35.77;36.50;38.26;38.89;41.49;40.62;41.17;38.67
19.07.2019;38.95;38.20;37.51;36.80;36.90;37.86;45.00;49.97;51.98;51.01;49.00;47.76;44.84;41.26;40.50;39.70;40.50;45.00;49.20;52.99;52.00;49.01;47.91;43.36
18.07.2019;41.83;40.58;38.40;37.62;37.80;38.50;43.64;50.42;49.87;47.99;47.50;46.85;43.50;42.00;40.35;40.79;41.49;45.94;49.00;52.12;53.48;49.94;47.90;43.04
17.07.2019;39.50;37.52;36.95;36.66;36.96;39.13;47.41;52.63;53.45;51.60;49.90;49.72;48.00;45.10;43.91;44.15;44.09;48.95;52.49;56.67;57.45;53.26;50.75;45.54
16.07.2019;37.33;36.34;35.54;35.05;35.08;37.10;42.56;49.85;51.14;48.11;46.66;46.39;44.40;42.53;40.70;41.20;42.90;45.70;49.68;55.74;55.80;50.55;48.64;43.01
15.07.2019;33.50;31.49;30.49;30.47;30.49;32.33;36.97;42.02;42.96;40.96;38.88;38.76;37.20;35.49;36.55;37.18;37.90;38.05;43.00;47.87;43.60;43.00;41.00;35.91
14.07.2019;34.02;31.80;30.20;28.75;28.30;26.51;26.92;26.70;29.40;30.87;30.23;31.33;30.54;27.95;24.49;24.50;25.87;31.03;33.40;34.10;36.00;34.39;34.80;33.00
13.07.2019;38.00;35.70;34.50;34.04;34.02;33.54;35.60;38.00;38.00;38.03;38.43;37.50;36.49;35.00;34.09;35.00;34.94;36.00;36.41;37.97;38.40;37.96;37.63;34.81
12.07.2019;37.90;36.49;35.51;34.06;34.10;36.50;43.13;50.23;52.69;51.69;49.70;48.00;44.74;42.10;40.00;39.90;40.90;44.50;48.94;50.21;49.37;45.92;43.80;39.60
11.07.2019;37.20;35.40;33.96;33.51;34.20;35.20;45.55;54.10;60.00;53.12;51.00;51.00;48.95;46.63;46.22;45.30;45.66;50.92;53.50;56.11;51.86;48.80;45.00;40.82
10.07.2019;33.97;32.77;31.00;31.26;32.05;34.00;42.71;52.67;51.44;45.51;41.78;41.83;39.00;37.39;37.51;37.60;39.35;42.00;48.08;53.97;56.01;51.85;48.11;41.43
09.07.2019;34.50;31.68;30.50;30.10;30.49;31.74;37.71;44.27;43.80;40.50;38.50;38.35;36.99;34.85;33.62;34.50;35.01;37.98;41.12;45.49;48.56;44.66;41.88;36.90
08.07.2019;29.00;27.00;25.01;24.39;25.08;27.00;36.08;45.50;45.01;40.90;37.98;37.97;35.00;33.50;33.00;34.20;34.00;36.00;37.98;41.00;45.13;39.00;37.30;32.97
07.07.2019;27.50;24.07;20.07;17.00;16.85;13.40;16.96;19.50;18.85;16.86;15.20;15.68;11.87;1.20;-2.98;0.00;3.50;11.30;23.05;28.98;32.98;32.97;33.01;29.10
06.07.2019;33.87;32.50;32.51;30.50;29.51;29.00;30.51;33.56;32.97;31.10;29.00;27.99;25.50;22.93;20.78;22.40;23.30;26.49;29.50;32.96;33.80;32.99;33.00;29.10
05.07.2019;29.10;27.64;26.71;26.10;26.25;28.50;33.71;41.80;44.49;41.51;38.50;36.12;34.00;31.66;30.32;30.89;31.89;35.49;39.40;43.48;46.37;42.92;42.88;38.69
04.07.2019;30.46;27.96;25.71;25.70;26.39;29.82;38.64;46.41;44.99;38.28;34.50;33.53;31.38;30.58;30.37;30.80;31.12;35.61;39.50;44.73;49.20;41.99;39.54;33.88
03.07.2019;32.51;30.53;29.89;29.50;29.58;30.50;41.24;47.06;46.36;40.33;39.08;38.01;35.91;34.00;33.94;33.47;33.75;35.97;39.50;44.94;50.67;44.99;39.50;35.27
02.07.2019;29.04;26.88;25.30;24.20;24.05;27.36;33.93;40.10;41.50;36.10;35.49;33.99;32.58;31.50;30.72;31.60;31.85;34.51;38.50;44.49;46.66;43.15;40.59;34.72
01.07.2019;27.79;26.50;26.04;26.22;25.76;28.00;37.22;47.52;45.72;39.00;34.01;33.50;32.94;31.95;30.50;31.50;32.49;32.97;37.64;39.92;40.91;37.99;33.96;30.01
30.06.2019;26.15;23.90;20.00;18.88;15.99;14.00;12.99;14.14;13.90;13.90;13.90;4.90;-5.10;-10.10;-15.00;-10.69;-3.04;7.95;23.00;28.06;30.50;31.00;28.25;26.50
29.06.2019;33.95;31.49;29.70;28.51;28.51;28.46;30.69;33.50;34.50;33.51;32.41;32.47;30.92;29.09;29.10;28.83;30.33;32.50;37.30;42.90;45.10;41.71;38.97;33.59
28.06.2019;33.50;32.50;31.57;29.92;30.76;32.73;42.13;55.51;55.03;45.57;41.04;39.62;37.83;36.46;34.87;34.54;35.85;41.18;48.77;58.65;57.50;48.72;44.00;38.21
27.06.2019;30.50;28.10;26.70;25.49;24.80;27.49;35.00;43.86;43.30;40.93;36.12;35.00;33.85;32.90;31.80;31.45;32.95;34.91;41.20;49.59;49.26;43.42;38.93;33.82
26.06.2019;35.12;31.87;30.00;28.67;28.89;31.82;42.17;57.07;55.80;44.20;40.87;38.12;36.12;34.91;33.99;32.85;33.95;35.61;38.67;42.50;43.36;39.22;36.90;31.00
25.06.2019;29.51;27.50;25.30;24.73;25.63;28.09;36.76;47.02;46.00;42.50;40.50;38.90;38.90;35.59;35.19;35.89;37.49;41.50;55.30;58.67;58.80;49.26;41.66;35.92
24.06.2019;25.07;23.42;22.37;21.32;23.05;26.50;35.99;41.77;42.46;38.93;36.54;36.91;34.59;34.91;33.95;34.50;35.28;38.20;41.22;45.00;47.00;43.00;36.98;32.55
23.06.2019;25.03;22.00;19.04;16.09;15.02;14.00;20.24;25.00;25.07;24.00;22.99;21.49;18.23;10.50;6.99;10.37;13.26;23.35;30.94;34.93;34.98;34.95;32.26;27.32
22.06.2019;34.55;31.61;30.84;29.51;29.52;29.27;32.07;34.92;36.93;35.79;34.27;32.52;32.39;30.39;30.03;30.26;30.33;33.75;36.30;39.12;38.28;35.50;34.61;30.24
21.06.2019;34.10;32.51;31.67;31.28;30.69;32.50;38.00;44.00;45.99;43.95;39.70;40.16;37.97;36.44;34.10;34.09;34.62;36.98;41.32;44.58;46.00;43.99;41.02;37.00
20.06.2019;34.08;31.77;30.10;29.50;29.03;30.07;33.39;37.49;38.10;37.04;36.50;36.00;35.00;33.84;32.40;34.01;34.05;37.61;39.76;43.15;48.14;46.83;44.61;40.62
19.06.2019;34.00;32.00;30.12;29.20;29.81;31.33;42.46;49.10;50.31;44.97;42.51;40.91;38.12;36.49;35.86;37.24;38.58;41.61;45.81;53.00;52.06;45.99;41.95;37.17
18.06.2019;33.90;31.10;30.01;29.34;28.91;30.91;43.43;48.00;49.70;44.74;40.88;40.48;41.40;39.98;40.00;39.47;41.12;45.00;53.00;60.00;58.99;51.61;44.00;39.66
17.06.2019;30.70;29.00;28.01;27.01;28.40;30.08;41.96;52.31;52.52;47.97;42.50;41.17;38.00;36.76;37.06;38.00;40.18;47.90;55.00;62.59;61.51;54.40;45.03;40.00
16.06.2019;26.00;22.00;21.16;19.90;19.99;20.56;23.90;25.90;28.70;28.59;27.00;28.17;26.34;20.00;17.17;17.01;24.70;30.21;38.00;43.67;44.97;43.99;40.99;33.30
15.06.2019;30.40;27.40;25.99;25.05;23.05;23.00;25.10;28.10;31.80;33.04;31.32;30.07;28.45;26.00;22.79;25.47;26.00;27.60;33.06;37.18;39.99;38.80;37.50;33.01
14.06.2019;33.55;32.05;30.60;29.99;29.51;32.17;41.00;50.10;52.65;48.00;45.35;43.81;40.50;37.42;37.50;37.70;38.99;42.90;54.00;57.00;55.40;48.05;42.90;35.70
13.06.2019;33.02;31.64;30.48;29.04;29.08;31.62;40.98;46.00;47.01;42.90;36.40;34.00;32.00;30.90;30.70;30.60;31.50;35.17;44.40;52.00;53.04;49.48;45.90;38.51
12.06.2019;37.91;35.70;34.44;32.96;33.05;34.96;43.49;53.95;59.45;50.71;49.21;47.20;44.70;42.72;40.01;40.29;41.00;45.07;51.50;54.47;50.95;47.39;42.62;36.16
11.06.2019;30.01;28.06;27.09;27.00;27.07;30.08;42.15;50.94;49.07;44.61;41.80;41.30;41.90;40.92;39.98;42.21;42.93;42.98;43.94;43.96;45.88;42.60;37.95;34.46
10.06.2019;27.32;27.00;25.01;22.81;22.63;24.09;27.70;30.10;30.38;30.06;29.08;30.03;29.01;26.87;25.00;26.78;26.94;29.30;30.99;35.75;37.96;36.01;32.51;29.54
09.06.2019;22.97;20.59;19.00;11.49;11.01;13.97;14.64;21.71;25.35;21.54;20.37;22.13;19.20;16.26;15.03;22.69;26.00;28.06;32.65;37.36;39.71;37.92;35.22;29.19
08.06.2019;14.00;10.00;3.63;1.85;0.93;0.81;4.33;9.80;8.85;4.97;1.16;-8.28;-11.08;-21.26;-25.00;-21.88;-12.63;3.13;19.67;26.00;28.74;28.62;27.63;26.00
07.06.2019;34.55;32.00;30.10;30.05;30.42;32.39;38.68;43.32;44.83;40.00;36.00;33.83;32.20;30.05;28.83;29.90;30.10;33.13;37.33;39.00;37.91;35.09;30.51;27.52
06.06.2019;27.88;25.01;24.00;23.86;23.49;25.72;34.61;40.11;41.01;39.00;36.74;35.46;34.00;31.96;31.00;31.01;33.41;36.83;40.69;45.00;47.12;44.88;42.63;37.35
05.06.2019;26.00;24.20;23.27;22.62;23.75;26.51;35.40;43.00;45.85;43.27;39.97;38.46;36.80;35.60;34.87;35.28;37.07;41.15;43.95;45.73;44.47;39.98;34.73;30.20
04.06.2019;35.00;33.40;31.87;30.30;30.01;32.18;42.30;49.00;48.50;44.10;41.54;40.23;38.70;37.85;37.47;37.40;38.99;42.58;45.50;47.96;44.46;40.91;36.70;29.03
03.06.2019;20.00;14.00;13.18;14.40;20.67;28.70;37.12;43.30;42.92;41.36;39.20;38.50;38.58;36.80;35.40;37.70;38.39;40.70;44.50;45.95;49.00;46.00;42.26;37.40
02.06.2019;28.00;27.00;23.14;21.19;20.99;18.94;21.67;22.60;21.33;19.90;17.91;18.00;13.54;0.23;-3.74;0.00;9.16;20.00;29.08;33.63;35.41;33.55;30.08;28.00
01.06.2019;36.47;32.34;30.00;29.09;28.31;28.09;30.04;31.44;31.96;30.93;28.00;27.80;26.60;23.58;23.10;25.00;26.99;31.68;36.64;41.28;43.01;42.96;41.00;35.77
31.05.2019;31.08;29.57;27.90;27.30;28.05;29.80;37.50;41.00;41.50;39.00;36.90;36.00;34.30;33.31;32.80;33.15;33.90;38.40;42.00;45.00;47.69;45.98;42.00;36.00
30.05.2019;30.30;27.50;23.40;21.98;19.55;17.33;17.65;19.75;21.31;19.40;18.52;17.62;15.41;8.66;6.30;8.75;14.75;25.60;30.00;33.30;35.53;35.78;34.80;31.60
29.05.2019;33.48;29.91;29.03;29.04;29.35;32.16;42.30;48.42;51.99;48.90;46.98;45.50;43.39;41.50;39.99;39.28;39.67;42.41;44.88;46.00;46.13;43.47;39.74;34.97
28.05.2019;34.50;32.93;32.05;31.85;31.98;35.00;43.25;50.93;53.08;50.95;48.20;47.90;45.58;43.64;41.00;40.26;38.90;40.31;44.00;45.60;46.38;44.00;41.63;36.95
27.05.2019;31.22;27.86;27.00;25.97;26.78;30.00;38.02;46.92;47.10;44.78;42.62;41.01;39.95;37.59;35.77;37.04;37.10;39.54;44.86;48.71;48.04;46.82;43.72;39.05
26.05.2019;34.08;32.08;32.00;31.40;30.28;28.97;30.15;29.00;29.40;29.64;26.95;22.50;20.43;8.53;6.77;8.86;18.42;27.57;33.56;37.08;39.11;39.04;36.00;33.05
25.05.2019;38.06;35.40;35.91;34.91;34.10;34.44;35.53;36.00;37.51;37.54;37.73;37.37;36.98;34.21;33.41;32.50;33.50;34.92;39.60;43.44;43.56;44.24;43.55;40.28
24.05.2019;38.49;35.48;34.07;32.67;32.90;34.67;42.20;48.49;49.93;46.30;42.00;40.18;38.34;37.43;36.25;36.12;36.50;39.30;42.86;45.36;46.96;46.00;44.00;39.85
23.05.2019;37.64;36.46;34.85;34.10;35.01;36.53;44.22;49.99;50.97;46.22;43.49;41.50;39.49;39.12;39.19;39.06;40.27;44.57;48.69;53.45;56.21;52.65;48.91;44.36
22.05.2019;34.50;33.10;31.50;29.77;30.02;32.96;39.05;45.95;49.96;48.61;46.41;45.38;43.03;41.05;37.88;36.09;36.81;38.82;44.41;47.57;47.45;45.53;44.49;41.35
21.05.2019;35.50;34.22;33.12;33.00;33.49;35.05;43.51;50.87;51.94;50.20;49.25;47.48;45.19;43.92;41.25;41.58;40.52;41.59;43.70;44.88;43.22;42.00;40.48;36.31
20.05.2019;36.07;34.70;34.20;33.41;33.86;37.86;50.90;56.11;57.36;52.92;50.96;49.74;48.83;46.84;47.03;47.10;47.01;48.49;50.91;52.46;52.96;51.00;47.10;41.20
19.05.2019;35.31;33.10;32.71;32.26;32.58;33.04;33.92;35.03;35.20;33.87;32.80;32.01;31.49;30.15;28.77;29.00;31.41;34.50;40.30;43.17;44.04;44.07;41.88;39.00
18.05.2019;36.73;35.30;34.01;33.02;32.91;33.61;35.75;39.00;39.02;38.01;35.82;34.50;33.03;31.13;30.50;31.77;32.89;37.76;43.45;46.87;46.87;44.18;42.41;39.41
17.05.2019;35.50;34.94;34.00;33.23;34.19;36.75;42.32;48.00;49.00;45.52;43.85;41.60;40.92;38.93;37.75;37.16;38.01;42.08;45.25;47.05;46.54;44.29;42.76;38.30
16.05.2019;36.49;35.03;34.50;33.97;34.05;35.88;45.41;50.43;53.23;51.05;47.24;45.49;43.50;41.50;41.49;41.00;40.93;43.03;44.78;46.18;44.87;43.68;42.51;37.56
15.05.2019;38.11;35.51;34.51;34.67;35.51;38.23;47.99;54.87;56.54;48.74;44.09;41.89;39.87;38.41;37.74;39.00;39.47;41.49;46.41;47.79;47.80;47.23;44.51;39.40
14.05.2019;40.36;37.34;35.97;35.72;35.78;39.12;47.50;54.29;52.72;48.50;44.02;41.18;38.30;36.51;35.28;34.61;35.88;39.05;46.33;47.99;48.92;47.54;46.84;42.37
13.05.2019;31.06;31.20;30.52;30.15;32.00;32.35;49.93;51.33;50.00;48.94;46.93;44.31;41.00;35.24;34.98;38.99;39.99;44.86;47.82;48.99;49.98;48.51;43.00;35.30
12.05.2019;27.00;24.78;21.61;20.08;21.00;20.03;21.22;26.35;30.00;28.71;26.29;26.35;19.00;9.19;3.39;3.44;10.83;22.32;29.84;32.51;33.09;32.10;31.10;29.36
11.05.2019;42.89;40.32;38.38;37.06;37.46;36.94;39.38;40.70;43.69;44.00;42.69;42.19;40.45;37.61;33.91;33.09;34.00;35.84;39.00;41.57;40.75;38.27;37.07;34.02
10.05.2019;41.16;41.51;39.51;36.75;37.51;41.78;49.11;51.99;53.90;52.39;49.16;48.14;44.98;41.04;37.64;37.42;38.64;42.99;48.05;50.93;52.56;50.97;49.90;46.50
09.05.2019;31.19;28.82;28.57;28.69;30.65;33.09;44.48;49.97;50.00;48.93;47.00;47.68;46.60;46.00;42.50;41.51;42.49;45.97;49.74;49.95;51.42;50.30;47.42;43.39
08.05.2019;42.40;39.46;38.31;37.10;36.61;39.53;45.83;50.90;51.57;48.90;47.39;44.10;43.13;40.51;38.00;36.91;37.98;39.60;40.97;44.24;43.90;41.56;40.29;35.70
07.05.2019;39.48;37.01;35.77;35.39;35.77;39.80;48.92;56.18;56.42;51.59;49.56;48.89;48.94;48.00;46.50;47.02;47.19;49.72;53.95;63.04;61.96;59.33;53.67;48.27
06.05.2019;34.12;32.34;32.03;31.33;31.72;36.31;46.40;48.15;50.62;47.99;47.97;47.93;46.94;44.95;44.16;43.42;43.92;46.92;48.00;50.32;48.00;47.94;47.49;44.58
05.05.2019;32.10;31.48;31.20;30.50;29.95;29.72;31.00;32.07;33.10;32.05;32.03;32.02;31.10;27.60;26.40;26.31;27.90;31.80;36.70;41.00;40.80;40.70;39.17;35.69
04.05.2019;37.57;34.53;33.50;32.10;32.10;32.03;35.51;38.57;41.44;42.99;40.77;41.09;40.14;36.36;33.71;33.00;35.02;36.88;41.44;42.18;45.25;44.00;42.23;39.61
03.05.2019;33.76;32.02;31.54;30.00;30.27;33.92;43.99;48.93;50.89;48.15;46.91;45.84;43.00;40.99;38.28;36.07;35.69;39.30;43.24;44.70;46.17;45.63;43.45;40.50
02.05.2019;30.09;30.00;28.40;25.38;27.64;30.15;40.00;45.00;46.30;42.60;37.60;36.80;34.00;31.05;30.95;31.09;32.01;35.98;42.33;46.49;47.20;46.00;41.91;37.50
01.05.2019;35.25;33.48;32.02;31.20;31.09;31.10;32.03;32.30;31.07;31.00;29.49;28.00;25.13;17.10;12.64;13.69;14.90;22.40;29.40;32.04;38.30;36.00;33.55;30.50
30.04.2019;37.00;34.57;33.40;32.85;33.26;36.69;46.86;54.14;57.79;50.33;46.92;44.96;42.49;40.67;39.02;38.44;37.49;41.45;43.92;47.08;47.92;45.69;43.68;39.91
29.04.2019;36.39;33.74;32.32;31.70;33.52;40.82;46.97;52.24;55.20;53.00;49.20;48.40;46.93;45.20;43.93;45.13;45.27;47.00;48.98;51.99;50.13;46.95;43.97;39.04
28.04.2019;30.07;29.09;26.10;24.26;26.55;28.99;28.91;30.04;33.10;32.03;32.05;33.03;32.72;28.00;25.98;28.00;29.60;35.00;43.52;45.19;44.91;44.93;41.40;37.43
27.04.2019;35.03;31.03;29.98;29.00;29.00;29.71;31.61;34.12;36.67;36.24;32.28;31.24;29.36;28.09;24.51;25.55;28.49;31.86;38.77;41.08;41.89;40.01;37.31;34.86
26.04.2019;34.51;32.05;31.29;30.79;32.07;36.99;44.51;48.50;51.05;49.17;46.19;44.92;42.69;40.25;37.84;38.17;39.56;42.31;44.49;48.13;49.20;45.29;41.56;38.08
25.04.2019;27.77;27.49;27.77;28.10;29.06;32.77;43.41;46.61;48.24;44.94;42.01;38.83;34.50;33.22;32.03;33.28;34.35;42.16;44.62;46.50;45.91;44.00;41.00;37.49
24.04.2019;25.16;24.40;22.50;20.64;20.78;26.87;37.15;42.79;43.50;40.94;37.68;34.34;31.12;28.36;28.29;31.35;32.66;38.91;42.80;44.94;43.88;41.35;36.77;32.75
23.04.2019;24.64;20.64;18.52;17.00;20.00;25.96;40.56;46.51;46.93;42.56;39.57;38.81;34.94;30.78;28.00;31.16;31.55;37.95;43.50;49.00;48.34;46.27;42.62;39.00
22.04.2019;28.18;27.73;26.01;24.61;24.71;22.97;30.53;32.60;30.71;29.91;27.07;22.57;16.15;6.07;2.21;3.68;4.52;9.77;24.01;29.31;36.52;35.85;27.76;26.20
21.04.2019;33.02;31.64;31.09;32.58;33.38;32.43;37.10;38.95;37.50;36.42;33.02;30.53;27.98;20.95;15.00;15.49;22.72;32.09;40.59;45.88;48.01;44.19;41.44;38.55
20.04.2019;36.06;34.99;34.20;33.85;33.79;35.77;41.32;43.02;43.39;43.63;39.00;37.22;34.65;29.77;28.08;32.35;35.50;39.94;44.99;47.99;48.09;46.00;42.35;40.41
19.04.2019;34.00;33.30;32.10;31.20;31.74;33.20;40.52;42.47;44.00;38.92;35.97;35.30;34.30;33.20;33.03;31.82;32.07;33.37;38.00;42.05;44.51;41.58;40.33;36.78
18.04.2019;37.00;35.49;35.00;34.54;35.00;37.94;45.97;51.08;49.94;47.35;43.27;39.66;38.01;37.28;36.77;36.46;37.00;38.16;43.05;45.53;45.05;42.85;40.77;36.44
17.04.2019;37.85;36.21;36.03;35.76;35.79;38.17;46.88;52.41;52.07;48.51;45.67;44.96;43.79;41.21;40.27;39.58;39.51;42.14;46.04;48.91;47.43;45.31;42.79;38.79
16.04.2019;36.72;35.91;34.22;34.32;34.84;39.25;49.74;54.66;53.98;50.17;47.15;44.95;43.50;42.72;42.16;42.12;41.13;44.25;47.87;49.49;49.50;46.30;42.53;37.51
15.04.2019;34.00;32.00;31.85;31.44;32.62;36.10;47.30;52.49;54.51;49.65;46.00;42.49;39.55;37.44;35.49;38.99;37.98;42.37;45.07;46.79;45.25;43.08;40.17;37.24
14.04.2019;36.30;35.01;33.46;32.24;32.03;32.54;34.04;36.25;39.26;38.10;36.89;35.67;35.00;31.52;30.37;29.86;31.26;34.00;40.00;42.71;44.00;42.37;40.09;37.65
13.04.2019;41.98;40.49;39.23;37.97;38.24;39.62;42.19;44.50;46.10;45.85;44.97;42.41;40.38;38.38;34.88;35.67;36.11;38.50;44.29;46.27;45.85;43.92;41.15;37.60
12.04.2019;39.85;38.60;38.59;37.75;38.00;41.32;48.89;56.44;59.22;54.00;49.89;47.47;46.00;42.71;40.92;40.99;41.21;43.98;46.98;49.32;48.96;46.93;45.00;42.57
