Delivery Date;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
11.04.2019;38.90;37.95;37.26;36.51;36.92;40.46;48.00;55.48;58.20;51.71;48.78;47.00;45.63;43.65;41.37;42.24;43.00;46.38;48.65;50.45;49.75;46.96;45.74;42.61
10.04.2019;37.31;36.39;36.23;36.18;36.76;39.03;46.62;50.22;52.82;48.88;46.97;45.55;43.50;42.18;40.53;39.50;39.50;41.67;45.85;46.93;44.86;42.70;41.88;38.73
09.04.2019;37.00;35.49;34.21;34.00;34.22;38.63;47.00;51.92;53.78;50.57;45.56;44.40;42.99;41.91;40.70;40.99;40.74;43.65;44.92;46.82;45.47;43.65;42.00;37.00
08.04.2019;33.88;32.91;32.12;31.10;33.00;37.48;45.00;50.99;53.42;48.53;44.52;42.98;41.64;39.71;38.35;39.49;39.67;42.92;44.92;47.55;45.49;42.08;38.32;35.77
07.04.2019;32.73;31.23;31.00;30.17;30.66;31.10;34.80;35.00;36.60;35.39;33.57;32.20;31.10;24.68;23.65;23.40;27.78;34.00;39.87;43.81;42.95;40.43;38.80;35.89
06.04.2019;39.00;37.60;37.01;36.49;36.49;37.20;39.33;40.49;41.90;41.41;39.49;36.62;34.76;31.73;31.00;28.91;29.70;34.61;39.03;41.90;40.50;37.95;35.91;32.49
05.04.2019;34.93;33.26;31.61;31.67;32.37;36.48;43.66;50.84;54.03;50.57;49.38;46.82;43.01;41.33;39.74;40.21;40.17;41.50;45.26;49.24;46.30;42.90;40.28;36.74
04.04.2019;35.62;33.94;32.50;31.77;33.36;36.91;43.05;50.18;53.44;50.37;47.41;44.93;42.89;41.82;40.91;40.95;40.95;42.03;44.60;48.38;47.15;42.97;40.49;37.88
03.04.2019;30.80;30.12;29.50;29.53;30.85;35.14;41.74;48.00;51.38;49.48;46.90;45.27;44.33;43.42;42.49;42.08;42.35;43.71;46.91;50.04;47.08;43.88;41.62;39.35
02.04.2019;30.58;29.50;26.90;28.00;28.92;32.71;40.07;44.40;44.64;42.51;39.56;37.34;34.34;31.99;30.21;30.71;31.29;34.13;40.50;42.93;42.49;38.51;36.46;33.45
01.04.2019;33.28;32.00;32.00;31.57;32.54;37.17;44.69;46.75;46.11;43.30;40.62;38.08;36.80;35.40;34.80;36.04;36.93;43.00;44.58;47.36;44.48;42.91;40.35;36.00
31.03.2019;33.00;31.87;;27.78;28.17;28.94;28.50;29.03;31.10;31.30;28.50;26.10;24.70;22.10;17.55;17.57;21.26;27.40;34.30;39.41;36.90;34.21;34.30;31.30
30.03.2019;38.19;35.48;34.68;33.03;32.87;34.64;35.07;36.39;35.72;35.47;32.45;31.44;29.50;27.60;27.06;26.34;31.00;35.60;39.71;43.24;40.54;36.83;37.33;34.51
29.03.2019;34.94;33.87;33.40;32.91;32.68;36.32;43.78;47.10;44.54;41.43;39.08;37.35;35.75;34.50;33.80;34.72;37.01;41.57;43.95;47.34;45.12;41.74;40.46;36.67
28.03.2019;35.04;33.04;32.65;32.05;33.08;37.50;42.95;46.99;47.58;45.92;44.31;43.50;42.29;41.94;42.20;42.98;43.89;45.55;48.69;51.16;46.94;43.20;42.16;38.20
27.03.2019;35.29;34.49;32.58;32.38;33.50;36.90;42.50;46.12;45.24;43.94;41.50;40.94;38.29;37.12;37.05;37.54;39.75;42.01;44.89;47.34;45.74;42.98;40.80;38.71
26.03.2019;33.44;32.43;30.11;29.44;30.00;33.95;39.72;43.99;42.32;39.09;38.22;37.62;35.21;34.52;33.95;36.01;36.77;40.97;44.75;47.71;45.42;42.15;40.49;37.68
25.03.2019;29.00;27.99;26.72;24.00;24.09;29.00;37.23;41.45;39.18;37.00;34.20;33.76;30.02;29.08;29.30;29.00;30.82;33.37;38.70;41.00;37.80;35.00;35.43;33.00
24.03.2019;31.00;29.08;29.00;29.00;29.00;29.00;29.00;31.04;31.51;31.22;29.00;29.00;29.00;27.26;25.74;25.12;25.70;29.56;35.24;38.06;33.20;29.55;30.41;28.52
23.03.2019;35.00;33.05;31.87;30.08;30.96;32.73;33.81;36.36;36.18;36.00;34.60;31.57;29.34;29.00;28.55;29.00;30.30;34.37;39.65;40.98;39.16;35.00;34.53;32.59
22.03.2019;37.80;36.30;34.91;34.90;34.99;39.75;46.06;49.42;48.46;45.78;41.91;39.83;37.80;35.70;34.80;37.00;39.40;43.80;46.60;51.69;45.11;39.78;38.05;34.55
21.03.2019;37.80;34.60;33.06;32.45;33.03;35.76;43.40;47.01;45.00;43.37;40.20;40.26;37.58;37.05;37.52;37.80;39.20;43.24;49.28;53.75;46.99;42.25;40.50;37.57
20.03.2019;39.97;38.43;36.61;35.53;35.30;39.28;44.53;49.22;48.65;44.86;42.74;41.32;39.12;38.90;38.80;39.82;42.03;45.46;50.98;53.00;48.00;43.87;41.01;38.00
19.03.2019;35.46;33.88;33.70;33.19;34.43;38.85;45.58;52.95;52.81;49.32;47.87;46.41;43.98;43.99;44.24;43.98;46.29;50.50;55.23;56.04;51.39;45.98;43.96;39.97
18.03.2019;18.48;16.00;11.67;12.60;16.90;23.00;37.90;40.20;41.90;41.57;41.91;41.92;36.20;33.60;32.68;31.70;35.49;41.96;46.94;47.00;42.00;38.00;34.36;30.49
17.03.2019;3.60;0.20;-0.75;-1.79;-1.11;3.20;0.20;4.84;8.91;12.51;11.01;14.59;9.50;4.30;2.80;5.60;13.30;16.63;25.80;29.59;22.14;20.00;20.00;14.90
16.03.2019;11.09;7.15;2.66;1.64;5.10;14.71;20.60;22.09;30.10;32.20;32.89;33.52;30.70;26.37;23.10;22.08;23.20;25.10;31.12;35.50;25.68;21.31;21.00;17.10
15.03.2019;21.00;18.60;15.00;13.82;16.26;24.10;33.46;40.67;41.29;39.92;39.88;39.83;36.46;34.92;32.67;31.53;33.29;32.23;34.45;36.37;30.41;25.06;21.55;15.10
14.03.2019;21.00;19.48;19.54;15.60;18.00;25.00;34.53;40.01;40.92;39.92;39.50;38.99;37.70;36.90;36.69;36.74;37.88;39.61;42.50;43.46;38.16;31.50;28.34;24.01
13.03.2019;15.81;10.47;6.08;7.00;15.00;22.00;31.75;38.91;37.04;34.34;32.54;33.70;32.01;32.04;33.00;32.02;34.39;36.38;40.91;42.40;37.85;30.09;27.02;21.00
12.03.2019;40.84;38.81;35.99;34.42;34.07;37.29;46.16;51.62;52.12;46.73;43.12;40.64;34.50;32.91;33.00;33.42;36.30;40.76;45.00;45.17;39.30;30.54;27.11;24.00
11.03.2019;19.54;3.70;-2.91;-1.46;1.23;21.45;34.71;42.55;43.92;39.50;38.29;38.54;32.00;32.08;31.80;32.81;36.99;45.76;56.00;58.00;52.49;42.55;42.00;36.11
10.03.2019;21.87;8.51;6.00;6.06;8.70;20.74;16.11;19.93;26.59;25.02;24.32;25.53;21.90;17.65;16.22;12.88;16.00;21.84;29.79;32.27;28.36;21.42;24.00;14.55
09.03.2019;25.46;21.67;17.15;13.55;15.00;17.75;24.34;28.70;30.13;29.63;30.56;27.82;22.70;20.08;17.92;21.50;22.96;26.28;28.76;33.69;23.36;18.86;20.22;13.96
08.03.2019;18.52;17.10;16.32;10.94;15.70;23.90;35.75;41.74;40.99;41.60;40.84;38.50;32.98;33.04;31.88;32.49;37.87;44.58;52.02;51.99;46.22;39.00;38.39;33.24
07.03.2019;27.68;25.97;24.94;23.62;23.64;28.51;39.22;43.06;44.05;40.78;36.84;33.97;28.02;27.01;26.55;26.66;27.67;33.53;42.23;40.34;35.50;28.86;25.66;21.73
06.03.2019;36.33;34.53;33.22;32.75;33.86;38.96;46.31;52.16;49.61;47.47;44.42;41.98;37.46;36.26;34.40;35.95;38.46;42.70;45.33;43.99;42.39;37.15;34.98;29.70
05.03.2019;10.26;10.46;8.97;8.92;14.49;19.40;39.18;43.46;41.74;36.87;34.27;34.39;28.73;27.34;28.37;31.00;38.10;48.03;54.49;56.46;51.50;44.04;42.51;36.64
04.03.2019;21.07;19.40;18.19;12.60;6.56;18.19;35.53;39.00;44.26;42.41;42.67;42.54;26.20;25.94;23.29;22.92;26.21;39.18;43.30;43.27;36.62;31.17;25.00;22.10
03.03.2019;22.61;22.04;18.94;14.38;10.82;19.17;14.16;15.71;23.99;26.15;29.24;29.50;24.00;21.26;21.40;20.91;21.83;29.90;35.30;35.89;32.21;26.80;22.70;22.08
02.03.2019;41.25;38.14;37.66;37.15;37.12;38.19;38.48;40.51;44.00;46.00;45.98;44.56;41.14;38.89;38.20;37.83;39.88;42.45;45.62;44.85;39.89;37.10;35.54;30.59
01.03.2019;36.98;36.00;35.00;34.00;34.22;36.79;46.13;51.90;54.17;52.69;51.63;49.37;45.40;44.77;43.91;44.57;47.20;50.20;54.77;53.65;51.11;45.72;44.00;41.55
28.02.2019;35.07;33.98;32.60;31.67;33.50;35.56;44.50;51.27;49.88;46.42;41.57;38.07;35.10;34.82;34.76;36.42;38.75;46.13;51.62;50.89;48.37;42.65;42.18;39.80
27.02.2019;39.03;38.34;37.50;37.29;37.00;39.93;49.94;55.29;53.55;49.10;45.90;42.94;39.49;37.61;37.34;40.34;43.29;47.79;51.66;50.94;48.78;40.68;39.27;35.30
26.02.2019;38.36;36.52;36.27;34.91;34.91;38.45;46.99;54.85;54.56;50.35;45.76;43.70;40.72;39.14;38.13;42.81;44.54;51.18;56.14;55.50;50.76;45.98;45.12;42.15
25.02.2019;43.40;41.81;39.23;39.60;39.60;43.18;52.41;58.58;57.02;51.95;49.51;46.54;46.54;46.28;46.54;46.42;48.99;52.10;54.72;53.76;49.64;46.69;46.51;41.76
24.02.2019;40.60;38.60;37.60;36.60;35.70;35.55;35.70;38.27;39.50;39.89;38.96;38.66;37.84;36.09;34.80;35.65;38.59;45.93;52.32;53.50;51.12;45.38;46.75;41.43
23.02.2019;39.45;38.38;36.61;35.00;35.28;35.77;39.39;42.58;45.17;45.57;44.04;43.24;40.49;37.90;37.52;38.97;42.02;47.26;50.97;51.32;45.12;42.01;41.83;40.15
22.02.2019;39.49;38.21;37.44;36.92;38.01;40.82;49.49;55.31;56.44;54.61;53.50;51.36;48.85;47.50;46.61;46.45;47.45;50.59;53.35;51.69;47.98;42.39;43.00;39.82
21.02.2019;39.25;39.01;36.77;35.44;36.32;38.99;48.15;54.61;53.59;51.64;51.00;49.46;48.05;47.53;47.00;47.27;48.26;51.00;54.53;54.22;51.12;44.98;45.50;39.76
20.02.2019;36.14;35.61;34.55;34.42;35.55;38.30;48.18;56.15;55.69;52.46;51.00;49.26;48.12;47.52;47.48;47.80;49.23;52.21;56.12;55.14;50.61;47.49;46.50;40.51
19.02.2019;38.18;37.32;35.57;35.22;35.86;40.23;48.90;54.82;55.28;53.69;52.99;51.41;49.96;49.75;48.71;49.59;50.63;51.15;54.32;54.68;50.28;45.03;44.41;40.00
18.02.2019;36.80;33.99;34.40;32.48;34.86;37.30;53.00;61.99;58.78;53.72;52.44;48.00;45.98;46.30;45.98;49.41;52.00;55.47;58.97;57.45;51.33;43.21;44.10;40.00
17.02.2019;36.03;35.15;34.51;33.00;32.00;32.89;38.10;43.00;43.30;42.65;42.57;42.24;39.74;37.24;36.79;37.00;38.56;45.57;49.29;49.17;43.93;40.79;41.72;39.96
16.02.2019;41.63;39.00;37.46;35.45;35.25;36.63;41.72;46.56;47.90;47.47;45.90;42.57;42.06;39.75;39.51;39.62;41.57;48.90;50.00;51.03;46.99;43.30;42.88;40.21
15.02.2019;42.03;40.76;39.63;38.17;39.20;42.96;52.92;59.74;59.56;56.02;52.08;48.01;45.51;43.95;43.37;45.39;48.96;53.76;57.00;55.72;49.09;43.95;43.26;38.26
14.02.2019;40.25;39.66;39.21;38.35;39.96;42.68;52.21;59.36;61.03;57.17;55.57;54.62;51.97;50.00;48.03;49.24;51.69;56.50;59.70;60.52;55.25;50.10;49.92;44.29
13.02.2019;38.90;37.21;35.24;34.00;36.00;39.50;46.51;55.00;56.41;56.00;54.63;54.26;53.08;50.83;49.85;51.05;51.28;55.18;57.39;55.66;50.00;46.57;45.49;42.01
12.02.2019;33.11;31.39;30.53;30.72;33.00;39.58;51.03;59.01;59.62;58.24;57.52;56.71;55.54;53.60;54.19;54.81;58.16;62.40;62.50;60.70;57.00;52.40;49.17;43.80
11.02.2019;33.11;27.49;24.14;21.03;26.00;30.70;48.38;57.63;53.40;53.00;52.48;50.40;52.62;50.00;49.44;51.73;50.58;52.10;54.49;53.73;53.90;47.71;48.43;37.46
10.02.2019;33.68;30.22;28.29;24.54;20.90;25.80;25.73;33.80;33.39;38.82;39.98;40.30;37.00;36.77;35.33;36.28;35.79;41.00;42.95;43.46;41.52;40.26;40.83;34.58
09.02.2019;35.14;33.15;26.56;20.00;23.51;29.60;32.09;38.82;40.98;44.73;45.53;45.67;45.15;45.04;44.08;44.87;44.58;46.12;46.40;45.39;42.66;39.50;38.96;33.58
08.02.2019;38.32;35.42;33.74;31.68;33.00;37.23;48.61;56.54;57.52;57.67;56.66;55.27;54.60;53.69;53.29;53.81;55.01;55.53;55.98;53.73;51.56;46.29;44.20;37.68
07.02.2019;43.86;41.87;39.50;38.49;36.20;40.80;47.58;54.65;55.19;54.00;51.54;50.48;49.73;48.06;48.30;49.71;50.02;55.07;56.00;51.18;47.50;44.67;44.41;40.40
06.02.2019;44.52;42.88;42.00;41.30;41.00;43.20;55.00;62.28;63.53;62.16;61.31;58.82;57.11;56.26;56.65;57.09;58.49;61.29;63.26;62.12;58.61;50.74;48.90;45.04
05.02.2019;40.68;39.05;38.82;37.69;39.29;43.46;55.06;66.22;65.45;64.89;65.03;63.42;60.91;60.16;60.70;61.22;61.89;65.55;67.79;67.47;63.42;56.87;53.08;49.56
04.02.2019;47.30;44.80;42.20;41.50;41.50;47.80;52.90;68.22;62.76;63.31;61.16;58.52;58.80;61.80;61.50;61.40;60.21;62.82;64.18;60.94;61.68;56.10;53.92;48.79
03.02.2019;45.99;43.22;42.30;41.72;38.81;43.38;43.84;46.00;48.16;52.19;53.73;52.63;52.41;51.05;49.03;46.70;45.55;53.02;58.10;59.50;57.21;50.51;51.70;49.30
02.02.2019;47.85;46.13;44.24;42.34;42.00;45.00;45.81;50.06;53.00;57.26;59.60;60.39;56.95;56.11;52.43;52.64;54.23;58.12;61.01;59.89;56.40;52.96;53.01;49.92
01.02.2019;44.52;42.67;40.62;39.50;39.59;43.11;52.86;62.04;65.49;64.33;64.34;64.34;64.32;63.51;63.31;63.30;63.45;64.56;67.00;64.64;61.80;55.12;52.91;48.72
31.01.2019;51.00;48.68;47.94;45.18;46.59;50.44;62.64;72.48;76.65;75.15;73.13;69.86;67.80;66.87;66.64;65.88;69.10;71.38;72.01;68.50;63.00;54.41;52.92;49.50
30.01.2019;51.90;49.90;47.81;46.60;45.98;51.98;62.30;68.45;70.69;70.55;69.70;68.82;66.04;65.09;64.75;65.64;67.37;69.93;69.92;67.87;65.26;59.61;55.09;52.39
29.01.2019;48.60;45.83;45.39;44.51;45.86;51.01;59.83;70.25;72.40;71.65;70.39;70.00;64.87;65.55;65.11;64.78;68.73;75.09;77.63;72.14;67.68;63.71;60.67;56.00
28.01.2019;45.54;42.46;40.94;39.93;40.80;45.51;59.20;69.80;71.03;70.31;70.31;69.54;66.10;65.60;65.10;62.30;64.11;68.49;68.24;64.80;60.15;56.63;54.79;48.08
27.01.2019;44.02;39.90;38.74;37.23;35.00;36.38;36.91;38.98;40.50;44.99;47.74;50.83;50.25;48.56;47.29;44.63;46.52;49.80;56.79;57.67;54.18;49.18;48.78;47.10
26.01.2019;45.60;44.19;42.66;40.88;39.80;42.30;45.90;50.74;56.27;60.96;62.70;63.09;61.26;59.82;55.16;55.02;55.39;62.76;63.60;60.66;53.50;49.66;47.97;45.10
25.01.2019;62.16;58.76;58.21;56.47;56.74;59.68;72.16;89.03;100.11;95.89;89.72;83.43;78.93;73.60;72.41;73.33;73.91;77.30;77.20;70.66;63.29;55.82;53.47;51.71
24.01.2019;62.28;59.35;60.47;56.62;57.97;63.20;74.99;92.20;102.32;102.54;97.08;95.25;88.98;88.30;88.63;90.29;93.00;104.06;108.99;101.27;82.32;74.90;70.37;64.61
23.01.2019;56.52;52.14;51.85;51.42;52.00;55.47;67.07;80.00;87.80;85.89;83.17;81.31;79.84;79.11;78.85;79.97;82.85;86.93;85.72;78.90;73.64;67.00;64.10;60.49
22.01.2019;58.30;55.75;55.00;54.43;54.22;56.36;64.62;75.49;79.86;76.17;73.10;70.91;69.83;69.03;69.38;69.85;71.87;75.83;75.81;72.73;68.00;64.18;58.59;56.19
21.01.2019;54.36;50.60;55.00;53.69;47.49;55.00;69.10;80.00;92.21;90.04;85.33;81.15;79.44;78.00;78.42;80.00;83.74;92.63;90.60;86.02;77.69;67.97;66.31;57.20
20.01.2019;53.68;51.96;51.82;48.45;46.86;47.24;53.05;55.59;61.22;63.20;63.87;63.36;61.97;60.71;60.00;59.68;60.86;68.59;73.03;70.23;66.10;63.42;62.30;60.70
19.01.2019;55.41;52.98;52.66;50.82;50.60;53.10;56.00;60.01;64.03;68.00;66.11;64.11;63.30;61.57;61.90;65.09;65.91;72.23;72.80;68.67;64.89;60.22;58.40;55.20
18.01.2019;50.29;48.53;46.62;45.86;47.15;50.93;60.30;73.52;79.82;76.28;74.19;71.92;69.77;68.12;69.44;69.42;70.92;79.62;78.39;72.94;69.09;63.95;61.15;56.99
17.01.2019;38.90;36.47;36.00;34.00;35.90;39.23;53.57;59.09;59.49;59.18;59.38;59.66;58.48;58.65;58.27;59.00;60.12;60.62;59.65;56.00;50.76;47.51;50.10;43.62
16.01.2019;35.21;34.24;33.90;33.67;34.33;37.05;49.62;59.25;61.26;59.81;59.55;58.91;59.51;60.33;60.93;61.91;64.76;65.96;65.18;62.74;58.00;50.86;55.20;45.78
15.01.2019;38.74;37.70;37.26;35.16;31.77;39.10;47.49;61.55;63.12;62.35;61.29;58.47;57.26;52.57;53.48;55.45;57.51;57.81;56.09;54.45;51.00;46.30;44.55;39.41
14.01.2019;28.50;25.55;23.01;22.83;23.81;32.89;42.00;62.00;59.78;61.88;60.68;59.89;57.58;58.82;57.50;58.60;59.97;63.00;63.28;59.00;54.00;49.92;49.46;42.00
13.01.2019;33.30;33.30;27.33;23.16;22.68;25.00;27.84;37.64;39.30;45.00;45.16;44.47;42.28;37.93;37.28;38.46;41.29;46.92;46.65;47.68;42.14;37.79;35.50;29.90
12.01.2019;45.36;43.84;42.43;42.94;41.99;43.29;45.93;49.23;54.00;60.50;55.02;54.70;53.59;52.12;53.10;54.13;55.66;59.44;58.63;53.59;49.19;46.22;44.63;40.44
11.01.2019;53.14;50.94;48.76;47.24;46.95;49.24;55.14;64.82;68.59;68.00;67.94;65.23;63.58;62.48;62.56;64.09;64.36;67.46;65.65;60.43;54.60;50.60;48.20;41.86
10.01.2019;51.38;49.57;47.15;46.40;47.00;51.05;58.78;73.34;78.19;77.92;76.50;77.10;75.62;71.88;74.36;74.90;75.30;81.70;78.91;76.78;72.58;65.51;63.04;58.20
09.01.2019;40.11;35.96;30.98;30.16;31.96;40.13;49.20;64.80;64.44;65.88;66.93;65.10;67.14;65.33;65.36;65.36;66.21;67.00;65.47;63.26;60.78;55.81;55.60;48.96
08.01.2019;52.31;47.69;46.45;44.84;44.67;46.80;52.50;66.88;66.00;66.16;65.25;64.38;61.77;60.72;59.97;60.19;61.13;63.80;61.60;57.90;58.13;55.66;53.60;42.46
07.01.2019;56.70;53.49;50.36;48.95;51.45;55.20;61.00;70.22;76.96;78.93;75.30;75.45;76.87;74.19;73.13;75.75;74.91;76.85;76.02;70.81;64.80;61.00;56.49;49.09
06.01.2019;48.24;46.61;42.04;41.39;40.49;39.80;37.51;42.70;45.02;49.50;53.54;58.26;57.83;56.12;53.03;55.31;55.83;60.00;65.06;61.75;59.89;57.01;56.20;51.44
05.01.2019;42.30;38.60;37.10;34.60;34.60;37.44;37.97;42.69;45.95;50.20;51.56;52.37;53.27;51.04;50.82;51.76;55.59;60.21;63.35;60.14;55.30;51.80;52.10;47.27
04.01.2019;49.90;49.46;47.35;46.05;44.80;45.50;51.20;60.60;64.70;61.56;61.29;61.00;60.60;59.96;60.44;63.91;64.57;67.53;66.52;65.47;56.12;53.36;49.08;45.01
03.01.2019;50.13;46.50;47.10;43.30;43.30;47.85;53.28;63.38;65.23;64.08;62.41;61.71;62.65;64.36;66.33;68.30;69.79;73.22;75.69;73.01;68.50;63.50;60.89;54.30
02.01.2019;28.14;25.58;21.70;15.30;16.12;22.20;33.90;46.96;54.55;56.93;56.84;54.91;54.09;55.84;56.03;59.01;62.01;63.99;65.78;66.38;56.80;49.81;51.30;40.50
01.01.2019;35.45;30.48;28.54;26.14;24.02;24.11;24.88;25.37;28.60;31.06;31.86;32.02;31.69;29.80;26.01;26.12;31.00;35.84;35.86;32.68;27.78;24.17;21.01;7.06
31.12.2018;44.50;41.41;39.64;36.05;39.48;42.10;46.41;51.00;51.99;54.87;53.54;54.17;53.00;52.26;51.73;50.45;51.77;54.54;55.49;51.81;49.67;42.00;42.63;34.45
30.12.2018;-9.95;-18.45;-26.01;-25.04;-17.18;-16.87;-8.41;-2.01;11.11;23.41;29.96;35.99;36.97;35.99;35.01;36.79;42.99;53.37;55.38;58.99;54.61;52.08;52.00;49.47
29.12.2018;50.46;46.58;44.99;41.86;42.39;43.00;43.99;49.99;53.06;56.27;55.00;56.10;53.89;49.20;46.17;43.31;45.24;45.48;44.18;38.73;26.00;18.14;10.94;-2.82
28.12.2018;52.11;50.00;49.95;47.09;47.02;50.42;52.60;61.50;63.81;66.30;62.70;63.30;65.50;60.99;60.50;61.10;66.12;68.73;68.16;67.93;65.57;58.55;57.35;51.18
27.12.2018;48.50;43.81;44.00;40.01;42.40;43.94;46.78;57.00;65.00;65.00;63.90;64.30;64.30;62.00;63.30;64.70;75.10;73.20;73.83;73.10;72.20;66.80;64.70;53.40
26.12.2018;28.69;26.21;24.67;25.19;25.00;27.00;28.76;34.79;37.35;44.01;42.99;45.00;43.51;43.03;42.84;46.60;49.80;55.52;54.93;52.15;54.01;52.09;50.24;47.11
25.12.2018;28.87;25.20;15.86;14.43;13.48;9.49;3.94;19.26;27.05;29.12;29.40;32.48;31.60;26.06;25.71;28.10;32.99;37.38;40.13;39.76;41.60;38.79;37.78;31.99
24.12.2018;40.99;35.98;34.98;32.51;34.38;36.58;42.35;48.84;51.80;53.00;51.12;53.70;55.40;52.40;52.03;52.20;53.29;56.68;54.34;51.70;49.77;45.56;47.30;41.10
23.12.2018;37.21;31.77;29.13;26.51;27.32;27.39;28.04;30.60;34.85;42.89;45.50;49.99;50.10;48.75;47.74;49.69;51.94;58.70;62.94;59.08;59.00;58.39;54.18;50.37
22.12.2018;11.87;9.50;13.02;11.48;18.32;22.82;26.16;34.00;43.57;50.10;50.00;51.94;51.16;49.40;49.00;50.50;52.10;57.80;57.27;54.00;53.09;48.78;43.77;38.37
21.12.2018;42.81;40.10;38.64;37.04;38.77;41.34;49.85;58.70;63.10;62.28;62.23;62.57;61.93;60.00;58.11;55.80;55.00;54.20;53.30;48.55;45.04;40.24;37.49;30.56
20.12.2018;49.50;47.75;46.93;45.18;45.50;47.97;54.88;64.52;66.80;65.46;64.01;63.46;63.13;62.50;62.38;62.71;62.12;62.22;58.21;53.45;53.36;48.89;48.87;44.00
19.12.2018;42.17;40.40;38.43;37.42;36.20;41.01;49.96;57.32;58.46;58.65;62.04;62.71;63.29;64.50;65.59;66.52;67.90;73.70;74.00;68.42;66.50;59.37;56.10;51.30
18.12.2018;52.83;51.50;50.50;49.00;49.06;52.50;61.60;74.90;77.50;76.00;73.83;73.48;69.81;70.10;69.43;71.04;71.50;72.23;66.49;62.66;57.90;51.20;49.54;45.40
17.12.2018;49.95;49.91;49.77;46.00;49.73;55.20;66.00;78.50;83.45;82.77;81.00;80.62;80.09;79.46;79.02;78.69;78.69;84.50;79.40;74.10;67.73;59.34;56.10;51.10
16.12.2018;37.72;34.35;34.83;28.78;28.71;30.99;31.43;34.25;39.58;44.21;47.69;51.17;54.38;53.62;52.64;53.16;54.08;62.79;65.73;58.80;57.40;54.31;57.40;54.00
15.12.2018;57.00;54.18;52.90;52.30;52.00;51.36;54.85;57.36;62.58;66.41;65.36;64.49;61.50;59.65;58.19;60.05;62.97;63.81;59.99;53.01;48.55;43.66;45.09;39.32
14.12.2018;52.71;51.63;50.75;49.99;50.32;52.83;67.56;83.90;90.40;89.10;87.69;84.53;80.17;79.99;79.11;81.40;88.00;97.00;90.40;84.04;73.77;68.40;62.50;57.00
13.12.2018;50.63;48.86;48.73;47.81;48.44;50.05;59.11;74.13;77.35;76.17;73.18;73.39;71.70;72.06;72.34;74.26;76.14;80.30;77.43;72.95;65.50;59.60;54.00;49.88
12.12.2018;52.50;50.39;50.78;49.82;50.58;52.96;65.12;77.50;83.58;81.60;79.50;78.50;76.04;76.13;76.13;77.84;83.22;89.93;87.50;76.04;70.10;64.70;60.48;53.00
11.12.2018;31.17;28.02;25.88;25.08;27.46;37.50;49.15;55.60;54.39;53.00;55.34;54.51;55.50;58.28;62.50;65.99;70.85;76.29;75.70;73.84;69.48;65.10;59.23;54.18
10.12.2018;9.32;2.70;-6.96;-10.43;6.10;17.43;42.90;52.50;52.90;47.79;47.20;45.00;44.74;43.75;44.80;47.61;48.60;51.66;51.48;51.32;47.78;41.84;37.01;32.49
09.12.2018;-0.27;-10.14;-16.13;-27.30;-28.00;-25.51;-20.48;-9.72;2.29;10.57;18.98;20.44;22.83;18.84;14.82;16.34;21.30;33.58;34.02;32.95;26.09;19.80;19.20;8.30
08.12.2018;13.32;5.11;-0.06;-1.03;-0.54;1.78;6.82;12.97;20.38;26.20;26.64;25.54;25.20;19.20;13.15;15.34;20.76;29.52;28.30;26.27;19.70;16.86;16.20;8.80
07.12.2018;33.72;32.05;31.00;30.95;33.99;37.15;46.50;52.76;57.56;55.00;54.39;52.46;49.50;48.19;45.83;44.93;46.20;46.83;44.19;41.74;37.09;32.20;28.51;20.50
06.12.2018;43.59;40.05;39.76;39.60;40.95;44.00;52.23;59.80;65.50;63.54;65.80;64.13;63.45;62.47;60.16;60.20;60.36;63.02;57.99;53.21;47.64;43.59;41.17;35.62
05.12.2018;49.00;46.95;45.68;45.05;47.02;50.34;61.79;72.23;74.11;72.80;71.50;72.14;71.10;70.50;70.40;70.91;70.56;69.99;66.82;60.40;57.70;51.20;47.00;42.65
04.12.2018;38.00;34.36;33.09;30.68;28.99;37.07;48.50;60.31;63.55;59.35;58.46;56.98;55.40;55.94;59.00;63.71;68.00;75.80;72.80;71.80;67.14;60.26;58.49;51.20
03.12.2018;32.66;31.99;29.39;27.99;28.00;34.11;47.66;54.26;56.88;54.81;55.20;54.97;53.44;52.63;53.50;53.50;55.56;63.07;62.22;55.60;51.00;45.79;42.17;37.00
02.12.2018;29.04;23.47;22.52;22.72;23.23;25.04;26.27;30.89;40.33;49.17;51.00;51.23;51.06;48.12;46.14;42.48;47.17;52.59;52.31;47.88;44.61;42.61;42.12;37.25
01.12.2018;48.07;46.43;45.03;44.53;42.96;42.88;44.05;50.55;55.49;59.00;58.03;54.41;52.28;49.57;51.65;53.30;55.71;56.50;53.62;47.98;42.25;38.71;36.73;31.98
30.11.2018;40.35;38.82;37.38;38.33;38.80;42.40;50.05;59.00;62.26;61.53;62.84;64.20;62.92;63.00;63.15;64.72;68.86;72.46;70.14;66.06;57.98;53.50;51.16;47.14
29.11.2018;35.83;34.87;32.55;32.68;36.32;40.75;50.90;58.91;57.48;55.69;53.07;52.21;51.20;51.50;50.50;51.80;52.24;54.50;53.00;49.87;48.92;46.00;42.50;39.58
28.11.2018;49.50;48.20;46.30;46.00;45.90;48.73;54.36;70.82;72.98;68.58;64.48;59.18;57.50;58.60;60.00;63.20;61.86;61.92;58.22;54.01;49.79;46.30;41.86;36.53
