Begin;End;Solar Day Ahead;Solar Intraday ;Offshore Day Ahead;Offshore Intraday ;Onshore Day Ahead;Onshore Intraday 
01.01.2018 00:00; 01.01.2018 00:15;0;0;3417;13529;28797;10837
01.01.2018 00:15; 01.01.2018 00:30;0;0;3437;13295;29092;11040
01.01.2018 00:30; 01.01.2018 00:45;0;0;3453;13369;29401;11241
01.01.2018 00:45; 01.01.2018 01:00;0;0;3469;13488;29688;11429
01.01.2018 01:00; 01.01.2018 01:15;0;0;3318;13628;29939;12115
01.01.2018 01:15; 01.01.2018 01:30;0;0;3319;13854;30171;12365
01.01.2018 01:30; 01.01.2018 01:45;0;0;3319;13919;30416;12551
01.01.2018 01:45; 01.01.2018 02:00;0;0;3323;14097;30717;12852
01.01.2018 02:00; 01.01.2018 02:15;0;0;3329;14023;31066;13071
01.01.2018 02:15; 01.01.2018 02:30;0;0;3335;14019;31375;13293
01.01.2018 02:30; 01.01.2018 02:45;0;0;3344;13977;31678;13368
01.01.2018 02:45; 01.01.2018 03:00;0;0;3357;13944;31964;13636
01.01.2018 03:00; 01.01.2018 03:15;0;0;3366;13910;32231;14082
01.01.2018 03:15; 01.01.2018 03:30;0;0;3369;14004;32459;14134
01.01.2018 03:30; 01.01.2018 03:45;0;0;3375;14047;32691;14240
01.01.2018 03:45; 01.01.2018 04:00;0;0;3387;14101;32972;14621
01.01.2018 04:00; 01.01.2018 04:15;0;0;3395;14130;33225;14816
01.01.2018 04:15; 01.01.2018 04:30;0;0;3394;14114;33354;14949
01.01.2018 04:30; 01.01.2018 04:45;0;0;3394;14125;33476;15093
01.01.2018 04:45; 01.01.2018 05:00;0;0;3407;14186;33591;15202
01.01.2018 05:00; 01.01.2018 05:15;0;0;3446;14207;33678;15290
01.01.2018 05:15; 01.01.2018 05:30;0;0;3439;14229;33885;15294
01.01.2018 05:30; 01.01.2018 05:45;0;0;3443;14206;34085;15322
01.01.2018 05:45; 01.01.2018 06:00;0;0;3454;14209;34284;15382
01.01.2018 06:00; 01.01.2018 06:15;0;0;3460;14211;34425;15393
01.01.2018 06:15; 01.01.2018 06:30;0;0;3461;14221;34484;15409
01.01.2018 06:30; 01.01.2018 06:45;0;0;3459;14215;34548;15416
01.01.2018 06:45; 01.01.2018 07:00;0;0;3467;14316;34605;15426
01.01.2018 07:00; 01.01.2018 07:15;8;0;3487;14380;34673;15423
01.01.2018 07:15; 01.01.2018 07:30;8;0;3505;14488;34683;15390
01.01.2018 07:30; 01.01.2018 07:45;9;0;3522;14606;34693;15364
01.01.2018 07:45; 01.01.2018 08:00;9;0;3537;14627;34714;15284
01.01.2018 08:00; 01.01.2018 08:15;20;10;3549;14293;34696;15227
01.01.2018 08:15; 01.01.2018 08:30;67;36;3570;14487;34641;15132
01.01.2018 08:30; 01.01.2018 08:45;251;109;3586;14627;34599;15046
01.01.2018 08:45; 01.01.2018 09:00;599;231;3605;14753;34576;14979
01.01.2018 09:00; 01.01.2018 09:15;1039;403;3621;14837;34574;14883
01.01.2018 09:15; 01.01.2018 09:30;1546;621;3634;14844;34547;14855
01.01.2018 09:30; 01.01.2018 09:45;2110;866;3643;14870;34534;14803
01.01.2018 09:45; 01.01.2018 10:00;2713;1130;3658;14894;34488;14703
01.01.2018 10:00; 01.01.2018 10:15;3303;1392;3666;14913;34460;14551
01.01.2018 10:15; 01.01.2018 10:30;3856;1657;3665;14916;34483;14534
01.01.2018 10:30; 01.01.2018 10:45;4370;1915;3668;14952;34510;14514
01.01.2018 10:45; 01.01.2018 11:00;4852;2151;3668;14977;34531;14497
01.01.2018 11:00; 01.01.2018 11:15;5274;2365;3669;14985;34521;14486
01.01.2018 11:15; 01.01.2018 11:30;5620;2541;3667;14913;34438;14468
01.01.2018 11:30; 01.01.2018 11:45;5894;2683;3666;14844;34344;14458
01.01.2018 11:45; 01.01.2018 12:00;6103;2808;3666;14740;34211;14442
01.01.2018 12:00; 01.01.2018 12:15;6244;2906;3661;14609;34025;14368
01.01.2018 12:15; 01.01.2018 12:30;6284;2961;3653;14444;33677;14237
01.01.2018 12:30; 01.01.2018 12:45;6228;2979;3647;14277;33333;14106
01.01.2018 12:45; 01.01.2018 13:00;6139;2980;3642;14087;32963;13976
01.01.2018 13:00; 01.01.2018 13:15;5980;2951;3639;13901;32520;13804
01.01.2018 13:15; 01.01.2018 13:30;5744;2886;3621;13698;31839;13516
01.01.2018 13:30; 01.01.2018 13:45;5444;2789;3610;13487;31114;13228
01.01.2018 13:45; 01.01.2018 14:00;5092;2661;3593;13236;30392;12949
01.01.2018 14:00; 01.01.2018 14:15;4683;2504;3574;12955;29566;12593
01.01.2018 14:15; 01.01.2018 14:30;4190;2297;3550;12590;28523;12168
01.01.2018 14:30; 01.01.2018 14:45;3601;2026;3527;12234;27477;11753
01.01.2018 14:45; 01.01.2018 15:00;2997;1719;3500;11892;26413;11337
01.01.2018 15:00; 01.01.2018 15:15;2364;1384;3468;11568;25376;10926
01.01.2018 15:15; 01.01.2018 15:30;1757;1055;3425;11289;24391;10473
01.01.2018 15:30; 01.01.2018 15:45;1188;737;3384;11003;23401;10030
01.01.2018 15:45; 01.01.2018 16:00;641;403;3339;10699;22435;9606
01.01.2018 16:00; 01.01.2018 16:15;262;155;3291;10802;21577;9249
01.01.2018 16:15; 01.01.2018 16:30;91;49;3230;11058;21025;8982
01.01.2018 16:30; 01.01.2018 16:45;36;16;3174;10846;20479;8720
01.01.2018 16:45; 01.01.2018 17:00;14;5;3116;10585;19965;8473
01.01.2018 17:00; 01.01.2018 17:15;8;0;3055;10333;19539;8281
01.01.2018 17:15; 01.01.2018 17:30;8;0;2993;10161;19266;8136
01.01.2018 17:30; 01.01.2018 17:45;8;0;2933;9974;18988;7994
01.01.2018 17:45; 01.01.2018 18:00;8;0;2873;9813;18739;7871
01.01.2018 18:00; 01.01.2018 18:15;8;0;2810;9661;18525;7781
01.01.2018 18:15; 01.01.2018 18:30;8;0;2745;9423;18342;7682
01.01.2018 18:30; 01.01.2018 18:45;8;0;2676;9219;18155;7590
01.01.2018 18:45; 01.01.2018 19:00;8;0;2615;8998;17999;7519
01.01.2018 19:00; 01.01.2018 19:15;0;0;2557;8775;17834;7425
01.01.2018 19:15; 01.01.2018 19:30;0;0;2491;8653;17517;7276
01.01.2018 19:30; 01.01.2018 19:45;0;0;2421;8420;17212;7134
01.01.2018 19:45; 01.01.2018 20:00;0;0;2340;8237;16905;6984
01.01.2018 20:00; 01.01.2018 20:15;0;0;2272;8098;16567;6831
01.01.2018 20:15; 01.01.2018 20:30;0;0;2193;7959;16349;6737
01.01.2018 20:30; 01.01.2018 20:45;0;0;2122;7896;16117;6637
01.01.2018 20:45; 01.01.2018 21:00;0;0;2051;7782;15852;6520
01.01.2018 21:00; 01.01.2018 21:15;0;0;1988;7652;15596;6410
01.01.2018 21:15; 01.01.2018 21:30;0;0;1925;7552;15347;6236
01.01.2018 21:30; 01.01.2018 21:45;0;0;1863;7402;15095;6058
01.01.2018 21:45; 01.01.2018 22:00;0;0;1802;7236;14895;5939
01.01.2018 22:00; 01.01.2018 22:15;0;0;1740;7097;14701;5829
01.01.2018 22:15; 01.01.2018 22:30;0;0;1700;6958;14674;5721
01.01.2018 22:30; 01.01.2018 22:45;0;0;1653;6820;14665;5619
01.01.2018 22:45; 01.01.2018 23:00;0;0;1610;6692;14743;5567
01.01.2018 23:00; 01.01.2018 23:15;0;0;1577;6577;14826;5521
01.01.2018 23:15; 01.01.2018 23:30;0;0;1550;6472;14835;5428
01.01.2018 23:30; 01.01.2018 23:45;0;0;1530;6374;14844;5330
01.01.2018 23:45; 02.01.2018 00:00;0;0;1505;6293;14865;5233
02.01.2018 00:00; 02.01.2018 00:15;0;0;1564;6553;13622;5308
02.01.2018 00:15; 02.01.2018 00:30;0;0;1553;6370;13618;5215
02.01.2018 00:30; 02.01.2018 00:45;0;0;1547;6117;13617;5124
02.01.2018 00:45; 02.01.2018 01:00;0;0;1547;5904;13593;5033
02.01.2018 01:00; 02.01.2018 01:15;0;0;1549;5513;13535;5934
02.01.2018 01:15; 02.01.2018 01:30;0;0;1547;5188;13494;6249
02.01.2018 01:30; 02.01.2018 01:45;0;0;1546;5122;13447;6262
02.01.2018 01:45; 02.01.2018 02:00;0;0;1548;4972;13390;6474
02.01.2018 02:00; 02.01.2018 02:15;0;0;1547;4947;13462;6564
02.01.2018 02:15; 02.01.2018 02:30;0;0;1540;4880;13493;6539
02.01.2018 02:30; 02.01.2018 02:45;0;0;1535;4828;13526;6471
02.01.2018 02:45; 02.01.2018 03:00;0;0;1531;4781;13558;6603
02.01.2018 03:00; 02.01.2018 03:15;0;0;1533;4657;13561;6613
02.01.2018 03:15; 02.01.2018 03:30;0;0;1548;4690;13547;6639
02.01.2018 03:30; 02.01.2018 03:45;0;0;1559;4725;13527;6642
02.01.2018 03:45; 02.01.2018 04:00;0;0;1573;4745;13490;6750
02.01.2018 04:00; 02.01.2018 04:15;0;0;1594;4862;13461;6750
02.01.2018 04:15; 02.01.2018 04:30;0;0;1628;5084;13453;6816
02.01.2018 04:30; 02.01.2018 04:45;0;0;1662;5202;13451;6825
02.01.2018 04:45; 02.01.2018 05:00;0;0;1698;5282;13460;6872
02.01.2018 05:00; 02.01.2018 05:15;0;0;1725;5377;13500;6882
02.01.2018 05:15; 02.01.2018 05:30;0;0;1751;5580;13599;6863
02.01.2018 05:30; 02.01.2018 05:45;0;0;1777;5775;13700;6842
02.01.2018 05:45; 02.01.2018 06:00;0;0;1809;5923;13802;6818
02.01.2018 06:00; 02.01.2018 06:15;0;0;1831;6041;13911;6802
02.01.2018 06:15; 02.01.2018 06:30;0;0;1828;6183;14025;6789
02.01.2018 06:30; 02.01.2018 06:45;0;0;1829;6281;14126;6735
02.01.2018 06:45; 02.01.2018 07:00;0;0;1828;6366;14239;6671
02.01.2018 07:00; 02.01.2018 07:15;8;0;1828;6498;14333;6642
02.01.2018 07:15; 02.01.2018 07:30;8;0;1815;6583;14384;6612
02.01.2018 07:30; 02.01.2018 07:45;8;0;1806;6715;14443;6587
02.01.2018 07:45; 02.01.2018 08:00;8;0;1795;6684;14508;6551
02.01.2018 08:00; 02.01.2018 08:15;21;8;1774;6632;14562;6531
02.01.2018 08:15; 02.01.2018 08:30;55;29;1726;6627;14618;6498
02.01.2018 08:30; 02.01.2018 08:45;154;87;1684;6617;14689;6528
02.01.2018 08:45; 02.01.2018 09:00;303;155;1642;6496;14749;6539
02.01.2018 09:00; 02.01.2018 09:15;518;246;1597;6529;14794;6565
02.01.2018 09:15; 02.01.2018 09:30;794;378;1568;6545;14804;6591
02.01.2018 09:30; 02.01.2018 09:45;1105;533;1541;6492;14816;6637
02.01.2018 09:45; 02.01.2018 10:00;1435;690;1513;6431;14802;6713
02.01.2018 10:00; 02.01.2018 10:15;1770;845;1503;6407;14837;6792
02.01.2018 10:15; 02.01.2018 10:30;2095;1000;1527;6503;14947;6828
02.01.2018 10:30; 02.01.2018 10:45;2418;1151;1558;6583;15059;6871
02.01.2018 10:45; 02.01.2018 11:00;2701;1280;1585;6613;15191;6916
02.01.2018 11:00; 02.01.2018 11:15;2951;1399;1636;6650;15356;6987
02.01.2018 11:15; 02.01.2018 11:30;3167;1499;1706;6804;15532;7087
02.01.2018 11:30; 02.01.2018 11:45;3350;1574;1778;6898;15734;7193
02.01.2018 11:45; 02.01.2018 12:00;3512;1653;1860;6981;15992;7294
02.01.2018 12:00; 02.01.2018 12:15;3625;1711;1932;7139;16226;7350
02.01.2018 12:15; 02.01.2018 12:30;3663;1732;2000;7247;16412;7377
02.01.2018 12:30; 02.01.2018 12:45;3656;1728;2068;7439;16592;7404
02.01.2018 12:45; 02.01.2018 13:00;3635;1717;2135;7531;16718;7433
02.01.2018 13:00; 02.01.2018 13:15;3570;1693;2203;7561;16797;7412
02.01.2018 13:15; 02.01.2018 13:30;3428;1639;2253;7654;16689;7335
02.01.2018 13:30; 02.01.2018 13:45;3230;1561;2305;7629;16561;7260
02.01.2018 13:45; 02.01.2018 14:00;2999;1470;2352;7567;16445;7181
02.01.2018 14:00; 02.01.2018 14:15;2747;1372;2395;7495;16316;7066
02.01.2018 14:15; 02.01.2018 14:30;2459;1252;2437;7308;16083;6946
02.01.2018 14:30; 02.01.2018 14:45;2118;1089;2474;7116;15859;6824
02.01.2018 14:45; 02.01.2018 15:00;1753;913;2516;6959;15639;6697
02.01.2018 15:00; 02.01.2018 15:15;1379;733;2547;6851;15431;6595
02.01.2018 15:15; 02.01.2018 15:30;1017;547;2582;6563;15243;6527
02.01.2018 15:30; 02.01.2018 15:45;684;367;2614;6499;15050;6458
02.01.2018 15:45; 02.01.2018 16:00;394;204;2640;6455;14898;6389
02.01.2018 16:00; 02.01.2018 16:15;183;89;2672;6476;14790;6353
02.01.2018 16:15; 02.01.2018 16:30;77;31;2713;6477;14909;6377
02.01.2018 16:30; 02.01.2018 16:45;33;10;2751;6647;15028;6403
02.01.2018 16:45; 02.01.2018 17:00;13;3;2799;6705;15133;6424
02.01.2018 17:00; 02.01.2018 17:15;8;0;2848;6843;15274;6485
02.01.2018 17:15; 02.01.2018 17:30;8;0;2898;7058;15484;6571
02.01.2018 17:30; 02.01.2018 17:45;8;0;2948;7146;15693;6657
02.01.2018 17:45; 02.01.2018 18:00;8;0;2993;7277;15918;6746
02.01.2018 18:00; 02.01.2018 18:15;8;0;3033;7368;16140;6853
02.01.2018 18:15; 02.01.2018 18:30;8;0;3070;7432;16373;6973
02.01.2018 18:30; 02.01.2018 18:45;8;0;3109;7491;16611;7099
02.01.2018 18:45; 02.01.2018 19:00;8;0;3142;7637;16843;7219
02.01.2018 19:00; 02.01.2018 19:15;0;0;3175;7830;17066;7348
02.01.2018 19:15; 02.01.2018 19:30;0;0;3194;7920;17335;7501
02.01.2018 19:30; 02.01.2018 19:45;0;0;3212;7990;17611;7656
02.01.2018 19:45; 02.01.2018 20:00;0;0;3230;8073;17890;7808
02.01.2018 20:00; 02.01.2018 20:15;0;0;3247;8118;18166;7918
02.01.2018 20:15; 02.01.2018 20:30;0;0;3269;8261;18466;8009
02.01.2018 20:30; 02.01.2018 20:45;0;0;3293;8287;18763;8102
02.01.2018 20:45; 02.01.2018 21:00;0;0;3321;8331;19041;8193
02.01.2018 21:00; 02.01.2018 21:15;0;0;3356;8358;19311;8328
02.01.2018 21:15; 02.01.2018 21:30;0;0;3366;8470;19631;8532
02.01.2018 21:30; 02.01.2018 21:45;0;0;3371;8580;19955;8733
02.01.2018 21:45; 02.01.2018 22:00;0;0;3379;8664;20245;8933
02.01.2018 22:00; 02.01.2018 22:15;0;0;3388;8749;20552;9149
02.01.2018 22:15; 02.01.2018 22:30;0;0;3405;8824;20835;9381
02.01.2018 22:30; 02.01.2018 22:45;0;0;3422;8901;21134;9610
02.01.2018 22:45; 02.01.2018 23:00;0;0;3437;8980;21434;9840
02.01.2018 23:00; 02.01.2018 23:15;0;0;3452;9066;21755;10092
02.01.2018 23:15; 02.01.2018 23:30;0;0;3457;9231;22132;10362
02.01.2018 23:30; 02.01.2018 23:45;0;0;3462;9412;22519;10628
02.01.2018 23:45; 03.01.2018 00:00;0;0;3469;9622;22902;10899
03.01.2018 00:00; 03.01.2018 00:15;0;0;3617;10561;24391;11172
03.01.2018 00:15; 03.01.2018 00:30;0;0;3615;10716;24794;11402
03.01.2018 00:30; 03.01.2018 00:45;0;0;3610;10949;25216;11638
03.01.2018 00:45; 03.01.2018 01:00;0;0;3607;11183;25615;11870
03.01.2018 01:00; 03.01.2018 01:15;0;0;3490;11744;25910;13423
03.01.2018 01:15; 03.01.2018 01:30;0;0;3494;12304;26280;13625
03.01.2018 01:30; 03.01.2018 01:45;0;0;3501;12590;26656;13561
03.01.2018 01:45; 03.01.2018 02:00;0;0;3504;12890;27037;13619
03.01.2018 02:00; 03.01.2018 02:15;0;0;3512;12651;27317;13736
03.01.2018 02:15; 03.01.2018 02:30;0;0;3525;12964;27679;13720
03.01.2018 02:30; 03.01.2018 02:45;0;0;3534;13213;28043;13618
03.01.2018 02:45; 03.01.2018 03:00;0;0;3552;13464;28379;13885
03.01.2018 03:00; 03.01.2018 03:15;0;0;3573;13730;28738;13862
03.01.2018 03:15; 03.01.2018 03:30;0;0;3576;13957;29144;13824
03.01.2018 03:30; 03.01.2018 03:45;0;0;3584;14260;29570;13748
03.01.2018 03:45; 03.01.2018 04:00;0;0;3590;14427;30026;14124
03.01.2018 04:00; 03.01.2018 04:15;0;0;3591;14633;30425;14219
03.01.2018 04:15; 03.01.2018 04:30;0;0;3583;14826;30741;14329
03.01.2018 04:30; 03.01.2018 04:45;0;0;3580;15004;31053;14459
03.01.2018 04:45; 03.01.2018 05:00;0;0;3574;15211;31353;14553
03.01.2018 05:00; 03.01.2018 05:15;0;0;3600;15353;31677;14659
03.01.2018 05:15; 03.01.2018 05:30;0;0;3626;15598;31981;14734
03.01.2018 05:30; 03.01.2018 05:45;0;0;3658;15811;32289;14803
03.01.2018 05:45; 03.01.2018 06:00;0;0;3684;16006;32623;14868
03.01.2018 06:00; 03.01.2018 06:15;0;0;3711;16193;32934;14912
03.01.2018 06:15; 03.01.2018 06:30;0;0;3724;16202;33247;14948
03.01.2018 06:30; 03.01.2018 06:45;0;0;3739;16370;33597;14929
03.01.2018 06:45; 03.01.2018 07:00;0;0;3755;16502;33950;14899
03.01.2018 07:00; 03.01.2018 07:15;8;0;3756;16528;34166;14854
03.01.2018 07:15; 03.01.2018 07:30;8;0;3748;16423;34131;14741
03.01.2018 07:30; 03.01.2018 07:45;8;0;3737;16564;34105;14635
03.01.2018 07:45; 03.01.2018 08:00;8;0;3726;16658;34056;14508
03.01.2018 08:00; 03.01.2018 08:15;14;4;3714;16909;34124;14434
03.01.2018 08:15; 03.01.2018 08:30;35;17;3696;16794;34373;14368
03.01.2018 08:30; 03.01.2018 08:45;88;43;3683;16751;34591;14267
03.01.2018 08:45; 03.01.2018 09:00;181;82;3668;16559;34790;14233
03.01.2018 09:00; 03.01.2018 09:15;312;137;3656;16492;35025;14238
03.01.2018 09:15; 03.01.2018 09:30;491;218;3653;16378;35356;14363
03.01.2018 09:30; 03.01.2018 09:45;697;308;3644;16263;35663;14443
03.01.2018 09:45; 03.01.2018 10:00;930;410;3641;16119;35955;14521
03.01.2018 10:00; 03.01.2018 10:15;1180;519;3625;15953;36154;15114
03.01.2018 10:15; 03.01.2018 10:30;1431;647;3578;15763;36347;15278
03.01.2018 10:30; 03.01.2018 10:45;1675;779;3535;15554;36510;15484
03.01.2018 10:45; 03.01.2018 11:00;1902;904;3490;15323;36616;15659
03.01.2018 11:00; 03.01.2018 11:15;2119;1027;3449;15118;36727;15777
03.01.2018 11:15; 03.01.2018 11:30;2316;1130;3409;14928;36859;15832
03.01.2018 11:30; 03.01.2018 11:45;2473;1191;3360;14732;37012;15836
03.01.2018 11:45; 03.01.2018 12:00;2627;1244;3316;14584;37197;15875
03.01.2018 12:00; 03.01.2018 12:15;2758;1289;3278;14358;37348;15926
03.01.2018 12:15; 03.01.2018 12:30;2845;1319;3223;14210;37472;15996
03.01.2018 12:30; 03.01.2018 12:45;2888;1342;3190;14087;37541;16072
03.01.2018 12:45; 03.01.2018 13:00;2901;1349;3156;14138;37550;16159
03.01.2018 13:00; 03.01.2018 13:15;2875;1349;3104;14107;37502;16248
03.01.2018 13:15; 03.01.2018 13:30;2793;1344;3044;14124;37437;16297
03.01.2018 13:30; 03.01.2018 13:45;2655;1324;2995;14040;37351;16389
03.01.2018 13:45; 03.01.2018 14:00;2487;1286;2951;13960;37265;16440
03.01.2018 14:00; 03.01.2018 14:15;2314;1237;2924;13913;37216;16530
03.01.2018 14:15; 03.01.2018 14:30;2103;1144;2900;14057;37199;16428
03.01.2018 14:30; 03.01.2018 14:45;1844;1002;2879;14293;37183;16330
03.01.2018 14:45; 03.01.2018 15:00;1561;841;2866;14547;37164;16296
03.01.2018 15:00; 03.01.2018 15:15;1251;668;2875;14718;37149;16241
03.01.2018 15:15; 03.01.2018 15:30;909;491;2934;14845;37147;16196
03.01.2018 15:30; 03.01.2018 15:45;609;336;2988;15013;37161;16151
03.01.2018 15:45; 03.01.2018 16:00;358;195;3045;15149;37199;16105
03.01.2018 16:00; 03.01.2018 16:15;175;92;3111;15252;37213;16062
03.01.2018 16:15; 03.01.2018 16:30;72;34;3204;15340;37169;16080
03.01.2018 16:30; 03.01.2018 16:45;30;12;3268;15580;37227;16097
03.01.2018 16:45; 03.01.2018 17:00;12;3;3331;15821;37288;16110
03.01.2018 17:00; 03.01.2018 17:15;8;0;3368;16021;37353;16127
03.01.2018 17:15; 03.01.2018 17:30;8;0;3376;16041;37497;16131
03.01.2018 17:30; 03.01.2018 17:45;8;0;3383;16279;37640;16138
03.01.2018 17:45; 03.01.2018 18:00;8;0;3389;16513;37717;16146
03.01.2018 18:00; 03.01.2018 18:15;8;0;3390;16763;37784;16145
03.01.2018 18:15; 03.01.2018 18:30;8;0;3395;16959;37830;16122
03.01.2018 18:30; 03.01.2018 18:45;8;0;3398;17094;37891;16085
03.01.2018 18:45; 03.01.2018 19:00;8;0;3401;17254;37982;16058
03.01.2018 19:00; 03.01.2018 19:15;0;0;3410;17374;38047;16044
03.01.2018 19:15; 03.01.2018 19:30;0;0;3400;17508;38065;16094
03.01.2018 19:30; 03.01.2018 19:45;0;0;3392;17562;38081;16147
03.01.2018 19:45; 03.01.2018 20:00;0;0;3393;17545;38068;16206
03.01.2018 20:00; 03.01.2018 20:15;0;0;3390;17538;38026;16231
03.01.2018 20:15; 03.01.2018 20:30;0;0;3390;17453;37953;16227
03.01.2018 20:30; 03.01.2018 20:45;0;0;3390;17463;37875;16221
03.01.2018 20:45; 03.01.2018 21:00;0;0;3388;17491;37808;16216
03.01.2018 21:00; 03.01.2018 21:15;0;0;3383;17500;37730;16204
03.01.2018 21:15; 03.01.2018 21:30;0;0;3378;17472;37632;16181
03.01.2018 21:30; 03.01.2018 21:45;0;0;3371;17478;37530;16156
03.01.2018 21:45; 03.01.2018 22:00;0;0;3364;17480;37454;16129
03.01.2018 22:00; 03.01.2018 22:15;0;0;3359;17488;37394;16124
03.01.2018 22:15; 03.01.2018 22:30;0;0;3346;17493;37324;16114
03.01.2018 22:30; 03.01.2018 22:45;0;0;3335;17500;37254;16103
03.01.2018 22:45; 03.01.2018 23:00;0;0;3326;17508;37160;16093
03.01.2018 23:00; 03.01.2018 23:15;0;0;3316;17516;37056;16065
03.01.2018 23:15; 03.01.2018 23:30;0;0;3303;17509;36951;16016
03.01.2018 23:30; 03.01.2018 23:45;0;0;3293;17496;36845;15969
03.01.2018 23:45; 04.01.2018 00:00;0;0;3284;17481;36724;15923
04.01.2018 00:00; 04.01.2018 00:15;0;0;3654;17611;38570;15937
04.01.2018 00:15; 04.01.2018 00:30;0;0;3647;17554;38396;15880
04.01.2018 00:30; 04.01.2018 00:45;0;0;3640;17545;38220;15826
04.01.2018 00:45; 04.01.2018 01:00;0;0;3633;17503;38040;15774
04.01.2018 01:00; 04.01.2018 01:15;0;0;3512;16920;37798;15541
04.01.2018 01:15; 04.01.2018 01:30;0;0;3484;16855;37613;15574
04.01.2018 01:30; 04.01.2018 01:45;0;0;3453;16779;37422;15501
04.01.2018 01:45; 04.01.2018 02:00;0;0;3423;16698;37240;15512
04.01.2018 02:00; 04.01.2018 02:15;0;0;3386;16689;37053;15380
04.01.2018 02:15; 04.01.2018 02:30;0;0;3335;16567;36856;15182
04.01.2018 02:30; 04.01.2018 02:45;0;0;3282;16469;36658;14914
04.01.2018 02:45; 04.01.2018 03:00;0;0;3233;16391;36456;14682
04.01.2018 03:00; 04.01.2018 03:15;0;0;3176;16251;36225;14480
04.01.2018 03:15; 04.01.2018 03:30;0;0;3114;16086;35971;14404
04.01.2018 03:30; 04.01.2018 03:45;0;0;3048;16033;35715;14403
04.01.2018 03:45; 04.01.2018 04:00;0;0;2982;15931;35416;13927
04.01.2018 04:00; 04.01.2018 04:15;0;0;2907;15819;35125;13696
04.01.2018 04:15; 04.01.2018 04:30;0;0;2826;15770;34705;13429
04.01.2018 04:30; 04.01.2018 04:45;0;0;2743;15553;34265;13151
04.01.2018 04:45; 04.01.2018 05:00;0;0;2659;15281;33813;12868
04.01.2018 05:00; 04.01.2018 05:15;0;0;2563;15075;33373;12583
04.01.2018 05:15; 04.01.2018 05:30;0;0;2470;14939;32941;12313
04.01.2018 05:30; 04.01.2018 05:45;0;0;2375;14680;32523;12049
04.01.2018 05:45; 04.01.2018 06:00;0;0;2285;14417;32087;11788
04.01.2018 06:00; 04.01.2018 06:15;0;0;2186;14135;31633;11524
04.01.2018 06:15; 04.01.2018 06:30;0;0;2084;13781;31064;11263
04.01.2018 06:30; 04.01.2018 06:45;0;0;1979;13557;30497;11013
04.01.2018 06:45; 04.01.2018 07:00;0;0;1876;13382;29913;10733
04.01.2018 07:00; 04.01.2018 07:15;8;0;1767;13158;29342;10458
04.01.2018 07:15; 04.01.2018 07:30;8;0;1679;12894;28717;10200
04.01.2018 07:30; 04.01.2018 07:45;8;0;1587;12618;28088;9935
04.01.2018 07:45; 04.01.2018 08:00;8;0;1492;12380;27439;9661
04.01.2018 08:00; 04.01.2018 08:15;17;5;1406;12043;26791;9411
04.01.2018 08:15; 04.01.2018 08:30;40;18;1325;11806;26143;9186
04.01.2018 08:30; 04.01.2018 08:45;107;53;1247;11598;25484;8905
04.01.2018 08:45; 04.01.2018 09:00;196;85;1165;11445;24846;8648
04.01.2018 09:00; 04.01.2018 09:15;319;125;1097;11299;24248;8498
04.01.2018 09:15; 04.01.2018 09:30;477;187;1039;11250;23697;8243
04.01.2018 09:30; 04.01.2018 09:45;653;265;985;11090;23130;8031
04.01.2018 09:45; 04.01.2018 10:00;840;349;932;10954;22559;7837
04.01.2018 10:00; 04.01.2018 10:15;1023;423;901;10816;21975;7188
04.01.2018 10:15; 04.01.2018 10:30;1198;495;864;10645;21447;7024
04.01.2018 10:30; 04.01.2018 10:45;1365;566;830;10387;20909;6866
04.01.2018 10:45; 04.01.2018 11:00;1504;625;793;10110;20345;6707
04.01.2018 11:00; 04.01.2018 11:15;1620;679;764;9887;19806;6566
04.01.2018 11:15; 04.01.2018 11:30;1710;720;742;9697;19313;6429
04.01.2018 11:30; 04.01.2018 11:45;1772;745;720;9529;18823;6297
04.01.2018 11:45; 04.01.2018 12:00;1819;760;695;9346;18337;6162
04.01.2018 12:00; 04.01.2018 12:15;1831;759;675;9168;17844;6037
04.01.2018 12:15; 04.01.2018 12:30;1809;735;656;8929;17302;5921
04.01.2018 12:30; 04.01.2018 12:45;1768;700;640;8726;16755;5804
04.01.2018 12:45; 04.01.2018 13:00;1712;660;626;8514;16277;5687
04.01.2018 13:00; 04.01.2018 13:15;1637;619;608;8247;15770;5517
04.01.2018 13:15; 04.01.2018 13:30;1544;575;590;8006;15462;5313
04.01.2018 13:30; 04.01.2018 13:45;1425;526;573;7803;15116;5111
04.01.2018 13:45; 04.01.2018 14:00;1293;470;553;7578;14793;4910
04.01.2018 14:00; 04.01.2018 14:15;1146;413;539;7342;14511;4749
04.01.2018 14:15; 04.01.2018 14:30;993;356;529;6983;14210;4636
04.01.2018 14:30; 04.01.2018 14:45;828;298;514;6639;13910;4516
04.01.2018 14:45; 04.01.2018 15:00;666;239;503;6326;13588;4395
04.01.2018 15:00; 04.01.2018 15:15;512;182;490;6040;13332;4297
04.01.2018 15:15; 04.01.2018 15:30;370;131;495;5719;13148;4255
04.01.2018 15:30; 04.01.2018 15:45;245;87;491;5530;12968;4202
04.01.2018 15:45; 04.01.2018 16:00;139;49;494;5375;12839;4143
04.01.2018 16:00; 04.01.2018 16:15;72;23;499;5268;12812;4110
04.01.2018 16:15; 04.01.2018 16:30;37;9;485;5175;12883;4205
