Begin;End;Solar Day Ahead;Solar Intraday ;Offshore Day Ahead;Offshore Intraday ;Onshore Day Ahead;Onshore Intraday 
25.07.2018 16:30; 25.07.2018 16:45;17323;17321;508;404;3748;3512
25.07.2018 16:45; 25.07.2018 17:00;16198;16193;536;430;3940;3707
25.07.2018 17:00; 25.07.2018 17:15;15005;14990;567;459;4077;3874
25.07.2018 17:15; 25.07.2018 17:30;13732;13706;569;478;4192;3996
25.07.2018 17:30; 25.07.2018 17:45;12411;12377;575;492;4309;4131
25.07.2018 17:45; 25.07.2018 18:00;11065;11034;577;509;4428;4265
25.07.2018 18:00; 25.07.2018 18:15;9703;9674;582;525;4548;4363
25.07.2018 18:15; 25.07.2018 18:30;8347;8366;583;542;4654;4427
25.07.2018 18:30; 25.07.2018 18:45;6996;7064;584;564;4763;4490
25.07.2018 18:45; 25.07.2018 19:00;5702;5770;585;584;4878;4556
25.07.2018 19:00; 25.07.2018 19:15;4490;4561;594;601;4958;4635
25.07.2018 19:15; 25.07.2018 19:30;3447;3498;602;618;5012;4677
25.07.2018 19:30; 25.07.2018 19:45;2577;2612;611;638;5069;4720
25.07.2018 19:45; 25.07.2018 20:00;1902;1915;621;653;5145;4792
25.07.2018 20:00; 25.07.2018 20:15;1346;1340;627;672;5255;4880
25.07.2018 20:15; 25.07.2018 20:30;885;864;631;693;5345;4970
25.07.2018 20:30; 25.07.2018 20:45;534;506;638;714;5439;5063
25.07.2018 20:45; 25.07.2018 21:00;240;222;646;732;5510;5140
25.07.2018 21:00; 25.07.2018 21:15;78;64;652;753;5585;5150
25.07.2018 21:15; 25.07.2018 21:30;19;19;662;758;5641;5211
25.07.2018 21:30; 25.07.2018 21:45;7;7;674;766;5697;5274
25.07.2018 21:45; 25.07.2018 22:00;1;1;688;773;5771;5352
25.07.2018 22:00; 25.07.2018 22:15;0;0;697;777;5835;5418
25.07.2018 22:15; 25.07.2018 22:30;0;0;708;784;5874;5449
25.07.2018 22:30; 25.07.2018 22:45;0;0;719;794;5914;5478
25.07.2018 22:45; 25.07.2018 23:00;0;0;727;802;5984;5535
25.07.2018 23:00; 25.07.2018 23:15;0;0;735;812;6031;5578
25.07.2018 23:15; 25.07.2018 23:30;0;0;738;819;5905;5487
25.07.2018 23:30; 25.07.2018 23:45;0;0;748;824;5768;5390
25.07.2018 23:45; 26.07.2018 00:00;0;0;756;836;5616;5268
26.07.2018 00:00; 26.07.2018 00:15;0;0;943;605;5306;5258
26.07.2018 00:15; 26.07.2018 00:30;0;0;954;614;5212;5249
26.07.2018 00:30; 26.07.2018 00:45;0;0;971;640;5118;5163
26.07.2018 00:45; 26.07.2018 01:00;0;0;984;680;5018;5132
26.07.2018 01:00; 26.07.2018 01:15;0;0;1000;706;4910;5112
26.07.2018 01:15; 26.07.2018 01:30;0;0;1003;713;4842;5053
26.07.2018 01:30; 26.07.2018 01:45;0;0;1012;737;4762;4969
26.07.2018 01:45; 26.07.2018 02:00;0;0;1019;722;4686;4891
26.07.2018 02:00; 26.07.2018 02:15;0;0;1019;735;4637;4874
26.07.2018 02:15; 26.07.2018 02:30;0;0;1018;736;4573;4895
26.07.2018 02:30; 26.07.2018 02:45;0;0;1018;779;4510;4880
26.07.2018 02:45; 26.07.2018 03:00;0;0;1018;791;4439;4817
26.07.2018 03:00; 26.07.2018 03:15;0;0;1013;796;4304;4725
26.07.2018 03:15; 26.07.2018 03:30;0;0;1006;758;4244;4650
26.07.2018 03:30; 26.07.2018 03:45;0;0;1004;740;4181;4612
26.07.2018 03:45; 26.07.2018 04:00;0;0;997;743;4129;4621
26.07.2018 04:00; 26.07.2018 04:15;0;0;991;750;4074;4624
26.07.2018 04:15; 26.07.2018 04:30;0;0;987;731;4045;4627
26.07.2018 04:30; 26.07.2018 04:45;0;0;987;743;4018;4553
26.07.2018 04:45; 26.07.2018 05:00;0;0;986;760;3973;4465
26.07.2018 05:00; 26.07.2018 05:15;9;9;985;756;3918;4362
26.07.2018 05:15; 26.07.2018 05:30;30;22;986;707;3861;4292
26.07.2018 05:30; 26.07.2018 05:45;100;69;987;718;3799;4308
26.07.2018 05:45; 26.07.2018 06:00;218;180;988;729;3727;4255
26.07.2018 06:00; 26.07.2018 06:15;440;417;994;743;3645;4246
26.07.2018 06:15; 26.07.2018 06:30;789;785;996;762;3541;4240
26.07.2018 06:30; 26.07.2018 06:45;1280;1264;1000;785;3434;4142
26.07.2018 06:45; 26.07.2018 07:00;1985;1947;1003;796;3329;3879
26.07.2018 07:00; 26.07.2018 07:15;2949;2900;925;746;3279;3701
26.07.2018 07:15; 26.07.2018 07:30;4082;4016;936;756;3096;3441
26.07.2018 07:30; 26.07.2018 07:45;5361;5296;949;758;2911;3186
26.07.2018 07:45; 26.07.2018 08:00;6745;6672;960;770;2750;3011
26.07.2018 08:00; 26.07.2018 08:15;8269;8201;969;781;2598;2834
26.07.2018 08:15; 26.07.2018 08:30;9881;9818;976;796;2472;2721
26.07.2018 08:30; 26.07.2018 08:45;11516;11449;981;811;2352;2614
26.07.2018 08:45; 26.07.2018 09:00;13139;13067;991;824;2230;2535
26.07.2018 09:00; 26.07.2018 09:15;14728;14659;1056;886;2101;2493
26.07.2018 09:15; 26.07.2018 09:30;16244;16185;1064;896;2114;2464
26.07.2018 09:30; 26.07.2018 09:45;17684;17639;1070;913;2132;2428
26.07.2018 09:45; 26.07.2018 10:00;19049;18995;1078;921;2152;2429
26.07.2018 10:00; 26.07.2018 10:15;20282;20231;1084;935;2188;2435
26.07.2018 10:15; 26.07.2018 10:30;21415;21338;1088;938;2265;2478
26.07.2018 10:30; 26.07.2018 10:45;22468;22359;1094;945;2343;2539
26.07.2018 10:45; 26.07.2018 11:00;23442;23332;1097;954;2426;2606
26.07.2018 11:00; 26.07.2018 11:15;24290;24184;1103;959;2517;2666
26.07.2018 11:15; 26.07.2018 11:30;25017;24915;1102;959;2648;2833
26.07.2018 11:30; 26.07.2018 11:45;25653;25561;1102;959;2781;3015
26.07.2018 11:45; 26.07.2018 12:00;26196;26139;1100;963;2914;3170
26.07.2018 12:00; 26.07.2018 12:15;26629;26596;1102;961;3028;3325
26.07.2018 12:15; 26.07.2018 12:30;26956;26928;1093;965;3132;3413
26.07.2018 12:30; 26.07.2018 12:45;27189;27183;1090;964;3230;3500
26.07.2018 12:45; 26.07.2018 13:00;27341;27355;1089;970;3322;3616
26.07.2018 13:00; 26.07.2018 13:15;27356;27395;1089;970;3411;3738
26.07.2018 13:15; 26.07.2018 13:30;27272;27325;1093;986;3501;3870
26.07.2018 13:30; 26.07.2018 13:45;27107;27175;1096;1000;3597;3973
26.07.2018 13:45; 26.07.2018 14:00;26876;26956;1104;1015;3689;4118
26.07.2018 14:00; 26.07.2018 14:15;26527;26627;1108;930;3785;3940
26.07.2018 14:15; 26.07.2018 14:30;26087;26177;1127;947;3875;4063
26.07.2018 14:30; 26.07.2018 14:45;25587;25670;1143;966;3972;4189
26.07.2018 14:45; 26.07.2018 15:00;25005;25080;1165;983;4066;4322
26.07.2018 15:00; 26.07.2018 15:15;24324;24396;1190;1006;4174;4459
26.07.2018 15:15; 26.07.2018 15:30;23552;23627;1220;1045;4310;4590
26.07.2018 15:30; 26.07.2018 15:45;22716;22797;1253;1085;4447;4716
26.07.2018 15:45; 26.07.2018 16:00;21824;21915;1280;1126;4595;4841
26.07.2018 16:00; 26.07.2018 16:15;20846;20938;1323;1171;4746;4976
26.07.2018 16:15; 26.07.2018 16:30;19775;19833;1368;1212;4921;5132
26.07.2018 16:30; 26.07.2018 16:45;18638;18684;1414;1253;5100;5291
26.07.2018 16:45; 26.07.2018 17:00;17440;17475;1462;1294;5274;5448
26.07.2018 17:00; 26.07.2018 17:15;16156;16178;1529;1359;5471;5622
26.07.2018 17:15; 26.07.2018 17:30;14771;14783;1604;1425;5673;5775
26.07.2018 17:30; 26.07.2018 17:45;13329;13334;1685;1485;5871;5932
26.07.2018 17:45; 26.07.2018 18:00;11846;11850;1766;1544;6064;6086
26.07.2018 18:00; 26.07.2018 18:15;10347;10347;1862;1617;6252;6253
26.07.2018 18:15; 26.07.2018 18:30;8870;8878;1972;1713;6431;6440
26.07.2018 18:30; 26.07.2018 18:45;7396;7418;2078;1804;6619;6637
26.07.2018 18:45; 26.07.2018 19:00;5979;6018;2185;1897;6806;6830
26.07.2018 19:00; 26.07.2018 19:15;4662;4718;2197;1904;7074;7084
26.07.2018 19:15; 26.07.2018 19:30;3540;3605;2287;1982;7240;7223
26.07.2018 19:30; 26.07.2018 19:45;2626;2686;2370;2063;7414;7367
26.07.2018 19:45; 26.07.2018 20:00;1923;1959;2442;2132;7604;7524
26.07.2018 20:00; 26.07.2018 20:15;1366;1378;2522;2220;7832;7748
26.07.2018 20:15; 26.07.2018 20:30;897;889;2597;2341;8160;8077
26.07.2018 20:30; 26.07.2018 20:45;538;519;2667;2466;8501;8409
26.07.2018 20:45; 26.07.2018 21:00;237;223;2744;2586;8827;8738
26.07.2018 21:00; 26.07.2018 21:15;74;61;2817;2699;9109;8909
26.07.2018 21:15; 26.07.2018 21:30;19;19;2869;2786;9377;9210
26.07.2018 21:30; 26.07.2018 21:45;8;7;2921;2868;9647;9521
26.07.2018 21:45; 26.07.2018 22:00;1;1;2971;2955;9925;9841
26.07.2018 22:00; 26.07.2018 22:15;0;0;3020;3033;10123;10091
26.07.2018 22:15; 26.07.2018 22:30;0;0;3065;3078;10257;10245
26.07.2018 22:30; 26.07.2018 22:45;0;0;3112;3124;10378;10381
26.07.2018 22:45; 26.07.2018 23:00;0;0;3156;3174;10480;10502
26.07.2018 23:00; 26.07.2018 23:15;0;0;3186;3206;10555;10595
26.07.2018 23:15; 26.07.2018 23:30;0;0;3182;3195;10541;10505
26.07.2018 23:30; 26.07.2018 23:45;0;0;3179;3190;10524;10406
26.07.2018 23:45; 27.07.2018 00:00;0;0;3180;3185;10505;10313
27.07.2018 00:00; 27.07.2018 00:15;0;0;3246;3325;9897;11199
27.07.2018 00:15; 27.07.2018 00:30;0;0;3241;3296;9735;11118
27.07.2018 00:30; 27.07.2018 00:45;0;0;3231;3254;9578;10961
27.07.2018 00:45; 27.07.2018 01:00;0;0;3222;3242;9452;10810
27.07.2018 01:00; 27.07.2018 01:15;0;0;3210;3253;9298;10596
27.07.2018 01:15; 27.07.2018 01:30;0;0;3190;3225;9150;10332
27.07.2018 01:30; 27.07.2018 01:45;0;0;3169;3207;9004;10156
27.07.2018 01:45; 27.07.2018 02:00;0;0;3148;3214;8860;10037
27.07.2018 02:00; 27.07.2018 02:15;0;0;3122;3253;8757;9896
27.07.2018 02:15; 27.07.2018 02:30;0;0;3095;3242;8601;9568
27.07.2018 02:30; 27.07.2018 02:45;0;0;3064;3237;8451;9293
27.07.2018 02:45; 27.07.2018 03:00;0;0;3034;3192;8321;8975
27.07.2018 03:00; 27.07.2018 03:15;0;0;3007;3166;8047;8693
27.07.2018 03:15; 27.07.2018 03:30;0;0;2979;3132;7886;8529
27.07.2018 03:30; 27.07.2018 03:45;0;0;2954;3090;7725;8429
27.07.2018 03:45; 27.07.2018 04:00;0;0;2925;3063;7558;8253
27.07.2018 04:00; 27.07.2018 04:15;0;0;2898;3023;7378;8069
27.07.2018 04:15; 27.07.2018 04:30;0;0;2876;2984;7215;7946
27.07.2018 04:30; 27.07.2018 04:45;0;0;2863;2942;7042;7836
27.07.2018 04:45; 27.07.2018 05:00;0;0;2845;2923;6880;7658
27.07.2018 05:00; 27.07.2018 05:15;8;8;2824;2910;6715;7496
27.07.2018 05:15; 27.07.2018 05:30;27;19;2810;2840;6535;7418
27.07.2018 05:30; 27.07.2018 05:45;90;59;2798;2812;6354;7303
27.07.2018 05:45; 27.07.2018 06:00;203;154;2785;2798;6135;7072
27.07.2018 06:00; 27.07.2018 06:15;426;369;2727;2760;5965;6865
27.07.2018 06:15; 27.07.2018 06:30;803;721;2707;2757;5706;6548
27.07.2018 06:30; 27.07.2018 06:45;1290;1183;2680;2761;5453;6168
27.07.2018 06:45; 27.07.2018 07:00;1980;1839;2652;2771;5194;5683
27.07.2018 07:00; 27.07.2018 07:15;2929;2755;2629;2779;4915;5397
27.07.2018 07:15; 27.07.2018 07:30;4059;3834;2605;2765;4549;5157
27.07.2018 07:30; 27.07.2018 07:45;5332;5087;2570;2736;4195;4859
27.07.2018 07:45; 27.07.2018 08:00;6722;6444;2544;2734;3823;4484
27.07.2018 08:00; 27.07.2018 08:15;8261;7915;2504;2712;3531;4109
27.07.2018 08:15; 27.07.2018 08:30;9862;9545;2476;2689;3274;3799
27.07.2018 08:30; 27.07.2018 08:45;11481;11164;2450;2664;3004;3516
27.07.2018 08:45; 27.07.2018 09:00;13089;12766;2421;2640;2801;3421
27.07.2018 09:00; 27.07.2018 09:15;14676;14355;2392;2613;2640;3321
27.07.2018 09:15; 27.07.2018 09:30;16208;15879;2354;2586;2655;3312
27.07.2018 09:30; 27.07.2018 09:45;17651;17320;2319;2557;2672;3309
27.07.2018 09:45; 27.07.2018 10:00;18993;18651;2283;2526;2711;3417
27.07.2018 10:00; 27.07.2018 10:15;20226;19859;2250;2503;2769;3545
27.07.2018 10:15; 27.07.2018 10:30;21310;20959;2228;2481;2882;3700
27.07.2018 10:30; 27.07.2018 10:45;22312;21971;2197;2458;3009;3851
27.07.2018 10:45; 27.07.2018 11:00;23187;22882;2171;2440;3120;3954
27.07.2018 11:00; 27.07.2018 11:15;23933;23663;2142;2418;3243;4047
27.07.2018 11:15; 27.07.2018 11:30;24463;24286;2120;2402;3409;4200
27.07.2018 11:30; 27.07.2018 11:45;24895;24811;2095;2385;3577;4345
27.07.2018 11:45; 27.07.2018 12:00;25255;25199;2072;2373;3731;4458
27.07.2018 12:00; 27.07.2018 12:15;25504;25484;2054;2361;3865;4579
27.07.2018 12:15; 27.07.2018 12:30;25684;25665;2044;2345;3973;4677
27.07.2018 12:30; 27.07.2018 12:45;25785;25792;2026;2335;4090;4784
27.07.2018 12:45; 27.07.2018 13:00;25867;25855;2010;2320;4192;4918
27.07.2018 13:00; 27.07.2018 13:15;25804;25775;1996;2300;4286;5063
27.07.2018 13:15; 27.07.2018 13:30;25684;25656;1980;2303;4392;5071
27.07.2018 13:30; 27.07.2018 13:45;25500;25464;1965;2300;4497;5098
27.07.2018 13:45; 27.07.2018 14:00;25242;25198;1956;2299;4602;5133
27.07.2018 14:00; 27.07.2018 14:15;24890;24805;1950;2040;4707;4771
27.07.2018 14:15; 27.07.2018 14:30;24463;24325;1970;2078;4757;4779
27.07.2018 14:30; 27.07.2018 14:45;23972;23817;1995;2119;4802;4783
27.07.2018 14:45; 27.07.2018 15:00;23415;23241;2014;2151;4899;4837
27.07.2018 15:00; 27.07.2018 15:15;22768;22577;2043;2203;5005;4878
27.07.2018 15:15; 27.07.2018 15:30;22044;21839;2091;2254;5123;4958
27.07.2018 15:30; 27.07.2018 15:45;21263;21046;2140;2304;5243;5045
27.07.2018 15:45; 27.07.2018 16:00;20423;20207;2186;2360;5384;5141
27.07.2018 16:00; 27.07.2018 16:15;19493;19265;2253;2449;5515;5242
27.07.2018 16:15; 27.07.2018 16:30;18452;18232;2318;2516;5664;5402
27.07.2018 16:30; 27.07.2018 16:45;17349;17147;2383;2571;5815;5570
27.07.2018 16:45; 27.07.2018 17:00;16236;16029;2442;2628;5964;5723
27.07.2018 17:00; 27.07.2018 17:15;15049;14843;2546;2730;6127;5865
27.07.2018 17:15; 27.07.2018 17:30;13792;13597;2648;2819;6346;6110
27.07.2018 17:30; 27.07.2018 17:45;12488;12308;2736;2911;6577;6357
27.07.2018 17:45; 27.07.2018 18:00;11203;10997;2830;3006;6792;6582
27.07.2018 18:00; 27.07.2018 18:15;9879;9661;2933;3097;6994;6816
27.07.2018 18:15; 27.07.2018 18:30;8518;8367;3023;3194;7217;7065
27.07.2018 18:30; 27.07.2018 18:45;7154;7059;3111;3285;7445;7320
27.07.2018 18:45; 27.07.2018 19:00;5826;5761;3203;3378;7683;7581
27.07.2018 19:00; 27.07.2018 19:15;4590;4556;3281;3462;7956;7883
27.07.2018 19:15; 27.07.2018 19:30;3537;3523;3369;3544;8166;8156
27.07.2018 19:30; 27.07.2018 19:45;2660;2656;3453;3601;8393;8461
27.07.2018 19:45; 27.07.2018 20:00;1953;1940;3539;3671;8579;8715
27.07.2018 20:00; 27.07.2018 20:15;1360;1342;3598;3732;8808;8963
27.07.2018 20:15; 27.07.2018 20:30;868;843;3644;3770;9145;9258
27.07.2018 20:30; 27.07.2018 20:45;502;477;3693;3808;9502;9588
27.07.2018 20:45; 27.07.2018 21:00;209;193;3746;3849;9854;9915
27.07.2018 21:00; 27.07.2018 21:15;60;52;3787;3881;10190;10192
27.07.2018 21:15; 27.07.2018 21:30;16;16;3818;3899;10533;10490
27.07.2018 21:30; 27.07.2018 21:45;6;6;3845;3755;10909;10939
27.07.2018 21:45; 27.07.2018 22:00;1;1;3717;3766;11405;11234
27.07.2018 22:00; 27.07.2018 22:15;0;0;3732;3776;11694;11444
27.07.2018 22:15; 27.07.2018 22:30;0;0;3745;3778;11905;11589
27.07.2018 22:30; 27.07.2018 22:45;0;0;3756;3787;12119;11699
27.07.2018 22:45; 27.07.2018 23:00;0;0;3769;3792;12308;11775
27.07.2018 23:00; 27.07.2018 23:15;0;0;3778;3799;12438;11829
27.07.2018 23:15; 27.07.2018 23:30;0;0;3770;3796;12294;11713
27.07.2018 23:30; 27.07.2018 23:45;0;0;3764;3790;12145;11610
27.07.2018 23:45; 28.07.2018 00:00;0;0;3760;3785;11988;11511
28.07.2018 00:00; 28.07.2018 00:15;0;0;3809;3604;11859;11303
28.07.2018 00:15; 28.07.2018 00:30;0;0;3804;3543;11638;10865
28.07.2018 00:30; 28.07.2018 00:45;0;0;3797;3518;11428;10647
28.07.2018 00:45; 28.07.2018 01:00;0;0;3794;3529;11226;10250
28.07.2018 01:00; 28.07.2018 01:15;0;0;3788;3560;11014;10145
28.07.2018 01:15; 28.07.2018 01:30;0;0;3770;3461;10853;10094
28.07.2018 01:30; 28.07.2018 01:45;0;0;3754;3476;10688;10051
28.07.2018 01:45; 28.07.2018 02:00;0;0;3738;3503;10524;9930
28.07.2018 02:00; 28.07.2018 02:15;0;0;3722;3545;10375;9817
28.07.2018 02:15; 28.07.2018 02:30;0;0;3711;3542;10186;9823
28.07.2018 02:30; 28.07.2018 02:45;0;0;3700;3526;10002;9670
28.07.2018 02:45; 28.07.2018 03:00;0;0;3690;3559;9815;9457
28.07.2018 03:00; 28.07.2018 03:15;0;0;3680;3603;9520;9417
28.07.2018 03:15; 28.07.2018 03:30;0;0;3668;3531;9375;9343
28.07.2018 03:30; 28.07.2018 03:45;0;0;3657;3547;9226;9170
28.07.2018 03:45; 28.07.2018 04:00;0;0;3644;3580;9084;9030
28.07.2018 04:00; 28.07.2018 04:15;0;0;3633;3580;8964;8837
28.07.2018 04:15; 28.07.2018 04:30;0;0;3623;3527;8874;8789
28.07.2018 04:30; 28.07.2018 04:45;0;0;3616;3566;8780;8656
28.07.2018 04:45; 28.07.2018 05:00;0;0;3605;3546;8673;8500
28.07.2018 05:00; 28.07.2018 05:15;8;8;3599;3577;8555;8386
28.07.2018 05:15; 28.07.2018 05:30;23;19;3587;3511;8412;8374
28.07.2018 05:30; 28.07.2018 05:45;79;52;3572;3520;8271;8309
28.07.2018 05:45; 28.07.2018 06:00;182;148;3564;3534;8113;8172
28.07.2018 06:00; 28.07.2018 06:15;398;364;3505;3523;8009;8107
28.07.2018 06:15; 28.07.2018 06:30;745;722;3494;3457;7766;8111
28.07.2018 06:30; 28.07.2018 06:45;1219;1183;3485;3520;7519;7872
28.07.2018 06:45; 28.07.2018 07:00;1875;1830;3547;3541;7217;7337
28.07.2018 07:00; 28.07.2018 07:15;2763;2730;3537;3557;6984;7095
28.07.2018 07:15; 28.07.2018 07:30;3812;3756;3680;3515;6598;6997
28.07.2018 07:30; 28.07.2018 07:45;4989;4925;3652;3548;6359;6782
28.07.2018 07:45; 28.07.2018 08:00;6245;6162;3631;3570;6111;6540
28.07.2018 08:00; 28.07.2018 08:15;7627;7526;3582;3553;5902;6261
28.07.2018 08:15; 28.07.2018 08:30;9076;8977;3553;3538;5704;6035
28.07.2018 08:30; 28.07.2018 08:45;10542;10408;3527;3530;5503;5845
28.07.2018 08:45; 28.07.2018 09:00;11978;11849;3494;3519;5369;5743
28.07.2018 09:00; 28.07.2018 09:15;13393;13267;3467;3505;5254;5625
28.07.2018 09:15; 28.07.2018 09:30;14731;14594;3437;3486;5336;5775
28.07.2018 09:30; 28.07.2018 09:45;15980;15840;3405;3465;5424;5931
28.07.2018 09:45; 28.07.2018 10:00;17156;16991;3373;3444;5556;6319
28.07.2018 10:00; 28.07.2018 10:15;18200;18007;3335;3415;5699;6737
28.07.2018 10:15; 28.07.2018 10:30;19096;18856;3291;3342;5809;6951
28.07.2018 10:30; 28.07.2018 10:45;19912;19642;3251;3268;5932;7194
28.07.2018 10:45; 28.07.2018 11:00;20660;20347;3205;3192;6046;7395
28.07.2018 11:00; 28.07.2018 11:15;21288;20929;3138;3099;6122;7594
28.07.2018 11:15; 28.07.2018 11:30;21796;21387;3041;2965;6259;7815
28.07.2018 11:30; 28.07.2018 11:45;22229;21767;2878;2835;6463;8072
28.07.2018 11:45; 28.07.2018 12:00;22570;22109;2769;2700;6623;8346
28.07.2018 12:00; 28.07.2018 12:15;22810;22357;2686;2600;6836;8597
28.07.2018 12:15; 28.07.2018 12:30;22953;22530;2612;2593;7094;8771
28.07.2018 12:30; 28.07.2018 12:45;23025;22625;2547;2590;7342;8905
28.07.2018 12:45; 28.07.2018 13:00;23021;22636;2476;2585;7573;9047
28.07.2018 13:00; 28.07.2018 13:15;22880;22506;2415;2589;7768;9138
28.07.2018 13:15; 28.07.2018 13:30;22649;22302;2412;2624;7894;9189
28.07.2018 13:30; 28.07.2018 13:45;22346;22041;2411;2656;8024;9243
28.07.2018 13:45; 28.07.2018 14:00;21984;21722;2405;2685;8131;9243
28.07.2018 14:00; 28.07.2018 14:15;21534;21300;2376;2567;8153;9733
28.07.2018 14:15; 28.07.2018 14:30;20989;20760;2297;2531;8040;9712
28.07.2018 14:30; 28.07.2018 14:45;20385;20180;2227;2511;7922;9679
28.07.2018 14:45; 28.07.2018 15:00;19714;19532;2130;2476;7836;9666
28.07.2018 15:00; 28.07.2018 15:15;18975;18821;2050;2447;7840;9660
28.07.2018 15:15; 28.07.2018 15:30;18161;18057;2038;2455;7943;9664
28.07.2018 15:30; 28.07.2018 15:45;17293;17240;2031;2455;8048;9694
28.07.2018 15:45; 28.07.2018 16:00;16411;16397;2025;2456;8180;9784
28.07.2018 16:00; 28.07.2018 16:15;15462;15470;2070;2503;8397;9916
28.07.2018 16:15; 28.07.2018 16:30;14470;14477;2088;2525;8744;10104
28.07.2018 16:30; 28.07.2018 16:45;13418;13440;2109;2537;9088;10300
28.07.2018 16:45; 28.07.2018 17:00;12371;12399;2124;2551;9434;10483
28.07.2018 17:00; 28.07.2018 17:15;11294;11323;2154;2570;9642;10588
28.07.2018 17:15; 28.07.2018 17:30;10201;10236;2202;2604;9539;10437
28.07.2018 17:30; 28.07.2018 17:45;9111;9159;2251;2639;9426;10281
28.07.2018 17:45; 28.07.2018 18:00;8045;8105;2303;2677;9320;10142
28.07.2018 18:00; 28.07.2018 18:15;6992;7061;2361;2712;9208;9996
28.07.2018 18:15; 28.07.2018 18:30;5992;6081;2426;2723;9143;9934
28.07.2018 18:30; 28.07.2018 18:45;5033;5128;2496;2732;9078;9854
28.07.2018 18:45; 28.07.2018 19:00;4132;4233;2566;2749;9030;9769
28.07.2018 19:00; 28.07.2018 19:15;3282;3383;2641;2759;8963;9687
28.07.2018 19:15; 28.07.2018 19:30;2559;2651;2721;2787;8927;9405
28.07.2018 19:30; 28.07.2018 19:45;1941;2025;2789;2809;8895;9145
28.07.2018 19:45; 28.07.2018 20:00;1449;1505;2861;2837;8828;8835
28.07.2018 20:00; 28.07.2018 20:15;1022;1048;2919;2853;8795;8616
28.07.2018 20:15; 28.07.2018 20:30;656;663;2892;2806;8807;8529
28.07.2018 20:30; 28.07.2018 20:45;368;365;2855;2758;8828;8455
28.07.2018 20:45; 28.07.2018 21:00;143;136;2831;2712;8799;8357
28.07.2018 21:00; 28.07.2018 21:15;36;30;2802;2664;8730;8206
28.07.2018 21:15; 28.07.2018 21:30;7;8;2785;2626;8675;8097
28.07.2018 21:30; 28.07.2018 21:45;3;3;2773;2583;8625;7999
28.07.2018 21:45; 28.07.2018 22:00;1;1;2762;2548;8820;8127
28.07.2018 22:00; 28.07.2018 22:15;0;0;2749;2529;9030;8210
28.07.2018 22:15; 28.07.2018 22:30;0;0;2734;2527;9164;8249
28.07.2018 22:30; 28.07.2018 22:45;0;0;2716;2518;9304;8302
28.07.2018 22:45; 28.07.2018 23:00;0;0;2701;2512;9201;8121
28.07.2018 23:00; 28.07.2018 23:15;0;0;2682;2500;9075;7935
28.07.2018 23:15; 28.07.2018 23:30;0;0;2641;2478;8928;7706
28.07.2018 23:30; 28.07.2018 23:45;0;0;2599;2456;8780;7472
28.07.2018 23:45; 29.07.2018 00:00;0;0;2554;2435;8612;7229
29.07.2018 00:00; 29.07.2018 00:15;0;0;2144;1964;6896;6243
29.07.2018 00:15; 29.07.2018 00:30;0;0;2135;1876;6781;6084
29.07.2018 00:30; 29.07.2018 00:45;0;0;2129;1890;6681;6112
29.07.2018 00:45; 29.07.2018 01:00;0;0;2119;1882;6580;6168
29.07.2018 01:00; 29.07.2018 01:15;0;0;2115;1936;6468;6059
29.07.2018 01:15; 29.07.2018 01:30;0;0;2109;1950;6421;5976
29.07.2018 01:30; 29.07.2018 01:45;0;0;2100;1938;6369;5862
29.07.2018 01:45; 29.07.2018 02:00;0;0;2093;1928;6323;5821
29.07.2018 02:00; 29.07.2018 02:15;0;0;2085;1860;6318;5784
29.07.2018 02:15; 29.07.2018 02:30;0;0;2091;1849;6225;5653
29.07.2018 02:30; 29.07.2018 02:45;0;0;2104;1824;6133;5534
29.07.2018 02:45; 29.07.2018 03:00;0;0;2113;1824;5989;5514
29.07.2018 03:00; 29.07.2018 03:15;0;0;2121;1834;5837;5531
29.07.2018 03:15; 29.07.2018 03:30;0;0;2134;1859;5826;5582
29.07.2018 03:30; 29.07.2018 03:45;0;0;2149;1867;5818;5572
29.07.2018 03:45; 29.07.2018 04:00;0;0;2158;1906;5790;5490
29.07.2018 04:00; 29.07.2018 04:15;0;0;2163;1923;5757;5427
29.07.2018 04:15; 29.07.2018 04:30;0;0;2175;1910;5809;5495
29.07.2018 04:30; 29.07.2018 04:45;0;0;2184;1932;5871;5595
29.07.2018 04:45; 29.07.2018 05:00;0;0;2194;1955;5893;5623
29.07.2018 05:00; 29.07.2018 05:15;7;7;2203;1950;5918;5681
29.07.2018 05:15; 29.07.2018 05:30;18;15;2197;1891;5993;5855
29.07.2018 05:30; 29.07.2018 05:45;58;31;2187;1921;6065;5988
29.07.2018 05:45; 29.07.2018 06:00;161;93;2180;1982;6089;6032
29.07.2018 06:00; 29.07.2018 06:15;341;276;2170;2028;6094;6083
29.07.2018 06:15; 29.07.2018 06:30;655;594;2173;2059;5973;6104
29.07.2018 06:30; 29.07.2018 06:45;1107;1019;2176;2044;5848;6117
29.07.2018 06:45; 29.07.2018 07:00;1729;1615;2176;2037;5736;5891
29.07.2018 07:00; 29.07.2018 07:15;2555;2388;2169;2002;5590;5742
29.07.2018 07:15; 29.07.2018 07:30;3527;3278;2146;1915;5324;5630
29.07.2018 07:30; 29.07.2018 07:45;4619;4355;2126;1907;5078;5442
29.07.2018 07:45; 29.07.2018 08:00;5797;5503;2109;1885;4668;5089
29.07.2018 08:00; 29.07.2018 08:15;7090;6795;2072;1851;4300;4733
