begin;end;Brown_coal/Lignite;Gas;Hard_coal;Geothermal;Solar;Wind_Offshore;Wind_Onshore
01.10.2018 00:00; 01.10.2018 00:15;15574;3377;7940;3;0;1442;4232
01.10.2018 00:15; 01.10.2018 00:30;15588;3390;7868;3;0;1469;4265
01.10.2018 00:30; 01.10.2018 00:45;15554;3395;8031;3;0;1584;4280
01.10.2018 00:45; 01.10.2018 01:00;15465;3366;7945;3;0;2007;4191
01.10.2018 01:00; 01.10.2018 01:15;15588;3229;7924;3;0;2116;4058
01.10.2018 01:15; 01.10.2018 01:30;15600;3239;7902;3;0;2043;4041
01.10.2018 01:30; 01.10.2018 01:45;15624;3265;7692;3;0;2067;3903
01.10.2018 01:45; 01.10.2018 02:00;15611;3264;7529;3;0;2110;3833
01.10.2018 02:00; 01.10.2018 02:15;15682;3325;7282;3;0;1962;3828
01.10.2018 02:15; 01.10.2018 02:30;15687;3332;7422;3;0;2146;3869
01.10.2018 02:30; 01.10.2018 02:45;15675;3342;7712;3;0;2181;3866
01.10.2018 02:45; 01.10.2018 03:00;15699;3315;7811;3;0;2288;3943
01.10.2018 03:00; 01.10.2018 03:15;15748;3154;7889;3;0;2230;3957
01.10.2018 03:15; 01.10.2018 03:30;15744;3164;7913;3;0;1958;4063
01.10.2018 03:30; 01.10.2018 03:45;15763;3176;7940;3;0;2159;4187
01.10.2018 03:45; 01.10.2018 04:00;15757;3191;7954;3;0;2457;4358
01.10.2018 04:00; 01.10.2018 04:15;15830;3318;7864;3;0;2698;4453
01.10.2018 04:15; 01.10.2018 04:30;15814;3340;7971;3;0;2509;4518
01.10.2018 04:30; 01.10.2018 04:45;15814;3390;8327;3;0;2560;4635
01.10.2018 04:45; 01.10.2018 05:00;15799;3401;8725;3;0;2480;4722
01.10.2018 05:00; 01.10.2018 05:15;15771;3529;9451;3;0;2485;4913
01.10.2018 05:15; 01.10.2018 05:30;15780;3550;9986;3;0;2567;5129
01.10.2018 05:30; 01.10.2018 05:45;15810;3694;10486;3;0;2796;5308
01.10.2018 05:45; 01.10.2018 06:00;15849;3813;11106;3;0;2763;5460
01.10.2018 06:00; 01.10.2018 06:15;15690;4549;11845;3;0;3320;5734
01.10.2018 06:15; 01.10.2018 06:30;15689;4631;12363;3;0;3361;5938
01.10.2018 06:30; 01.10.2018 06:45;15770;4727;12463;3;0;3495;6089
01.10.2018 06:45; 01.10.2018 07:00;15795;4971;12906;3;0;3870;6165
01.10.2018 07:00; 01.10.2018 07:15;15783;5489;13636;3;7;3841;6406
01.10.2018 07:15; 01.10.2018 07:30;15883;5574;13833;3;59;3610;6727
01.10.2018 07:30; 01.10.2018 07:45;15887;5588;14090;3;227;3660;6894
01.10.2018 07:45; 01.10.2018 08:00;15864;5591;14128;3;540;3836;6989
01.10.2018 08:00; 01.10.2018 08:15;15810;5583;14027;3;1020;3807;7010
01.10.2018 08:15; 01.10.2018 08:30;15805;5611;14075;3;1627;3994;6900
01.10.2018 08:30; 01.10.2018 08:45;15763;5624;14076;3;2349;4177;6484
01.10.2018 08:45; 01.10.2018 09:00;15753;5625;14094;3;3035;4121;6326
01.10.2018 09:00; 01.10.2018 09:15;15818;5609;14180;3;3830;4178;6282
01.10.2018 09:15; 01.10.2018 09:30;15828;5601;14000;3;4753;4336;5945
01.10.2018 09:30; 01.10.2018 09:45;15925;5601;13784;3;5546;4313;5701
01.10.2018 09:45; 01.10.2018 10:00;15983;5490;13554;3;6398;4300;5747
01.10.2018 10:00; 01.10.2018 10:15;16042;5428;13438;3;7164;4274;5733
01.10.2018 10:15; 01.10.2018 10:30;16072;5452;13494;3;7990;4290;6032
01.10.2018 10:30; 01.10.2018 10:45;16127;5457;13413;3;8836;4319;6565
01.10.2018 10:45; 01.10.2018 11:00;16111;5469;13333;3;9385;4228;7239
01.10.2018 11:00; 01.10.2018 11:15;16068;5272;12938;3;9657;4250;7941
01.10.2018 11:15; 01.10.2018 11:30;16074;5209;12640;3;10063;4286;8429
01.10.2018 11:30; 01.10.2018 11:45;15973;5100;12163;3;10455;4280;8927
01.10.2018 11:45; 01.10.2018 12:00;15895;5042;11518;3;10659;4292;9346
01.10.2018 12:00; 01.10.2018 12:15;15531;4670;10643;3;10969;4343;9831
01.10.2018 12:15; 01.10.2018 12:30;15265;4686;10286;3;11080;4345;10358
01.10.2018 12:30; 01.10.2018 12:45;15342;4682;9983;3;11100;4420;10750
01.10.2018 12:45; 01.10.2018 13:00;15301;4716;9767;3;11173;4425;10946
01.10.2018 13:00; 01.10.2018 13:15;15264;4366;9620;3;11067;4320;11511
01.10.2018 13:15; 01.10.2018 13:30;15213;4363;9674;3;11268;4297;11736
01.10.2018 13:30; 01.10.2018 13:45;15232;4434;9586;3;11322;4340;12151
01.10.2018 13:45; 01.10.2018 14:00;15172;4501;9533;3;11365;4260;12853
01.10.2018 14:00; 01.10.2018 14:15;14954;4614;9464;3;11101;4361;13253
01.10.2018 14:15; 01.10.2018 14:30;14960;4687;9428;3;10514;4459;13972
01.10.2018 14:30; 01.10.2018 14:45;14926;4738;9365;3;10623;4495;14658
01.10.2018 14:45; 01.10.2018 15:00;14903;4804;9242;3;10293;4414;15218
01.10.2018 15:00; 01.10.2018 15:15;14842;4831;8822;3;9658;4445;15308
01.10.2018 15:15; 01.10.2018 15:30;14780;4889;8738;3;8720;4482;15377
01.10.2018 15:30; 01.10.2018 15:45;14768;4894;8683;3;8210;4517;15652
01.10.2018 15:45; 01.10.2018 16:00;14764;4888;8669;3;7549;4491;15653
01.10.2018 16:00; 01.10.2018 16:15;14802;4927;8581;3;6878;4308;15871
01.10.2018 16:15; 01.10.2018 16:30;14719;4956;8626;3;6186;4084;16233
01.10.2018 16:30; 01.10.2018 16:45;14689;4958;8776;3;5354;4231;16283
01.10.2018 16:45; 01.10.2018 17:00;14725;4992;9135;3;4763;4494;16336
01.10.2018 17:00; 01.10.2018 17:15;15174;5200;9266;3;3994;4531;16540
01.10.2018 17:15; 01.10.2018 17:30;15375;5201;9560;3;3216;4544;15336
01.10.2018 17:30; 01.10.2018 17:45;15443;5390;10064;3;2380;4569;15049
01.10.2018 17:45; 01.10.2018 18:00;15483;5450;10476;3;1748;4549;14475
01.10.2018 18:00; 01.10.2018 18:15;15740;5544;10631;3;1104;4590;13897
01.10.2018 18:15; 01.10.2018 18:30;15922;5475;10779;3;658;4553;13585
01.10.2018 18:30; 01.10.2018 18:45;15907;5498;10874;3;260;4556;13566
01.10.2018 18:45; 01.10.2018 19:00;15875;5499;11077;3;72;4478;13431
01.10.2018 19:00; 01.10.2018 19:15;15839;5425;11322;3;4;4308;13482
01.10.2018 19:15; 01.10.2018 19:30;15892;5318;11431;3;0;4456;13483
01.10.2018 19:30; 01.10.2018 19:45;15857;5328;11407;3;0;4498;13552
01.10.2018 19:45; 01.10.2018 20:00;15827;5333;11393;3;0;4401;13821
01.10.2018 20:00; 01.10.2018 20:15;15876;5346;11298;3;0;4124;14056
01.10.2018 20:15; 01.10.2018 20:30;15817;5361;11225;3;0;4233;14503
01.10.2018 20:30; 01.10.2018 20:45;15878;5366;10963;3;0;4267;14569
01.10.2018 20:45; 01.10.2018 21:00;15756;5421;10651;3;0;4195;14470
01.10.2018 21:00; 01.10.2018 21:15;15847;5232;10112;3;0;4230;14677
01.10.2018 21:15; 01.10.2018 21:30;15838;5249;9834;3;0;4227;14447
01.10.2018 21:30; 01.10.2018 21:45;15798;5232;9403;3;0;4103;14382
01.10.2018 21:45; 01.10.2018 22:00;15777;5195;8946;3;0;3629;14317
01.10.2018 22:00; 01.10.2018 22:15;15720;4722;8630;3;0;3639;13988
01.10.2018 22:15; 01.10.2018 22:30;15651;4638;8473;3;0;3603;14197
01.10.2018 22:30; 01.10.2018 22:45;15651;4521;8138;3;0;3621;14346
01.10.2018 22:45; 01.10.2018 23:00;15681;4304;7558;3;0;3268;14320
01.10.2018 23:00; 01.10.2018 23:15;15585;3931;6846;3;0;3399;14290
01.10.2018 23:15; 01.10.2018 23:30;15417;3874;6350;3;0;3295;14168
01.10.2018 23:30; 01.10.2018 23:45;15421;3851;6076;3;0;3177;14089
01.10.2018 23:45; 02.10.2018 00:00;15425;3600;6046;3;0;3044;13932
02.10.2018 00:00; 02.10.2018 00:15;15378;3089;6619;3;0;2912;13775
02.10.2018 00:15; 02.10.2018 00:30;15397;3092;6499;3;0;3111;13810
02.10.2018 00:30; 02.10.2018 00:45;15459;3103;6324;3;0;2839;13684
02.10.2018 00:45; 02.10.2018 01:00;15416;3067;6149;3;0;2713;13562
02.10.2018 01:00; 02.10.2018 01:15;15287;3069;5976;3;0;2846;13223
02.10.2018 01:15; 02.10.2018 01:30;15193;3059;5892;3;0;2913;13197
02.10.2018 01:30; 02.10.2018 01:45;15220;3088;5694;3;0;2681;12999
02.10.2018 01:45; 02.10.2018 02:00;15203;3050;5667;3;0;2890;12829
02.10.2018 02:00; 02.10.2018 02:15;15247;3056;5834;3;0;2736;12703
02.10.2018 02:15; 02.10.2018 02:30;15232;3054;6078;3;0;2906;12801
02.10.2018 02:30; 02.10.2018 02:45;15242;3060;6248;3;0;2630;13012
02.10.2018 02:45; 02.10.2018 03:00;15233;3056;6271;3;0;2631;12968
02.10.2018 03:00; 02.10.2018 03:15;15235;3069;6112;3;0;2784;13066
02.10.2018 03:15; 02.10.2018 03:30;15059;3052;6064;3;0;3215;13349
02.10.2018 03:30; 02.10.2018 03:45;14951;3055;6047;3;0;3200;13574
02.10.2018 03:45; 02.10.2018 04:00;14882;3036;6083;3;0;3332;13616
02.10.2018 04:00; 02.10.2018 04:15;15143;3022;6028;3;0;3443;13712
02.10.2018 04:15; 02.10.2018 04:30;15152;3010;5980;3;0;3641;13896
02.10.2018 04:30; 02.10.2018 04:45;15117;3039;6159;3;0;4036;14187
02.10.2018 04:45; 02.10.2018 05:00;15114;3097;6314;3;0;4222;14395
02.10.2018 05:00; 02.10.2018 05:15;15063;3179;6771;3;0;4308;14642
02.10.2018 05:15; 02.10.2018 05:30;15072;3288;7313;3;0;4489;14762
02.10.2018 05:30; 02.10.2018 05:45;14841;3334;7957;3;0;4672;14786
02.10.2018 05:45; 02.10.2018 06:00;14705;3432;8416;3;0;4772;14956
02.10.2018 06:00; 02.10.2018 06:15;14636;3762;8645;3;0;4817;15460
02.10.2018 06:15; 02.10.2018 06:30;14668;3840;9022;3;0;4856;15967
02.10.2018 06:30; 02.10.2018 06:45;14778;3836;9381;3;0;4849;16262
02.10.2018 06:45; 02.10.2018 07:00;14831;3887;9617;3;0;4811;16541
02.10.2018 07:00; 02.10.2018 07:15;14822;4275;9801;3;4;4903;16879
02.10.2018 07:15; 02.10.2018 07:30;14879;4290;10001;3;50;4715;17482
02.10.2018 07:30; 02.10.2018 07:45;14698;4285;10041;3;265;4690;17847
02.10.2018 07:45; 02.10.2018 08:00;14520;4267;9976;3;685;4688;17949
02.10.2018 08:00; 02.10.2018 08:15;14321;4185;9839;3;1360;4573;18125
02.10.2018 08:15; 02.10.2018 08:30;14283;4188;9671;3;2029;4413;18042
02.10.2018 08:30; 02.10.2018 08:45;14305;4196;9558;3;2770;4423;18471
02.10.2018 08:45; 02.10.2018 09:00;14386;4191;9293;3;3504;4138;18815
02.10.2018 09:00; 02.10.2018 09:15;14422;4039;8597;3;4262;3950;19191
02.10.2018 09:15; 02.10.2018 09:30;14407;4047;8153;3;5027;3855;19818
02.10.2018 09:30; 02.10.2018 09:45;14442;4006;8041;3;5820;3741;20370
02.10.2018 09:45; 02.10.2018 10:00;14367;3957;7917;3;6296;3482;21415
02.10.2018 10:00; 02.10.2018 10:15;14138;3999;7953;3;6728;3402;22209
02.10.2018 10:15; 02.10.2018 10:30;13947;3998;8085;3;7190;3336;23291
02.10.2018 10:30; 02.10.2018 10:45;13759;3982;8028;3;7816;3413;24179
02.10.2018 10:45; 02.10.2018 11:00;13681;3940;7704;3;8335;3454;25159
02.10.2018 11:00; 02.10.2018 11:15;13762;3807;7348;3;8536;3642;25840
02.10.2018 11:15; 02.10.2018 11:30;13626;3776;7214;3;8978;3713;26480
02.10.2018 11:30; 02.10.2018 11:45;13660;3735;6984;3;8863;3710;27432
02.10.2018 11:45; 02.10.2018 12:00;13450;3707;6526;3;8796;3714;28216
02.10.2018 12:00; 02.10.2018 12:15;12954;3635;5490;3;8889;3722;29047
02.10.2018 12:15; 02.10.2018 12:30;12415;3659;5399;3;8651;3833;29379
02.10.2018 12:30; 02.10.2018 12:45;11955;3668;5337;3;8430;3808;29735
02.10.2018 12:45; 02.10.2018 13:00;11661;3669;5363;3;7950;3715;30276
02.10.2018 13:00; 02.10.2018 13:15;11580;3630;5395;3;7543;3635;30863
02.10.2018 13:15; 02.10.2018 13:30;11575;3610;5403;3;7105;3588;31226
02.10.2018 13:30; 02.10.2018 13:45;11591;3630;5357;3;6945;3714;31602
02.10.2018 13:45; 02.10.2018 14:00;11547;3623;5289;3;6752;3843;31513
02.10.2018 14:00; 02.10.2018 14:15;11507;3575;5245;3;6618;3858;32030
02.10.2018 14:15; 02.10.2018 14:30;11553;3558;5254;3;6339;3864;31888
02.10.2018 14:30; 02.10.2018 14:45;11518;3548;5311;3;6073;3855;31866
02.10.2018 14:45; 02.10.2018 15:00;11055;3452;5389;3;5633;3853;31897
02.10.2018 15:00; 02.10.2018 15:15;11172;3379;5424;3;5125;3868;32036
02.10.2018 15:15; 02.10.2018 15:30;11288;3393;5450;3;4717;3880;31839
02.10.2018 15:30; 02.10.2018 15:45;11335;3421;5448;3;4288;3879;31975
02.10.2018 15:45; 02.10.2018 16:00;11243;3401;5525;3;3865;3876;32005
02.10.2018 16:00; 02.10.2018 16:15;11040;3371;5540;3;3419;3872;32270
02.10.2018 16:15; 02.10.2018 16:30;11085;3377;5580;3;3125;3873;32273
02.10.2018 16:30; 02.10.2018 16:45;11169;3393;5632;3;2741;3865;32274
02.10.2018 16:45; 02.10.2018 17:00;11311;3387;5640;3;2337;3866;32460
02.10.2018 17:00; 02.10.2018 17:15;11299;3386;5623;3;1911;3860;32391
02.10.2018 17:15; 02.10.2018 17:30;11553;3378;5662;3;1552;3856;32194
02.10.2018 17:30; 02.10.2018 17:45;11626;3405;5838;3;1171;3834;31818
02.10.2018 17:45; 02.10.2018 18:00;11515;3387;5922;3;821;3822;31731
02.10.2018 18:00; 02.10.2018 18:15;11230;3456;5574;3;512;3799;31408
02.10.2018 18:15; 02.10.2018 18:30;11148;3439;5583;3;272;3787;31390
02.10.2018 18:30; 02.10.2018 18:45;11115;3477;5646;3;100;3809;31750
02.10.2018 18:45; 02.10.2018 19:00;11173;3445;5687;3;20;3804;31778
02.10.2018 19:00; 02.10.2018 19:15;11056;3508;5940;3;1;3817;31281
02.10.2018 19:15; 02.10.2018 19:30;10928;3472;5992;3;0;3809;30928
02.10.2018 19:30; 02.10.2018 19:45;10808;3505;6040;3;0;3797;30791
02.10.2018 19:45; 02.10.2018 20:00;10760;3469;5978;3;0;3799;31003
02.10.2018 20:00; 02.10.2018 20:15;10786;3375;5671;3;0;3702;31085
02.10.2018 20:15; 02.10.2018 20:30;10691;3308;5511;3;0;3694;31156
02.10.2018 20:30; 02.10.2018 20:45;10700;3298;5382;3;0;3594;30993
02.10.2018 20:45; 02.10.2018 21:00;10757;3130;5248;3;0;3685;30774
02.10.2018 21:00; 02.10.2018 21:15;10906;2794;4916;3;0;3729;30895
02.10.2018 21:15; 02.10.2018 21:30;10803;2724;4505;3;0;3626;30913
02.10.2018 21:30; 02.10.2018 21:45;10662;2747;4269;3;0;3643;31204
02.10.2018 21:45; 02.10.2018 22:00;10338;2723;4191;3;0;3768;31247
02.10.2018 22:00; 02.10.2018 22:15;9815;2636;4156;3;0;3585;30285
02.10.2018 22:15; 02.10.2018 22:30;9466;2613;4173;3;0;3657;30276
02.10.2018 22:30; 02.10.2018 22:45;9129;2595;4147;3;0;3751;30134
02.10.2018 22:45; 02.10.2018 23:00;8633;2558;4093;3;0;3730;29938
02.10.2018 23:00; 02.10.2018 23:15;7986;2490;3892;3;0;3731;30260
02.10.2018 23:15; 02.10.2018 23:30;7593;2439;3696;3;0;3713;30321
02.10.2018 23:30; 02.10.2018 23:45;7229;2399;3621;3;0;3673;30140
02.10.2018 23:45; 03.10.2018 00:00;6857;2371;3597;3;0;3703;30275
03.10.2018 00:00; 03.10.2018 00:15;6356;2293;3230;3;0;3648;30337
03.10.2018 00:15; 03.10.2018 00:30;6293;2271;3078;3;0;3526;30193
03.10.2018 00:30; 03.10.2018 00:45;6284;2293;2980;3;0;3868;30255
03.10.2018 00:45; 03.10.2018 01:00;6340;2283;2991;3;0;3755;30278
03.10.2018 01:00; 03.10.2018 01:15;6298;2271;2976;3;0;3696;29821
03.10.2018 01:15; 03.10.2018 01:30;6275;2270;2959;3;0;3734;29967
03.10.2018 01:30; 03.10.2018 01:45;6250;2281;2949;3;0;3734;30294
03.10.2018 01:45; 03.10.2018 02:00;6135;2262;2942;3;0;3761;30673
03.10.2018 02:00; 03.10.2018 02:15;6124;2251;2936;3;0;3730;30598
03.10.2018 02:15; 03.10.2018 02:30;6103;2256;2933;3;0;3791;30288
03.10.2018 02:30; 03.10.2018 02:45;6078;2278;2923;3;0;3914;30668
03.10.2018 02:45; 03.10.2018 03:00;6060;2276;2942;3;0;3881;30507
03.10.2018 03:00; 03.10.2018 03:15;6077;2260;2930;3;0;4033;30225
03.10.2018 03:15; 03.10.2018 03:30;6081;2274;2936;3;0;4073;29779
03.10.2018 03:30; 03.10.2018 03:45;6061;2284;2933;3;0;4073;29657
03.10.2018 03:45; 03.10.2018 04:00;6107;2271;2918;3;0;4069;29482
03.10.2018 04:00; 03.10.2018 04:15;6160;2251;2922;3;0;4093;29740
03.10.2018 04:15; 03.10.2018 04:30;6138;2257;2920;3;0;4086;29636
03.10.2018 04:30; 03.10.2018 04:45;6144;2273;2919;3;0;4083;29237
03.10.2018 04:45; 03.10.2018 05:00;6182;2255;2921;3;0;4091;29575
03.10.2018 05:00; 03.10.2018 05:15;6169;2253;2920;3;0;4089;29015
03.10.2018 05:15; 03.10.2018 05:30;6168;2270;2909;3;0;4082;28854
03.10.2018 05:30; 03.10.2018 05:45;6149;2283;2910;3;0;4081;28933
03.10.2018 05:45; 03.10.2018 06:00;6147;2254;2912;3;0;4096;29008
03.10.2018 06:00; 03.10.2018 06:15;6183;2283;2882;3;0;4103;29645
03.10.2018 06:15; 03.10.2018 06:30;6218;2283;2905;3;0;3984;29517
03.10.2018 06:30; 03.10.2018 06:45;6193;2296;2907;3;0;3826;29401
03.10.2018 06:45; 03.10.2018 07:00;6189;2298;2916;3;0;3837;28786
03.10.2018 07:00; 03.10.2018 07:15;6274;2328;2961;3;2;3837;28707
03.10.2018 07:15; 03.10.2018 07:30;6292;2337;2944;3;33;3518;28857
03.10.2018 07:30; 03.10.2018 07:45;6271;2355;2930;3;148;3510;28675
03.10.2018 07:45; 03.10.2018 08:00;6370;2371;2951;3;440;3519;28104
03.10.2018 08:00; 03.10.2018 08:15;6526;2343;2941;3;897;3518;27339
03.10.2018 08:15; 03.10.2018 08:30;6535;2345;2922;3;1399;3523;26904
03.10.2018 08:30; 03.10.2018 08:45;6598;2365;2921;3;2035;3531;26531
03.10.2018 08:45; 03.10.2018 09:00;6783;2337;3100;3;2760;3531;26302
03.10.2018 09:00; 03.10.2018 09:15;7057;2311;3321;3;3533;3532;26145
03.10.2018 09:15; 03.10.2018 09:30;7124;2307;3505;3;4338;3526;26084
03.10.2018 09:30; 03.10.2018 09:45;7152;2315;3720;3;5143;3522;25519
03.10.2018 09:45; 03.10.2018 10:00;6885;2303;3789;3;6036;3055;25326
03.10.2018 10:00; 03.10.2018 10:15;6583;2293;3862;3;6993;3034;25380
03.10.2018 10:15; 03.10.2018 10:30;6466;2326;3893;3;7957;3123;25420
03.10.2018 10:30; 03.10.2018 10:45;6460;2340;3927;3;8929;3303;25090
03.10.2018 10:45; 03.10.2018 11:00;6593;2332;3923;3;9604;3262;25328
03.10.2018 11:00; 03.10.2018 11:15;6919;2326;3928;3;10212;3242;25561
03.10.2018 11:15; 03.10.2018 11:30;6840;2327;3916;3;10855;3190;25714
03.10.2018 11:30; 03.10.2018 11:45;6818;2344;3921;3;11255;3192;25768
03.10.2018 11:45; 03.10.2018 12:00;6792;2347;3931;3;11480;3154;25798
03.10.2018 12:00; 03.10.2018 12:15;6684;2316;3832;3;11810;3111;26115
03.10.2018 12:15; 03.10.2018 12:30;6568;2289;3733;3;12003;3064;25968
03.10.2018 12:30; 03.10.2018 12:45;6409;2287;3736;3;12388;3232;25929
03.10.2018 12:45; 03.10.2018 13:00;6314;2297;3743;3;12506;3366;25651
03.10.2018 13:00; 03.10.2018 13:15;6292;2295;3746;3;12670;3341;25351
03.10.2018 13:15; 03.10.2018 13:30;6308;2304;3723;3;12590;3700;25342
03.10.2018 13:30; 03.10.2018 13:45;6304;2310;3718;3;12879;3733;24589
03.10.2018 13:45; 03.10.2018 14:00;6309;2308;3689;3;12966;3734;24695
03.10.2018 14:00; 03.10.2018 14:15;6338;2300;3778;3;13088;3790;24934
03.10.2018 14:15; 03.10.2018 14:30;6357;2304;3838;3;12883;3769;24458
03.10.2018 14:30; 03.10.2018 14:45;6406;2313;3835;3;12863;3659;23700
03.10.2018 14:45; 03.10.2018 15:00;6389;2319;3852;3;12557;3694;23148
03.10.2018 15:00; 03.10.2018 15:15;6421;2321;3835;3;11899;3766;23342
03.10.2018 15:15; 03.10.2018 15:30;6382;2322;3824;3;11458;3815;23153
03.10.2018 15:30; 03.10.2018 15:45;6442;2330;3822;3;10505;3562;22442
03.10.2018 15:45; 03.10.2018 16:00;6689;2354;3831;3;10043;3552;22391
03.10.2018 16:00; 03.10.2018 16:15;7468;2362;4004;3;9217;3570;21766
03.10.2018 16:15; 03.10.2018 16:30;7744;2364;4080;3;7950;3538;20592
03.10.2018 16:30; 03.10.2018 16:45;8447;2389;4154;3;6933;3491;20827
03.10.2018 16:45; 03.10.2018 17:00;9218;2443;4277;3;5993;3710;19918
03.10.2018 17:00; 03.10.2018 17:15;10254;2651;4637;3;4974;3634;19349
03.10.2018 17:15; 03.10.2018 17:30;11028;2792;5260;3;3848;3588;18664
03.10.2018 17:30; 03.10.2018 17:45;11343;2824;5636;3;2829;3813;17669
03.10.2018 17:45; 03.10.2018 18:00;11535;2930;6113;3;1939;3847;16590
03.10.2018 18:00; 03.10.2018 18:15;11840;3424;6777;3;1201;3871;15703
03.10.2018 18:15; 03.10.2018 18:30;12072;3477;7073;3;640;3803;14634
03.10.2018 18:30; 03.10.2018 18:45;12225;3523;7481;3;268;3780;13972
03.10.2018 18:45; 03.10.2018 19:00;12326;3538;8054;3;61;3880;13451
03.10.2018 19:00; 03.10.2018 19:15;12382;3652;8224;3;3;3841;13205
03.10.2018 19:15; 03.10.2018 19:30;12503;3878;8353;3;0;3663;12590
03.10.2018 19:30; 03.10.2018 19:45;12566;4015;8404;3;0;3563;12469
03.10.2018 19:45; 03.10.2018 20:00;12560;4008;8560;3;0;3574;12332
03.10.2018 20:00; 03.10.2018 20:15;12609;3956;8587;3;0;3501;12053
03.10.2018 20:15; 03.10.2018 20:30;12607;3967;8626;3;0;3433;12020
03.10.2018 20:30; 03.10.2018 20:45;12589;3976;8559;3;0;3417;11898
03.10.2018 20:45; 03.10.2018 21:00;12606;3985;8328;3;0;3355;11812
03.10.2018 21:00; 03.10.2018 21:15;12694;3903;8189;3;0;3473;11588
03.10.2018 21:15; 03.10.2018 21:30;12654;3899;8167;3;0;3439;11451
03.10.2018 21:30; 03.10.2018 21:45;12604;3904;8020;3;0;3364;11678
03.10.2018 21:45; 03.10.2018 22:00;12635;3910;7763;3;0;3310;11703
03.10.2018 22:00; 03.10.2018 22:15;12684;3873;7689;3;0;2955;11678
03.10.2018 22:15; 03.10.2018 22:30;12625;3886;7736;3;0;2647;11898
03.10.2018 22:30; 03.10.2018 22:45;12637;3898;7748;3;0;2646;11834
03.10.2018 22:45; 03.10.2018 23:00;12674;3809;7707;3;0;2606;11841
03.10.2018 23:00; 03.10.2018 23:15;12670;3323;7687;3;0;2292;11628
03.10.2018 23:15; 03.10.2018 23:30;12646;3322;7444;3;0;2074;11136
03.10.2018 23:30; 03.10.2018 23:45;12624;3333;7301;3;0;2075;10784
03.10.2018 23:45; 04.10.2018 00:00;12692;3339;7380;3;0;2046;10614
04.10.2018 00:00; 04.10.2018 00:15;12816;3390;7569;3;0;1919;10506
04.10.2018 00:15; 04.10.2018 00:30;12680;3383;7700;3;0;1954;10321
04.10.2018 00:30; 04.10.2018 00:45;12724;3392;7591;3;0;1999;10040
04.10.2018 00:45; 04.10.2018 01:00;12656;3384;7409;3;0;1953;9787
04.10.2018 01:00; 04.10.2018 01:15;12855;3243;7085;3;0;1789;9772
04.10.2018 01:15; 04.10.2018 01:30;12907;3250;6955;3;0;1824;9552
04.10.2018 01:30; 04.10.2018 01:45;13016;3267;7021;3;0;2218;9526
04.10.2018 01:45; 04.10.2018 02:00;12968;3290;7218;3;0;2365;9416
04.10.2018 02:00; 04.10.2018 02:15;13021;3348;7182;3;0;2091;9278
04.10.2018 02:15; 04.10.2018 02:30;12985;3342;7087;3;0;2109;8916
04.10.2018 02:30; 04.10.2018 02:45;12987;3353;7306;3;0;2270;8663
04.10.2018 02:45; 04.10.2018 03:00;13130;3346;7718;3;0;2326;8538
04.10.2018 03:00; 04.10.2018 03:15;13332;3356;8043;3;0;2364;8199
04.10.2018 03:15; 04.10.2018 03:30;13322;3369;8317;3;0;2617;8106
04.10.2018 03:30; 04.10.2018 03:45;13308;3368;8692;3;0;2541;8046
04.10.2018 03:45; 04.10.2018 04:00;13317;3357;9020;3;0;2555;7987
04.10.2018 04:00; 04.10.2018 04:15;13364;3439;9586;3;0;2653;7991
04.10.2018 04:15; 04.10.2018 04:30;13351;3450;9749;3;0;2682;8039
04.10.2018 04:30; 04.10.2018 04:45;13468;3528;9947;3;0;2843;8049
04.10.2018 04:45; 04.10.2018 05:00;13570;3573;10294;3;0;2958;8062
04.10.2018 05:00; 04.10.2018 05:15;13635;3722;10978;3;0;2731;7964
04.10.2018 05:15; 04.10.2018 05:30;13672;3894;11556;3;0;2362;7770
04.10.2018 05:30; 04.10.2018 05:45;13671;3931;12013;3;0;2160;7745
04.10.2018 05:45; 04.10.2018 06:00;13729;4225;12709;3;0;2139;7737
04.10.2018 06:00; 04.10.2018 06:15;13775;5168;13477;3;0;2172;7817
04.10.2018 06:15; 04.10.2018 06:30;13787;5501;13975;3;0;2216;7765
04.10.2018 06:30; 04.10.2018 06:45;13776;5802;14327;3;0;2088;7805
04.10.2018 06:45; 04.10.2018 07:00;13780;5932;14621;3;0;2111;7859
04.10.2018 07:00; 04.10.2018 07:15;13720;5797;14863;3;2;2017;7774
04.10.2018 07:15; 04.10.2018 07:30;13773;5768;15135;3;31;1957;7717
04.10.2018 07:30; 04.10.2018 07:45;13782;5790;15314;3;225;1755;7655
04.10.2018 07:45; 04.10.2018 08:00;13786;5860;15460;3;745;1642;7455
04.10.2018 08:00; 04.10.2018 08:15;13727;5931;15545;3;1447;1503;7179
04.10.2018 08:15; 04.10.2018 08:30;13723;6078;15583;3;2336;1410;6904
04.10.2018 08:30; 04.10.2018 08:45;13707;6382;15670;3;3400;1377;6627
04.10.2018 08:45; 04.10.2018 09:00;13725;6220;15696;3;4488;1214;6333
04.10.2018 09:00; 04.10.2018 09:15;13755;6303;15623;3;5637;1013;5936
04.10.2018 09:15; 04.10.2018 09:30;13955;6421;15619;3;6782;896;5638
04.10.2018 09:30; 04.10.2018 09:45;13999;6365;15718;3;7916;898;5278
04.10.2018 09:45; 04.10.2018 10:00;13985;6334;15780;3;9024;1071;5148
