begin;end;Brown_coal/Lignite;Gas;Hard_coal;Geothermal;Solar;Wind_Offshore;Wind_Onshore
26.03.2019 11:45; 26.03.2019 12:00;14448;5392;5881;4;11454;4442;20584
26.03.2019 12:00; 26.03.2019 12:15;14406;5531;5779;4;11381;4445;20589
26.03.2019 12:15; 26.03.2019 12:30;14394;5548;5759;4;11318;4382;20672
26.03.2019 12:30; 26.03.2019 12:45;14428;5580;5727;4;11270;4369;20359
26.03.2019 12:45; 26.03.2019 13:00;14410;5565;5717;4;11191;4579;20574
26.03.2019 13:00; 26.03.2019 13:15;14683;5221;5458;4;11124;4624;20825
26.03.2019 13:15; 26.03.2019 13:30;14843;4985;5269;4;10995;4685;20779
26.03.2019 13:30; 26.03.2019 13:45;14771;4959;5241;4;11021;4738;20897
26.03.2019 13:45; 26.03.2019 14:00;14498;4948;5206;4;10869;4720;20721
26.03.2019 14:00; 26.03.2019 14:15;14802;5011;5123;4;10575;4786;20886
26.03.2019 14:15; 26.03.2019 14:30;15042;4997;5002;4;10326;4699;20855
26.03.2019 14:30; 26.03.2019 14:45;15203;4997;4997;4;10072;4611;20388
26.03.2019 14:45; 26.03.2019 15:00;15243;5005;4979;4;9585;4565;19921
26.03.2019 15:00; 26.03.2019 15:15;15357;4931;4967;4;8970;4448;19237
26.03.2019 15:15; 26.03.2019 15:30;15373;4958;5011;4;8149;4410;18593
26.03.2019 15:30; 26.03.2019 15:45;15385;4955;5083;4;7696;4231;18548
26.03.2019 15:45; 26.03.2019 16:00;15344;5012;5277;4;6786;4027;18648
26.03.2019 16:00; 26.03.2019 16:15;15477;5164;5613;4;6071;3854;18742
26.03.2019 16:15; 26.03.2019 16:30;15610;5267;5788;4;5212;3663;18464
26.03.2019 16:30; 26.03.2019 16:45;15801;5284;5764;4;4321;3442;18361
26.03.2019 16:45; 26.03.2019 17:00;15982;5340;6014;4;3451;3184;18004
26.03.2019 17:00; 26.03.2019 17:15;16206;5362;6404;4;2707;2988;17452
26.03.2019 17:15; 26.03.2019 17:30;16308;5457;6758;4;1986;2934;16854
26.03.2019 17:30; 26.03.2019 17:45;16323;5447;6908;4;1310;2972;16007
26.03.2019 17:45; 26.03.2019 18:00;16324;5573;7049;4;820;3033;15447
26.03.2019 18:00; 26.03.2019 18:15;16233;5654;7335;4;403;3011;14793
26.03.2019 18:15; 26.03.2019 18:30;16318;5667;7493;4;118;2890;14174
26.03.2019 18:30; 26.03.2019 18:45;16319;5679;7630;4;23;2712;13440
26.03.2019 18:45; 26.03.2019 19:00;16333;5676;7962;4;2;2691;13036
26.03.2019 19:00; 26.03.2019 19:15;16343;5690;8178;4;0;2615;12533
26.03.2019 19:15; 26.03.2019 19:30;16418;5696;8204;4;0;2326;12362
26.03.2019 19:30; 26.03.2019 19:45;16414;5700;8220;4;0;2053;12128
26.03.2019 19:45; 26.03.2019 20:00;16387;5692;8231;4;0;1851;11817
26.03.2019 20:00; 26.03.2019 20:15;16455;5595;8106;4;0;1710;11502
26.03.2019 20:15; 26.03.2019 20:30;16439;5576;7858;4;0;1599;11300
26.03.2019 20:30; 26.03.2019 20:45;16462;5586;7472;4;0;1479;10883
26.03.2019 20:45; 26.03.2019 21:00;16452;5563;7430;4;0;1369;10579
26.03.2019 21:00; 26.03.2019 21:15;16488;5588;7358;4;0;1265;10177
26.03.2019 21:15; 26.03.2019 21:30;16441;5598;7127;4;0;1210;9694
26.03.2019 21:30; 26.03.2019 21:45;16433;5592;6935;4;0;1204;9466
26.03.2019 21:45; 26.03.2019 22:00;16423;5599;6888;4;0;1252;9189
26.03.2019 22:00; 26.03.2019 22:15;16475;5579;6808;4;0;1301;8775
26.03.2019 22:15; 26.03.2019 22:30;16476;5557;6600;4;0;1371;8492
26.03.2019 22:30; 26.03.2019 22:45;16476;5548;6449;4;0;1504;8349
26.03.2019 22:45; 26.03.2019 23:00;16455;5512;6222;4;0;1507;8129
26.03.2019 23:00; 26.03.2019 23:15;16437;5497;5980;4;0;1466;8036
26.03.2019 23:15; 26.03.2019 23:30;16414;5498;5737;4;0;1500;7959
26.03.2019 23:30; 26.03.2019 23:45;16399;5503;5311;4;0;1580;7865
26.03.2019 23:45; 27.03.2019 00:00;16300;5426;5143;4;0;1668;7746
27.03.2019 00:00; 27.03.2019 00:15;16351;5557;4868;4;0;1746;7419
27.03.2019 00:15; 27.03.2019 00:30;16273;5504;4808;4;0;1762;7276
27.03.2019 00:30; 27.03.2019 00:45;16224;5515;4746;4;0;1846;7157
27.03.2019 00:45; 27.03.2019 01:00;16118;5518;4634;4;0;1920;7054
27.03.2019 01:00; 27.03.2019 01:15;16113;5485;4464;4;0;1917;6949
27.03.2019 01:15; 27.03.2019 01:30;16106;5493;4409;4;0;1843;6938
27.03.2019 01:30; 27.03.2019 01:45;16089;5478;4317;4;0;1827;6942
27.03.2019 01:45; 27.03.2019 02:00;16109;5411;4265;4;0;1877;6965
27.03.2019 02:00; 27.03.2019 02:15;16162;5342;4108;4;0;1957;6921
27.03.2019 02:15; 27.03.2019 02:30;16098;5340;4087;4;0;2086;6843
27.03.2019 02:30; 27.03.2019 02:45;16095;5336;4102;4;0;2105;6771
27.03.2019 02:45; 27.03.2019 03:00;16073;5330;4050;4;0;2061;6825
27.03.2019 03:00; 27.03.2019 03:15;16093;5413;4048;4;0;2109;6807
27.03.2019 03:15; 27.03.2019 03:30;16077;5423;4080;4;0;2235;6759
27.03.2019 03:30; 27.03.2019 03:45;16063;5429;4182;4;0;2367;6558
27.03.2019 03:45; 27.03.2019 04:00;16081;5552;4245;4;0;2418;6417
27.03.2019 04:00; 27.03.2019 04:15;16069;5668;4441;4;0;2419;6404
27.03.2019 04:15; 27.03.2019 04:30;16092;5709;4550;4;0;2394;6427
27.03.2019 04:30; 27.03.2019 04:45;16018;5715;4709;4;0;2516;6411
27.03.2019 04:45; 27.03.2019 05:00;16077;5726;4842;4;0;2613;6315
27.03.2019 05:00; 27.03.2019 05:15;16146;5812;5169;4;0;2567;6266
27.03.2019 05:15; 27.03.2019 05:30;16196;5885;5533;4;0;2577;6244
27.03.2019 05:30; 27.03.2019 05:45;16187;6102;5850;4;0;2689;6184
27.03.2019 05:45; 27.03.2019 06:00;16187;6426;6205;4;1;2779;6078
27.03.2019 06:00; 27.03.2019 06:15;16286;6782;6431;4;36;2828;6084
27.03.2019 06:15; 27.03.2019 06:30;16353;6502;6608;4;122;2878;6062
27.03.2019 06:30; 27.03.2019 06:45;16369;6690;6759;4;371;2807;6162
27.03.2019 06:45; 27.03.2019 07:00;16371;6751;6987;4;797;2694;6164
27.03.2019 07:00; 27.03.2019 07:15;16376;6821;6803;4;1389;2858;6004
27.03.2019 07:15; 27.03.2019 07:30;16387;6876;6675;4;2117;2915;5860
27.03.2019 07:30; 27.03.2019 07:45;16425;6875;6667;4;2902;2946;5658
27.03.2019 07:45; 27.03.2019 08:00;16405;6940;6908;4;3771;2931;5670
27.03.2019 08:00; 27.03.2019 08:15;16323;7146;6994;4;4647;3060;5697
27.03.2019 08:15; 27.03.2019 08:30;16314;7170;7028;4;5641;3154;5606
27.03.2019 08:30; 27.03.2019 08:45;16273;7168;6985;4;6616;3152;5533
27.03.2019 08:45; 27.03.2019 09:00;16266;7154;7020;4;7514;3167;5470
27.03.2019 09:00; 27.03.2019 09:15;16278;7170;6946;4;8507;3131;5549
27.03.2019 09:15; 27.03.2019 09:30;16280;7180;6841;4;9549;2979;5592
27.03.2019 09:30; 27.03.2019 09:45;16291;7178;6768;4;10290;2823;5612
27.03.2019 09:45; 27.03.2019 10:00;16346;7173;6717;4;11073;2813;5717
27.03.2019 10:00; 27.03.2019 10:15;16339;7044;6712;4;11744;2869;5935
27.03.2019 10:15; 27.03.2019 10:30;16289;6994;6634;4;12405;2867;6174
27.03.2019 10:30; 27.03.2019 10:45;16287;6993;6471;4;12693;2870;6378
27.03.2019 10:45; 27.03.2019 11:00;16250;6910;6322;4;12895;2992;6535
27.03.2019 11:00; 27.03.2019 11:15;16255;6966;6423;4;12860;3066;6685
27.03.2019 11:15; 27.03.2019 11:30;16236;6990;6456;4;12927;3117;6964
27.03.2019 11:30; 27.03.2019 11:45;16226;7126;6465;4;12836;3136;7277
27.03.2019 11:45; 27.03.2019 12:00;16193;7278;6346;4;12778;3187;7716
27.03.2019 12:00; 27.03.2019 12:15;16155;7350;6266;4;12691;3214;8179
27.03.2019 12:15; 27.03.2019 12:30;16134;7342;6273;4;12554;3126;8562
27.03.2019 12:30; 27.03.2019 12:45;16145;7342;6039;4;12326;3132;8904
27.03.2019 12:45; 27.03.2019 13:00;16112;7330;6096;4;12154;3213;9030
27.03.2019 13:00; 27.03.2019 13:15;16139;7302;6157;4;12008;3186;9272
27.03.2019 13:15; 27.03.2019 13:30;16171;7318;6173;4;11715;3177;9563
27.03.2019 13:30; 27.03.2019 13:45;16182;7309;6143;4;11482;3204;9601
27.03.2019 13:45; 27.03.2019 14:00;16084;7293;6131;4;10939;3279;9642
27.03.2019 14:00; 27.03.2019 14:15;16192;7272;6088;4;10331;3292;9769
27.03.2019 14:15; 27.03.2019 14:30;16195;7289;6057;4;9827;3308;9869
27.03.2019 14:30; 27.03.2019 14:45;16197;7298;6075;4;9464;3310;10016
27.03.2019 14:45; 27.03.2019 15:00;16178;7296;6097;4;8948;3290;9967
27.03.2019 15:00; 27.03.2019 15:15;16190;7227;6144;4;8318;3163;10004
27.03.2019 15:15; 27.03.2019 15:30;16181;7284;6162;4;7748;3083;9859
27.03.2019 15:30; 27.03.2019 15:45;16182;7279;6179;4;7168;3088;9761
27.03.2019 15:45; 27.03.2019 16:00;16213;7262;6223;4;6466;3117;9727
27.03.2019 16:00; 27.03.2019 16:15;16169;7244;6495;4;5752;3112;9507
27.03.2019 16:15; 27.03.2019 16:30;16227;7249;6650;4;5109;3127;9627
27.03.2019 16:30; 27.03.2019 16:45;16211;7235;6794;4;4477;3115;9480
27.03.2019 16:45; 27.03.2019 17:00;16210;7223;6882;4;3711;3095;9395
27.03.2019 17:00; 27.03.2019 17:15;16286;7224;6777;4;2913;3073;9289
27.03.2019 17:15; 27.03.2019 17:30;16324;7277;6863;4;2149;3061;9255
27.03.2019 17:30; 27.03.2019 17:45;16338;7275;6966;4;1465;2972;9050
27.03.2019 17:45; 27.03.2019 18:00;16341;7262;7142;4;930;2872;9122
27.03.2019 18:00; 27.03.2019 18:15;16357;7322;7422;4;521;2810;9095
27.03.2019 18:15; 27.03.2019 18:30;16447;7323;7537;4;203;2742;9071
27.03.2019 18:30; 27.03.2019 18:45;16453;7295;7610;4;57;2619;9025
27.03.2019 18:45; 27.03.2019 19:00;16395;7285;7671;4;9;2495;8933
27.03.2019 19:00; 27.03.2019 19:15;16344;7336;7769;4;0;2372;8836
27.03.2019 19:15; 27.03.2019 19:30;16400;7366;7785;4;0;2272;8650
27.03.2019 19:30; 27.03.2019 19:45;16435;7469;7776;4;0;2201;8629
27.03.2019 19:45; 27.03.2019 20:00;16393;7461;7759;4;0;2163;8659
27.03.2019 20:00; 27.03.2019 20:15;16398;7482;7628;4;0;2135;8610
27.03.2019 20:15; 27.03.2019 20:30;16394;7359;7635;4;0;2004;8548
27.03.2019 20:30; 27.03.2019 20:45;16432;7339;7603;4;0;1921;8462
27.03.2019 20:45; 27.03.2019 21:00;16389;7277;7642;4;0;1814;8478
27.03.2019 21:00; 27.03.2019 21:15;16449;7166;7486;4;0;1709;8385
27.03.2019 21:15; 27.03.2019 21:30;16443;7163;7411;4;0;1584;8250
27.03.2019 21:30; 27.03.2019 21:45;16470;7132;7290;4;0;1557;8134
27.03.2019 21:45; 27.03.2019 22:00;16421;7023;7158;4;0;1498;8083
27.03.2019 22:00; 27.03.2019 22:15;16464;7042;7077;4;0;1386;8002
27.03.2019 22:15; 27.03.2019 22:30;16462;7055;6978;4;0;1279;8013
27.03.2019 22:30; 27.03.2019 22:45;16472;7077;6854;4;0;1252;7931
27.03.2019 22:45; 27.03.2019 23:00;16368;6983;6769;4;0;1262;7861
27.03.2019 23:00; 27.03.2019 23:15;16326;6962;6604;4;0;1304;7790
27.03.2019 23:15; 27.03.2019 23:30;16157;6981;6476;4;0;1333;7742
27.03.2019 23:30; 27.03.2019 23:45;16099;6977;6246;4;0;1264;7648
27.03.2019 23:45; 28.03.2019 00:00;16091;6815;5948;4;0;1175;7634
28.03.2019 00:00; 28.03.2019 00:15;16078;6638;5339;4;0;1110;7673
28.03.2019 00:15; 28.03.2019 00:30;16046;6569;5152;4;0;1092;7608
28.03.2019 00:30; 28.03.2019 00:45;16070;6576;4942;4;0;1036;7690
28.03.2019 00:45; 28.03.2019 01:00;16041;6344;4949;4;0;1015;7655
28.03.2019 01:00; 28.03.2019 01:15;15961;6504;5080;4;0;1047;7695
28.03.2019 01:15; 28.03.2019 01:30;15955;6496;5057;4;0;1098;7775
28.03.2019 01:30; 28.03.2019 01:45;16035;6430;4953;4;0;1009;7713
28.03.2019 01:45; 28.03.2019 02:00;16004;6593;4693;4;0;948;7497
28.03.2019 02:00; 28.03.2019 02:15;15848;6597;4387;4;0;934;7417
28.03.2019 02:15; 28.03.2019 02:30;15796;6566;4344;4;0;967;7267
28.03.2019 02:30; 28.03.2019 02:45;15827;6595;4344;4;0;942;7114
28.03.2019 02:45; 28.03.2019 03:00;15841;6587;4321;4;0;973;6988
28.03.2019 03:00; 28.03.2019 03:15;15900;6469;4340;4;0;953;6827
28.03.2019 03:15; 28.03.2019 03:30;15892;6395;4372;4;0;876;6737
28.03.2019 03:30; 28.03.2019 03:45;15913;6381;4466;4;0;782;6582
28.03.2019 03:45; 28.03.2019 04:00;15931;6434;4527;4;0;698;6497
28.03.2019 04:00; 28.03.2019 04:15;15950;6464;4803;4;0;683;6399
28.03.2019 04:15; 28.03.2019 04:30;15932;6596;4979;4;0;677;6307
28.03.2019 04:30; 28.03.2019 04:45;15985;6720;5139;4;0;654;6175
28.03.2019 04:45; 28.03.2019 05:00;16175;6883;5383;4;0;658;6053
28.03.2019 05:00; 28.03.2019 05:15;16324;7018;5732;4;0;642;5983
28.03.2019 05:15; 28.03.2019 05:30;16341;7093;5992;4;0;591;5930
28.03.2019 05:30; 28.03.2019 05:45;16390;7046;6301;4;0;558;5748
28.03.2019 05:45; 28.03.2019 06:00;16390;7119;6610;4;2;538;5656
28.03.2019 06:00; 28.03.2019 06:15;16464;7215;6796;4;32;503;5571
28.03.2019 06:15; 28.03.2019 06:30;16513;7177;6953;4;133;494;5479
28.03.2019 06:30; 28.03.2019 06:45;16534;7266;7117;4;412;500;5354
28.03.2019 06:45; 28.03.2019 07:00;16540;7305;7265;4;872;530;5313
28.03.2019 07:00; 28.03.2019 07:15;16513;7686;7406;4;1509;527;5280
28.03.2019 07:15; 28.03.2019 07:30;16513;7706;7551;4;2266;511;5203
28.03.2019 07:30; 28.03.2019 07:45;16488;7694;7642;4;3174;470;4982
28.03.2019 07:45; 28.03.2019 08:00;16522;7671;7685;4;4160;454;4719
28.03.2019 08:00; 28.03.2019 08:15;16528;7697;7709;4;5285;441;4496
28.03.2019 08:15; 28.03.2019 08:30;16507;7715;7721;4;6472;452;4330
28.03.2019 08:30; 28.03.2019 08:45;16517;7745;7644;4;7687;469;3989
28.03.2019 08:45; 28.03.2019 09:00;16499;7741;7667;4;8873;455;3741
28.03.2019 09:00; 28.03.2019 09:15;16501;7746;7653;4;10034;452;3562
28.03.2019 09:15; 28.03.2019 09:30;16515;7762;7541;4;11229;462;3445
28.03.2019 09:30; 28.03.2019 09:45;16464;7748;7421;4;12346;501;3388
28.03.2019 09:45; 28.03.2019 10:00;16489;7721;6703;4;13381;523;3413
28.03.2019 10:00; 28.03.2019 10:15;16524;7761;6618;4;14164;523;3390
28.03.2019 10:15; 28.03.2019 10:30;16515;7709;6540;4;14850;475;3456
28.03.2019 10:30; 28.03.2019 10:45;16549;7651;6534;4;15401;422;3516
28.03.2019 10:45; 28.03.2019 11:00;16502;7650;6458;4;15730;444;3560
28.03.2019 11:00; 28.03.2019 11:15;16513;7498;6115;4;15846;438;3540
28.03.2019 11:15; 28.03.2019 11:30;16524;7547;5979;4;15960;420;3570
28.03.2019 11:30; 28.03.2019 11:45;16509;7538;5958;4;15864;378;3547
28.03.2019 11:45; 28.03.2019 12:00;16528;7626;5887;4;15656;347;3521
28.03.2019 12:00; 28.03.2019 12:15;16530;7602;5826;4;15311;306;3547
28.03.2019 12:15; 28.03.2019 12:30;16483;7706;5749;4;14929;296;3528
28.03.2019 12:30; 28.03.2019 12:45;16491;7714;5710;4;14466;302;3557
28.03.2019 12:45; 28.03.2019 13:00;16510;7711;5682;4;13966;324;3499
28.03.2019 13:00; 28.03.2019 13:15;16519;7721;5918;4;13459;304;3379
28.03.2019 13:15; 28.03.2019 13:30;16506;7714;5946;4;12874;254;3352
28.03.2019 13:30; 28.03.2019 13:45;16503;7722;6008;4;12091;212;3277
28.03.2019 13:45; 28.03.2019 14:00;16473;7725;6141;4;11376;178;3225
28.03.2019 14:00; 28.03.2019 14:15;16491;7727;6168;4;10678;193;3168
28.03.2019 14:15; 28.03.2019 14:30;16471;7735;6198;4;9906;207;3065
28.03.2019 14:30; 28.03.2019 14:45;16469;7733;6275;4;9174;228;3035
28.03.2019 14:45; 28.03.2019 15:00;16363;7710;6364;4;8450;239;2931
28.03.2019 15:00; 28.03.2019 15:15;16305;7675;6416;4;7893;262;2848
28.03.2019 15:15; 28.03.2019 15:30;16347;7692;6504;4;7309;282;2792
28.03.2019 15:30; 28.03.2019 15:45;16344;7691;6612;4;6631;305;2805
28.03.2019 15:45; 28.03.2019 16:00;16302;7702;6768;4;5950;358;2762
28.03.2019 16:00; 28.03.2019 16:15;16339;7928;6827;4;5223;395;2734
28.03.2019 16:15; 28.03.2019 16:30;16451;8129;6835;4;4621;392;2718
28.03.2019 16:30; 28.03.2019 16:45;16474;8163;6825;4;3930;407;2630
28.03.2019 16:45; 28.03.2019 17:00;16431;8130;6916;4;3208;455;2547
28.03.2019 17:00; 28.03.2019 17:15;16381;8163;7066;4;2476;471;2433
28.03.2019 17:15; 28.03.2019 17:30;16457;8175;7168;4;1853;484;2318
28.03.2019 17:30; 28.03.2019 17:45;16468;8185;7188;4;1306;513;2221
28.03.2019 17:45; 28.03.2019 18:00;16434;8162;7246;4;811;564;2187
28.03.2019 18:00; 28.03.2019 18:15;16378;8256;7350;4;463;592;2149
28.03.2019 18:15; 28.03.2019 18:30;16428;8258;7367;4;187;571;2264
28.03.2019 18:30; 28.03.2019 18:45;16417;8353;7328;4;50;576;2342
28.03.2019 18:45; 28.03.2019 19:00;16361;8367;7319;4;4;562;2447
28.03.2019 19:00; 28.03.2019 19:15;16322;8514;7315;4;0;573;2473
28.03.2019 19:15; 28.03.2019 19:30;16296;8521;7284;4;0;606;2573
28.03.2019 19:30; 28.03.2019 19:45;16317;8587;7268;4;0;639;2663
28.03.2019 19:45; 28.03.2019 20:00;16335;8813;7232;4;0;667;2703
28.03.2019 20:00; 28.03.2019 20:15;16386;8551;7066;4;0;706;2677
28.03.2019 20:15; 28.03.2019 20:30;16272;8244;7110;4;0;770;2688
28.03.2019 20:30; 28.03.2019 20:45;16232;7850;7142;4;0;793;2734
28.03.2019 20:45; 28.03.2019 21:00;16286;7647;7013;4;0;810;2799
28.03.2019 21:00; 28.03.2019 21:15;16363;7624;6748;4;0;837;2873
28.03.2019 21:15; 28.03.2019 21:30;16349;7572;6555;4;0;898;2893
28.03.2019 21:30; 28.03.2019 21:45;16384;7555;6408;4;0;977;2909
28.03.2019 21:45; 28.03.2019 22:00;16414;7474;6202;4;0;1022;2935
28.03.2019 22:00; 28.03.2019 22:15;16472;7436;5934;4;0;1074;2943
28.03.2019 22:15; 28.03.2019 22:30;16413;7384;5747;4;0;1064;3089
28.03.2019 22:30; 28.03.2019 22:45;16410;7340;5549;4;0;1055;3209
28.03.2019 22:45; 28.03.2019 23:00;16347;7097;5241;4;0;1082;3313
28.03.2019 23:00; 28.03.2019 23:15;16256;6811;5012;4;0;1134;3307
28.03.2019 23:15; 28.03.2019 23:30;16088;6808;4910;4;0;1218;3273
28.03.2019 23:30; 28.03.2019 23:45;16013;6747;4750;4;0;1302;3290
28.03.2019 23:45; 29.03.2019 00:00;15958;6714;4579;4;0;1389;3452
29.03.2019 00:00; 29.03.2019 00:15;15835;6574;4536;4;0;1472;3514
29.03.2019 00:15; 29.03.2019 00:30;15753;6583;4436;4;0;1573;3558
29.03.2019 00:30; 29.03.2019 00:45;15745;6573;4240;4;0;1628;3617
29.03.2019 00:45; 29.03.2019 01:00;15641;6590;3824;4;0;1665;3720
29.03.2019 01:00; 29.03.2019 01:15;15645;6653;3584;4;0;1680;3762
29.03.2019 01:15; 29.03.2019 01:30;15655;6581;3517;4;0;1715;3861
29.03.2019 01:30; 29.03.2019 01:45;15575;6573;3510;4;0;1784;3907
29.03.2019 01:45; 29.03.2019 02:00;15484;6524;3507;4;0;1804;3993
29.03.2019 02:00; 29.03.2019 02:15;15580;6368;3444;4;0;1861;4104
29.03.2019 02:15; 29.03.2019 02:30;15714;6340;3222;4;0;1923;4194
29.03.2019 02:30; 29.03.2019 02:45;15791;6352;3180;4;0;2014;4256
29.03.2019 02:45; 29.03.2019 03:00;15790;6335;3094;4;0;2068;4370
29.03.2019 03:00; 29.03.2019 03:15;15747;6290;3118;4;0;2148;4472
29.03.2019 03:15; 29.03.2019 03:30;15715;6325;3101;4;0;2201;4608
29.03.2019 03:30; 29.03.2019 03:45;15780;6305;3104;4;0;2249;4718
29.03.2019 03:45; 29.03.2019 04:00;15719;6309;3097;4;0;2314;4779
29.03.2019 04:00; 29.03.2019 04:15;15696;6321;3192;4;0;2365;4837
29.03.2019 04:15; 29.03.2019 04:30;15619;6328;3270;4;0;2372;4909
29.03.2019 04:30; 29.03.2019 04:45;15588;6354;3380;4;0;2469;4944
29.03.2019 04:45; 29.03.2019 05:00;15769;6398;3427;4;0;2545;4987
29.03.2019 05:00; 29.03.2019 05:15;15966;6706;3564;4;0;2627;4941
29.03.2019 05:15; 29.03.2019 05:30;16081;6802;3794;4;0;2782;4967
29.03.2019 05:30; 29.03.2019 05:45;16115;6761;3985;4;0;2758;5135
29.03.2019 05:45; 29.03.2019 06:00;16153;6720;4247;4;6;2679;5268
29.03.2019 06:00; 29.03.2019 06:15;16328;6936;4433;4;78;2685;5376
29.03.2019 06:15; 29.03.2019 06:30;16422;7088;4607;4;286;2791;5340
29.03.2019 06:30; 29.03.2019 06:45;16455;7160;4707;4;827;2849;5289
29.03.2019 06:45; 29.03.2019 07:00;16458;7183;4741;4;1652;2927;5141
29.03.2019 07:00; 29.03.2019 07:15;16412;7223;4807;4;2700;2928;5097
29.03.2019 07:15; 29.03.2019 07:30;16443;7219;4905;4;3858;2844;4951
29.03.2019 07:30; 29.03.2019 07:45;16440;7218;4953;4;5159;2802;4682
29.03.2019 07:45; 29.03.2019 08:00;16445;7207;4961;4;6571;2840;4374
29.03.2019 08:00; 29.03.2019 08:15;16420;7186;4929;4;8066;2823;4025
29.03.2019 08:15; 29.03.2019 08:30;16451;7188;4908;4;9597;2832;3587
29.03.2019 08:30; 29.03.2019 08:45;16445;7159;4785;4;11191;2858;3245
29.03.2019 08:45; 29.03.2019 09:00;16347;7176;4629;4;12661;2827;3003
29.03.2019 09:00; 29.03.2019 09:15;16302;7068;4459;4;14161;2813;2929
29.03.2019 09:15; 29.03.2019 09:30;16239;7053;4238;4;15504;2828;2962
29.03.2019 09:30; 29.03.2019 09:45;16176;7037;4084;4;16759;2819;3202
29.03.2019 09:45; 29.03.2019 10:00;16095;6957;3929;4;17866;2784;3364
29.03.2019 10:00; 29.03.2019 10:15;16116;6921;3664;4;18970;2784;3641
29.03.2019 10:15; 29.03.2019 10:30;16085;6781;3496;4;19854;2749;3797
29.03.2019 10:30; 29.03.2019 10:45;16136;6751;3354;4;20726;2701;3837
29.03.2019 10:45; 29.03.2019 11:00;16136;6717;3232;4;21379;2648;3855
29.03.2019 11:00; 29.03.2019 11:15;16139;6888;3186;4;21873;2649;3773
29.03.2019 11:15; 29.03.2019 11:30;16112;6936;3182;4;22278;2647;3812
29.03.2019 11:30; 29.03.2019 11:45;16133;6859;3092;4;22609;2634;3913
29.03.2019 11:45; 29.03.2019 12:00;16136;6715;3096;4;23028;2626;3947
29.03.2019 12:00; 29.03.2019 12:15;16036;6644;3057;4;23251;2642;4004
29.03.2019 12:15; 29.03.2019 12:30;15984;6545;2991;4;23325;2637;3930
29.03.2019 12:30; 29.03.2019 12:45;15794;6558;2780;4;23353;2638;3969
29.03.2019 12:45; 29.03.2019 13:00;15767;6494;2751;4;23434;2614;3878
29.03.2019 13:00; 29.03.2019 13:15;15653;6281;2741;4;23427;2571;3874
29.03.2019 13:15; 29.03.2019 13:30;15645;6307;2735;4;23365;2527;3732
29.03.2019 13:30; 29.03.2019 13:45;15564;6273;2732;4;23108;2540;3576
29.03.2019 13:45; 29.03.2019 14:00;15196;6207;2720;4;22705;2531;3394
29.03.2019 14:00; 29.03.2019 14:15;15092;6026;2665;4;22252;2525;3312
29.03.2019 14:15; 29.03.2019 14:30;15125;6015;2659;4;21724;2543;3214
29.03.2019 14:30; 29.03.2019 14:45;15116;6045;2669;4;21044;2529;3084
29.03.2019 14:45; 29.03.2019 15:00;15091;6096;2667;4;20193;2512;2877
29.03.2019 15:00; 29.03.2019 15:15;15103;6188;2705;4;19174;2488;2734
29.03.2019 15:15; 29.03.2019 15:30;15195;6293;2761;4;18023;2490;2637
29.03.2019 15:30; 29.03.2019 15:45;15479;6319;2845;4;16622;2510;2564
29.03.2019 15:45; 29.03.2019 16:00;15533;6460;2984;4;15061;2475;2432
29.03.2019 16:00; 29.03.2019 16:15;15538;6306;3160;4;13448;2418;2477
29.03.2019 16:15; 29.03.2019 16:30;15550;6433;3380;4;11778;2379;2364
29.03.2019 16:30; 29.03.2019 16:45;15534;6478;3680;4;9961;2372;2219
29.03.2019 16:45; 29.03.2019 17:00;15766;6587;3920;4;8127;2327;2015
29.03.2019 17:00; 29.03.2019 17:15;15874;6672;3996;4;6453;2305;1953
29.03.2019 17:15; 29.03.2019 17:30;15990;6813;4270;4;4746;2285;1810
29.03.2019 17:30; 29.03.2019 17:45;16005;6762;4577;4;3296;2294;1665
29.03.2019 17:45; 29.03.2019 18:00;16023;6777;4780;4;2088;2266;1695
29.03.2019 18:00; 29.03.2019 18:15;16020;7014;4970;4;1142;2225;1707
29.03.2019 18:15; 29.03.2019 18:30;16048;7021;5070;4;523;2222;1800
29.03.2019 18:30; 29.03.2019 18:45;16043;7038;5137;4;140;2228;1968
29.03.2019 18:45; 29.03.2019 19:00;16040;7032;5220;4;17;2217;2206
29.03.2019 19:00; 29.03.2019 19:15;15947;7089;5276;4;0;2225;2372
29.03.2019 19:15; 29.03.2019 19:30;16000;7197;5309;4;0;2230;2586
29.03.2019 19:30; 29.03.2019 19:45;16023;7204;5305;4;0;2166;2856
29.03.2019 19:45; 29.03.2019 20:00;16000;7201;5320;4;0;2111;3203
29.03.2019 20:00; 29.03.2019 20:15;15990;7180;5227;4;0;2051;3570
29.03.2019 20:15; 29.03.2019 20:30;16017;7137;5135;4;0;2019;3795
29.03.2019 20:30; 29.03.2019 20:45;16016;7089;5083;4;0;1984;3934
29.03.2019 20:45; 29.03.2019 21:00;15983;7038;5010;4;0;1928;4102
29.03.2019 21:00; 29.03.2019 21:15;16053;6826;4897;4;0;1849;4243
29.03.2019 21:15; 29.03.2019 21:30;15794;6760;4825;4;0;1785;4313
29.03.2019 21:30; 29.03.2019 21:45;15537;6753;4719;4;0;1713;4339
29.03.2019 21:45; 29.03.2019 22:00;15401;6737;4646;4;0;1622;4369
29.03.2019 22:00; 29.03.2019 22:15;15357;6760;4738;4;0;1543;4470
