Begin;End;Load Forecast;Actual Load
01.02.2018 17:00; 01.02.2018 17:15;79958;81062
01.02.2018 17:15; 01.02.2018 17:30;80739;81901
01.02.2018 17:30; 01.02.2018 17:45;81852;83239
01.02.2018 17:45; 01.02.2018 18:00;82501;84179
01.02.2018 18:00; 01.02.2018 18:15;82475;84131
01.02.2018 18:15; 01.02.2018 18:30;82460;84047
01.02.2018 18:30; 01.02.2018 18:45;82409;83889
01.02.2018 18:45; 01.02.2018 19:00;82359;83659
01.02.2018 19:00; 01.02.2018 19:15;81775;82870
01.02.2018 19:15; 01.02.2018 19:30;81122;82207
01.02.2018 19:30; 01.02.2018 19:45;80572;81564
01.02.2018 19:45; 01.02.2018 20:00;79807;80952
01.02.2018 20:00; 01.02.2018 20:15;78312;79264
01.02.2018 20:15; 01.02.2018 20:30;76996;77750
01.02.2018 20:30; 01.02.2018 20:45;75919;76846
01.02.2018 20:45; 01.02.2018 21:00;74905;75229
01.02.2018 21:00; 01.02.2018 21:15;73746;73935
01.02.2018 21:15; 01.02.2018 21:30;73033;72874
01.02.2018 21:30; 01.02.2018 21:45;72347;72046
01.02.2018 21:45; 01.02.2018 22:00;71473;71570
01.02.2018 22:00; 01.02.2018 22:15;71518;71194
01.02.2018 22:15; 01.02.2018 22:30;70693;70507
01.02.2018 22:30; 01.02.2018 22:45;69451;69266
01.02.2018 22:45; 01.02.2018 23:00;67973;68251
01.02.2018 23:00; 01.02.2018 23:15;66413;66558
01.02.2018 23:15; 01.02.2018 23:30;65201;65587
01.02.2018 23:30; 01.02.2018 23:45;64157;64525
01.02.2018 23:45; 02.02.2018 00:00;63124;63752
02.02.2018 00:00; 02.02.2018 00:15;62380;62546
02.02.2018 00:15; 02.02.2018 00:30;61641;62132
02.02.2018 00:30; 02.02.2018 00:45;60980;61470
02.02.2018 00:45; 02.02.2018 01:00;60312;60868
02.02.2018 01:00; 02.02.2018 01:15;59627;60045
02.02.2018 01:15; 02.02.2018 01:30;59228;59843
02.02.2018 01:30; 02.02.2018 01:45;58954;59256
02.02.2018 01:45; 02.02.2018 02:00;58612;58949
02.02.2018 02:00; 02.02.2018 02:15;58298;58607
02.02.2018 02:15; 02.02.2018 02:30;58173;58225
02.02.2018 02:30; 02.02.2018 02:45;58229;58122
02.02.2018 02:45; 02.02.2018 03:00;58323;57925
02.02.2018 03:00; 02.02.2018 03:15;58256;58267
02.02.2018 03:15; 02.02.2018 03:30;58285;58195
02.02.2018 03:30; 02.02.2018 03:45;58388;57981
02.02.2018 03:45; 02.02.2018 04:00;58561;58238
02.02.2018 04:00; 02.02.2018 04:15;59135;58819
02.02.2018 04:15; 02.02.2018 04:30;59557;59191
02.02.2018 04:30; 02.02.2018 04:45;60067;60133
02.02.2018 04:45; 02.02.2018 05:00;60553;60000
02.02.2018 05:00; 02.02.2018 05:15;61982;61525
02.02.2018 05:15; 02.02.2018 05:30;62650;61934
02.02.2018 05:30; 02.02.2018 05:45;63716;62974
02.02.2018 05:45; 02.02.2018 06:00;65173;64640
02.02.2018 06:00; 02.02.2018 06:15;68179;68166
02.02.2018 06:15; 02.02.2018 06:30;70389;70310
02.02.2018 06:30; 02.02.2018 06:45;72094;72825
02.02.2018 06:45; 02.02.2018 07:00;74101;74780
02.02.2018 07:00; 02.02.2018 07:15;76332;77294
02.02.2018 07:15; 02.02.2018 07:30;77637;78635
02.02.2018 07:30; 02.02.2018 07:45;79402;79687
02.02.2018 07:45; 02.02.2018 08:00;80061;80356
02.02.2018 08:00; 02.02.2018 08:15;80973;80737
02.02.2018 08:15; 02.02.2018 08:30;81279;81194
02.02.2018 08:30; 02.02.2018 08:45;81676;81656
02.02.2018 08:45; 02.02.2018 09:00;81887;81885
02.02.2018 09:00; 02.02.2018 09:15;81735;81640
02.02.2018 09:15; 02.02.2018 09:30;81774;81599
02.02.2018 09:30; 02.02.2018 09:45;82107;82119
02.02.2018 09:45; 02.02.2018 10:00;82351;82071
02.02.2018 10:00; 02.02.2018 10:15;82308;82290
02.02.2018 10:15; 02.02.2018 10:30;82428;82257
02.02.2018 10:30; 02.02.2018 10:45;82769;82265
02.02.2018 10:45; 02.02.2018 11:00;83099;82148
02.02.2018 11:00; 02.02.2018 11:15;83172;82713
02.02.2018 11:15; 02.02.2018 11:30;83422;83193
02.02.2018 11:30; 02.02.2018 11:45;83517;83540
02.02.2018 11:45; 02.02.2018 12:00;83639;83271
02.02.2018 12:00; 02.02.2018 12:15;82647;82823
02.02.2018 12:15; 02.02.2018 12:30;82664;82241
02.02.2018 12:30; 02.02.2018 12:45;82324;82052
02.02.2018 12:45; 02.02.2018 13:00;82407;81411
02.02.2018 13:00; 02.02.2018 13:15;81879;81633
02.02.2018 13:15; 02.02.2018 13:30;81236;81384
02.02.2018 13:30; 02.02.2018 13:45;80760;80612
02.02.2018 13:45; 02.02.2018 14:00;80069;79918
02.02.2018 14:00; 02.02.2018 14:15;79711;79301
02.02.2018 14:15; 02.02.2018 14:30;79174;78880
02.02.2018 14:30; 02.02.2018 14:45;79105;78526
02.02.2018 14:45; 02.02.2018 15:00;78818;77967
02.02.2018 15:00; 02.02.2018 15:15;78117;78214
02.02.2018 15:15; 02.02.2018 15:30;78167;77881
02.02.2018 15:30; 02.02.2018 15:45;78095;77292
02.02.2018 15:45; 02.02.2018 16:00;77735;76806
02.02.2018 16:00; 02.02.2018 16:15;77971;77126
02.02.2018 16:15; 02.02.2018 16:30;77395;76715
02.02.2018 16:30; 02.02.2018 16:45;76759;77027
02.02.2018 16:45; 02.02.2018 17:00;78300;77048
02.02.2018 17:00; 02.02.2018 17:15;79315;78164
02.02.2018 17:15; 02.02.2018 17:30;79808;79120
02.02.2018 17:30; 02.02.2018 17:45;80760;80118
02.02.2018 17:45; 02.02.2018 18:00;81255;80687
02.02.2018 18:00; 02.02.2018 18:15;81245;80586
02.02.2018 18:15; 02.02.2018 18:30;81213;80175
02.02.2018 18:30; 02.02.2018 18:45;81171;79972
02.02.2018 18:45; 02.02.2018 19:00;80812;79570
02.02.2018 19:00; 02.02.2018 19:15;79931;78770
02.02.2018 19:15; 02.02.2018 19:30;79156;77831
02.02.2018 19:30; 02.02.2018 19:45;78525;77040
02.02.2018 19:45; 02.02.2018 20:00;77746;76029
02.02.2018 20:00; 02.02.2018 20:15;76308;74749
02.02.2018 20:15; 02.02.2018 20:30;74865;73476
02.02.2018 20:30; 02.02.2018 20:45;73681;72367
02.02.2018 20:45; 02.02.2018 21:00;72699;71019
02.02.2018 21:00; 02.02.2018 21:15;71328;70375
02.02.2018 21:15; 02.02.2018 21:30;70701;69615
02.02.2018 21:30; 02.02.2018 21:45;70152;68647
02.02.2018 21:45; 02.02.2018 22:00;69285;67627
02.02.2018 22:00; 02.02.2018 22:15;69447;68024
02.02.2018 22:15; 02.02.2018 22:30;68786;67316
02.02.2018 22:30; 02.02.2018 22:45;67798;65972
02.02.2018 22:45; 02.02.2018 23:00;66520;64987
02.02.2018 23:00; 02.02.2018 23:15;65154;63851
02.02.2018 23:15; 02.02.2018 23:30;64023;62421
02.02.2018 23:30; 02.02.2018 23:45;63040;61176
02.02.2018 23:45; 03.02.2018 00:00;61886;60304
03.02.2018 00:00; 03.02.2018 00:15;61262;59248
03.02.2018 00:15; 03.02.2018 00:30;60486;58431
03.02.2018 00:30; 03.02.2018 00:45;59824;57596
03.02.2018 00:45; 03.02.2018 01:00;59153;57068
03.02.2018 01:00; 03.02.2018 01:15;58438;56369
03.02.2018 01:15; 03.02.2018 01:30;57893;55812
03.02.2018 01:30; 03.02.2018 01:45;57427;55188
03.02.2018 01:45; 03.02.2018 02:00;57059;54928
03.02.2018 02:00; 03.02.2018 02:15;56697;54384
03.02.2018 02:15; 03.02.2018 02:30;56411;54201
03.02.2018 02:30; 03.02.2018 02:45;56387;53777
03.02.2018 02:45; 03.02.2018 03:00;56306;53632
03.02.2018 03:00; 03.02.2018 03:15;56201;53444
03.02.2018 03:15; 03.02.2018 03:30;56066;53451
03.02.2018 03:30; 03.02.2018 03:45;56076;53492
03.02.2018 03:45; 03.02.2018 04:00;55946;53604
03.02.2018 04:00; 03.02.2018 04:15;56104;53645
03.02.2018 04:15; 03.02.2018 04:30;56156;53754
03.02.2018 04:30; 03.02.2018 04:45;56276;53587
03.02.2018 04:45; 03.02.2018 05:00;56282;53757
03.02.2018 05:00; 03.02.2018 05:15;56672;53452
03.02.2018 05:15; 03.02.2018 05:30;56437;53522
03.02.2018 05:30; 03.02.2018 05:45;56647;53317
03.02.2018 05:45; 03.02.2018 06:00;56780;53615
03.02.2018 06:00; 03.02.2018 06:15;56959;53804
03.02.2018 06:15; 03.02.2018 06:30;57779;54346
03.02.2018 06:30; 03.02.2018 06:45;58523;54864
03.02.2018 06:45; 03.02.2018 07:00;59351;56056
03.02.2018 07:00; 03.02.2018 07:15;60874;57364
03.02.2018 07:15; 03.02.2018 07:30;61932;58299
03.02.2018 07:30; 03.02.2018 07:45;63581;59119
03.02.2018 07:45; 03.02.2018 08:00;64523;60267
03.02.2018 08:00; 03.02.2018 08:15;65599;61863
03.02.2018 08:15; 03.02.2018 08:30;66292;62702
03.02.2018 08:30; 03.02.2018 08:45;67074;63609
03.02.2018 08:45; 03.02.2018 09:00;67851;64698
03.02.2018 09:00; 03.02.2018 09:15;68704;65895
03.02.2018 09:15; 03.02.2018 09:30;69401;66659
03.02.2018 09:30; 03.02.2018 09:45;70132;67309
03.02.2018 09:45; 03.02.2018 10:00;70594;67597
03.02.2018 10:00; 03.02.2018 10:15;70917;68060
03.02.2018 10:15; 03.02.2018 10:30;71213;68419
03.02.2018 10:30; 03.02.2018 10:45;71574;68792
03.02.2018 10:45; 03.02.2018 11:00;71628;68684
03.02.2018 11:00; 03.02.2018 11:15;71796;68768
03.02.2018 11:15; 03.02.2018 11:30;72153;69122
03.02.2018 11:30; 03.02.2018 11:45;72367;69431
03.02.2018 11:45; 03.02.2018 12:00;72018;68953
03.02.2018 12:00; 03.02.2018 12:15;71680;68724
03.02.2018 12:15; 03.02.2018 12:30;71570;68603
03.02.2018 12:30; 03.02.2018 12:45;71279;68319
03.02.2018 12:45; 03.02.2018 13:00;70953;67729
03.02.2018 13:00; 03.02.2018 13:15;70353;67381
03.02.2018 13:15; 03.02.2018 13:30;69726;66680
03.02.2018 13:30; 03.02.2018 13:45;69306;66486
03.02.2018 13:45; 03.02.2018 14:00;68486;65931
03.02.2018 14:00; 03.02.2018 14:15;68059;65366
03.02.2018 14:15; 03.02.2018 14:30;67485;64791
03.02.2018 14:30; 03.02.2018 14:45;67342;64573
03.02.2018 14:45; 03.02.2018 15:00;67482;64490
03.02.2018 15:00; 03.02.2018 15:15;67808;64554
03.02.2018 15:15; 03.02.2018 15:30;67329;64451
03.02.2018 15:30; 03.02.2018 15:45;67304;64061
03.02.2018 15:45; 03.02.2018 16:00;67426;63945
03.02.2018 16:00; 03.02.2018 16:15;67755;63979
03.02.2018 16:15; 03.02.2018 16:30;68034;63996
03.02.2018 16:30; 03.02.2018 16:45;68316;64243
03.02.2018 16:45; 03.02.2018 17:00;68683;64288
03.02.2018 17:00; 03.02.2018 17:15;69859;65509
03.02.2018 17:15; 03.02.2018 17:30;70633;67078
03.02.2018 17:30; 03.02.2018 17:45;71889;68686
03.02.2018 17:45; 03.02.2018 18:00;72687;69607
03.02.2018 18:00; 03.02.2018 18:15;72819;70399
03.02.2018 18:15; 03.02.2018 18:30;72922;70321
03.02.2018 18:30; 03.02.2018 18:45;72761;70034
03.02.2018 18:45; 03.02.2018 19:00;72586;69514
03.02.2018 19:00; 03.02.2018 19:15;71959;69005
03.02.2018 19:15; 03.02.2018 19:30;71452;68083
03.02.2018 19:30; 03.02.2018 19:45;70871;67254
03.02.2018 19:45; 03.02.2018 20:00;70076;66288
03.02.2018 20:00; 03.02.2018 20:15;68642;65240
03.02.2018 20:15; 03.02.2018 20:30;67388;64002
03.02.2018 20:30; 03.02.2018 20:45;66242;62688
03.02.2018 20:45; 03.02.2018 21:00;65561;61982
03.02.2018 21:00; 03.02.2018 21:15;64391;61468
03.02.2018 21:15; 03.02.2018 21:30;63984;60914
03.02.2018 21:30; 03.02.2018 21:45;63880;60216
03.02.2018 21:45; 03.02.2018 22:00;63486;59872
03.02.2018 22:00; 03.02.2018 22:15;64230;60475
03.02.2018 22:15; 03.02.2018 22:30;63598;60257
03.02.2018 22:30; 03.02.2018 22:45;62810;59540
03.02.2018 22:45; 03.02.2018 23:00;61620;58846
03.02.2018 23:00; 03.02.2018 23:15;60643;57964
03.02.2018 23:15; 03.02.2018 23:30;59756;56933
03.02.2018 23:30; 03.02.2018 23:45;58912;56438
03.02.2018 23:45; 04.02.2018 00:00;58206;55637
04.02.2018 00:00; 04.02.2018 00:15;57381;54545
04.02.2018 00:15; 04.02.2018 00:30;56730;53581
04.02.2018 00:30; 04.02.2018 00:45;56207;53042
04.02.2018 00:45; 04.02.2018 01:00;55592;52366
04.02.2018 01:00; 04.02.2018 01:15;54862;51397
04.02.2018 01:15; 04.02.2018 01:30;54293;50731
04.02.2018 01:30; 04.02.2018 01:45;53966;50480
04.02.2018 01:45; 04.02.2018 02:00;53637;50002
04.02.2018 02:00; 04.02.2018 02:15;53382;49569
04.02.2018 02:15; 04.02.2018 02:30;53088;49416
04.02.2018 02:30; 04.02.2018 02:45;52974;49520
04.02.2018 02:45; 04.02.2018 03:00;52934;49324
04.02.2018 03:00; 04.02.2018 03:15;52775;48937
04.02.2018 03:15; 04.02.2018 03:30;52748;48631
04.02.2018 03:30; 04.02.2018 03:45;52752;48878
04.02.2018 03:45; 04.02.2018 04:00;52656;48873
04.02.2018 04:00; 04.02.2018 04:15;52668;48829
04.02.2018 04:15; 04.02.2018 04:30;52671;48758
04.02.2018 04:30; 04.02.2018 04:45;52763;49052
04.02.2018 04:45; 04.02.2018 05:00;52753;48978
04.02.2018 05:00; 04.02.2018 05:15;52904;48976
04.02.2018 05:15; 04.02.2018 05:30;52665;48534
04.02.2018 05:30; 04.02.2018 05:45;52746;48498
04.02.2018 05:45; 04.02.2018 06:00;52703;47939
04.02.2018 06:00; 04.02.2018 06:15;52281;47276
04.02.2018 06:15; 04.02.2018 06:30;52780;47337
04.02.2018 06:30; 04.02.2018 06:45;53094;47594
04.02.2018 06:45; 04.02.2018 07:00;53574;48247
04.02.2018 07:00; 04.02.2018 07:15;54429;49505
04.02.2018 07:15; 04.02.2018 07:30;55009;50050
04.02.2018 07:30; 04.02.2018 07:45;56465;50397
04.02.2018 07:45; 04.02.2018 08:00;57175;50934
04.02.2018 08:00; 04.02.2018 08:15;58155;52392
04.02.2018 08:15; 04.02.2018 08:30;58827;53687
04.02.2018 08:30; 04.02.2018 08:45;59771;54924
04.02.2018 08:45; 04.02.2018 09:00;60536;56214
04.02.2018 09:00; 04.02.2018 09:15;61650;57538
04.02.2018 09:15; 04.02.2018 09:30;62511;58451
04.02.2018 09:30; 04.02.2018 09:45;63268;59257
04.02.2018 09:45; 04.02.2018 10:00;63819;59905
04.02.2018 10:00; 04.02.2018 10:15;64379;60760
04.02.2018 10:15; 04.02.2018 10:30;65079;61374
04.02.2018 10:30; 04.02.2018 10:45;65582;62000
04.02.2018 10:45; 04.02.2018 11:00;66154;62646
04.02.2018 11:00; 04.02.2018 11:15;66545;63674
04.02.2018 11:15; 04.02.2018 11:30;67204;64747
04.02.2018 11:30; 04.02.2018 11:45;67670;65057
04.02.2018 11:45; 04.02.2018 12:00;67187;64895
04.02.2018 12:00; 04.02.2018 12:15;67032;64766
04.02.2018 12:15; 04.02.2018 12:30;67195;64555
04.02.2018 12:30; 04.02.2018 12:45;66543;64117
04.02.2018 12:45; 04.02.2018 13:00;65970;63811
04.02.2018 13:00; 04.02.2018 13:15;65511;62518
04.02.2018 13:15; 04.02.2018 13:30;64720;61999
04.02.2018 13:30; 04.02.2018 13:45;64720;61397
04.02.2018 13:45; 04.02.2018 14:00;63866;60823
04.02.2018 14:00; 04.02.2018 14:15;63512;60251
04.02.2018 14:15; 04.02.2018 14:30;62902;59952
04.02.2018 14:30; 04.02.2018 14:45;62945;59534
04.02.2018 14:45; 04.02.2018 15:00;62945;59415
04.02.2018 15:00; 04.02.2018 15:15;63239;59375
04.02.2018 15:15; 04.02.2018 15:30;62761;59203
04.02.2018 15:30; 04.02.2018 15:45;62605;59388
04.02.2018 15:45; 04.02.2018 16:00;62435;59043
04.02.2018 16:00; 04.02.2018 16:15;63180;59251
04.02.2018 16:15; 04.02.2018 16:30;63286;59292
04.02.2018 16:30; 04.02.2018 16:45;63526;59531
04.02.2018 16:45; 04.02.2018 17:00;64011;60272
04.02.2018 17:00; 04.02.2018 17:15;65660;61754
04.02.2018 17:15; 04.02.2018 17:30;66613;63334
04.02.2018 17:30; 04.02.2018 17:45;68042;65056
04.02.2018 17:45; 04.02.2018 18:00;69115;66184
04.02.2018 18:00; 04.02.2018 18:15;69920;67241
04.02.2018 18:15; 04.02.2018 18:30;70202;67446
04.02.2018 18:30; 04.02.2018 18:45;70177;67419
04.02.2018 18:45; 04.02.2018 19:00;70049;67001
04.02.2018 19:00; 04.02.2018 19:15;69800;66939
04.02.2018 19:15; 04.02.2018 19:30;69379;66772
04.02.2018 19:30; 04.02.2018 19:45;68964;66207
04.02.2018 19:45; 04.02.2018 20:00;68211;65504
04.02.2018 20:00; 04.02.2018 20:15;67406;64726
04.02.2018 20:15; 04.02.2018 20:30;66646;64383
04.02.2018 20:30; 04.02.2018 20:45;65364;63496
04.02.2018 20:45; 04.02.2018 21:00;64850;62730
04.02.2018 21:00; 04.02.2018 21:15;63923;61780
04.02.2018 21:15; 04.02.2018 21:30;63643;61627
04.02.2018 21:30; 04.02.2018 21:45;63629;61322
04.02.2018 21:45; 04.02.2018 22:00;63655;61319
04.02.2018 22:00; 04.02.2018 22:15;64588;62929
04.02.2018 22:15; 04.02.2018 22:30;63940;62899
04.02.2018 22:30; 04.02.2018 22:45;63409;62029
04.02.2018 22:45; 04.02.2018 23:00;62398;61262
04.02.2018 23:00; 04.02.2018 23:15;61225;60046
04.02.2018 23:15; 04.02.2018 23:30;60324;59541
04.02.2018 23:30; 04.02.2018 23:45;59324;58617
04.02.2018 23:45; 05.02.2018 00:00;58654;57888
05.02.2018 00:00; 05.02.2018 00:15;59521;57397
05.02.2018 00:15; 05.02.2018 00:30;58841;56755
05.02.2018 00:30; 05.02.2018 00:45;58168;55988
05.02.2018 00:45; 05.02.2018 01:00;57604;55490
05.02.2018 01:00; 05.02.2018 01:15;57054;54752
05.02.2018 01:15; 05.02.2018 01:30;56684;54285
05.02.2018 01:30; 05.02.2018 01:45;56442;54183
05.02.2018 01:45; 05.02.2018 02:00;56136;53924
05.02.2018 02:00; 05.02.2018 02:15;55953;53719
05.02.2018 02:15; 05.02.2018 02:30;55865;53887
05.02.2018 02:30; 05.02.2018 02:45;55918;53823
05.02.2018 02:45; 05.02.2018 03:00;55878;53648
05.02.2018 03:00; 05.02.2018 03:15;55894;53678
05.02.2018 03:15; 05.02.2018 03:30;55944;53821
05.02.2018 03:30; 05.02.2018 03:45;56128;54007
05.02.2018 03:45; 05.02.2018 04:00;56391;54067
05.02.2018 04:00; 05.02.2018 04:15;57082;54604
05.02.2018 04:15; 05.02.2018 04:30;57500;54969
05.02.2018 04:30; 05.02.2018 04:45;58059;55647
05.02.2018 04:45; 05.02.2018 05:00;58608;56305
05.02.2018 05:00; 05.02.2018 05:15;60336;57870
05.02.2018 05:15; 05.02.2018 05:30;61129;58852
05.02.2018 05:30; 05.02.2018 05:45;62612;60156
05.02.2018 05:45; 05.02.2018 06:00;64494;61888
05.02.2018 06:00; 05.02.2018 06:15;67736;65470
05.02.2018 06:15; 05.02.2018 06:30;70603;68034
05.02.2018 06:30; 05.02.2018 06:45;72594;70492
05.02.2018 06:45; 05.02.2018 07:00;74491;72623
05.02.2018 07:00; 05.02.2018 07:15;77109;74993
05.02.2018 07:15; 05.02.2018 07:30;78267;76141
05.02.2018 07:30; 05.02.2018 07:45;79308;77207
05.02.2018 07:45; 05.02.2018 08:00;80127;77847
05.02.2018 08:00; 05.02.2018 08:15;81149;78974
05.02.2018 08:15; 05.02.2018 08:30;81385;79658
05.02.2018 08:30; 05.02.2018 08:45;81763;80228
05.02.2018 08:45; 05.02.2018 09:00;81883;80399
05.02.2018 09:00; 05.02.2018 09:15;81750;80247
05.02.2018 09:15; 05.02.2018 09:30;82149;80734
05.02.2018 09:30; 05.02.2018 09:45;82559;81180
05.02.2018 09:45; 05.02.2018 10:00;82751;81339
05.02.2018 10:00; 05.02.2018 10:15;82916;81585
05.02.2018 10:15; 05.02.2018 10:30;83166;81443
05.02.2018 10:30; 05.02.2018 10:45;83497;81755
05.02.2018 10:45; 05.02.2018 11:00;83720;81401
05.02.2018 11:00; 05.02.2018 11:15;83878;81624
05.02.2018 11:15; 05.02.2018 11:30;84209;81790
05.02.2018 11:30; 05.02.2018 11:45;84314;81835
05.02.2018 11:45; 05.02.2018 12:00;84746;81448
05.02.2018 12:00; 05.02.2018 12:15;83560;81274
05.02.2018 12:15; 05.02.2018 12:30;83297;80852
05.02.2018 12:30; 05.02.2018 12:45;83162;80430
05.02.2018 12:45; 05.02.2018 13:00;83533;80549
05.02.2018 13:00; 05.02.2018 13:15;83338;80785
05.02.2018 13:15; 05.02.2018 13:30;83023;80820
05.02.2018 13:30; 05.02.2018 13:45;82644;80237
05.02.2018 13:45; 05.02.2018 14:00;81838;79877
05.02.2018 14:00; 05.02.2018 14:15;81628;80305
05.02.2018 14:15; 05.02.2018 14:30;81350;79893
05.02.2018 14:30; 05.02.2018 14:45;81087;79462
05.02.2018 14:45; 05.02.2018 15:00;80593;79028
05.02.2018 15:00; 05.02.2018 15:15;79384;78841
05.02.2018 15:15; 05.02.2018 15:30;80761;78232
05.02.2018 15:30; 05.02.2018 15:45;80774;78161
05.02.2018 15:45; 05.02.2018 16:00;80290;77851
05.02.2018 16:00; 05.02.2018 16:15;80381;77616
05.02.2018 16:15; 05.02.2018 16:30;79381;77577
05.02.2018 16:30; 05.02.2018 16:45;77379;77714
05.02.2018 16:45; 05.02.2018 17:00;77680;77784
05.02.2018 17:00; 05.02.2018 17:15;78475;77986
05.02.2018 17:15; 05.02.2018 17:30;79116;78863
05.02.2018 17:30; 05.02.2018 17:45;79965;80380
05.02.2018 17:45; 05.02.2018 18:00;80820;82003
05.02.2018 18:00; 05.02.2018 18:15;80991;82634
05.02.2018 18:15; 05.02.2018 18:30;81106;82498
05.02.2018 18:30; 05.02.2018 18:45;81116;82607
05.02.2018 18:45; 05.02.2018 19:00;81030;82254
05.02.2018 19:00; 05.02.2018 19:15;80596;82025
05.02.2018 19:15; 05.02.2018 19:30;80017;81136
05.02.2018 19:30; 05.02.2018 19:45;79438;80631
05.02.2018 19:45; 05.02.2018 20:00;78809;79794
05.02.2018 20:00; 05.02.2018 20:15;77583;78976
05.02.2018 20:15; 05.02.2018 20:30;76575;77317
05.02.2018 20:30; 05.02.2018 20:45;75750;75930
05.02.2018 20:45; 05.02.2018 21:00;75210;75070
05.02.2018 21:00; 05.02.2018 21:15;74286;73904
05.02.2018 21:15; 05.02.2018 21:30;73746;73003
05.02.2018 21:30; 05.02.2018 21:45;73438;72018
05.02.2018 21:45; 05.02.2018 22:00;72033;70857
05.02.2018 22:00; 05.02.2018 22:15;72176;71383
05.02.2018 22:15; 05.02.2018 22:30;71291;70673
05.02.2018 22:30; 05.02.2018 22:45;70366;69750
05.02.2018 22:45; 05.02.2018 23:00;69045;68871
05.02.2018 23:00; 05.02.2018 23:15;67405;67584
05.02.2018 23:15; 05.02.2018 23:30;66374;66587
05.02.2018 23:30; 05.02.2018 23:45;65171;65384
05.02.2018 23:45; 06.02.2018 00:00;64197;64696
06.02.2018 00:00; 06.02.2018 00:15;63573;62979
06.02.2018 00:15; 06.02.2018 00:30;63163;62053
06.02.2018 00:30; 06.02.2018 00:45;62506;61476
06.02.2018 00:45; 06.02.2018 01:00;61801;60936
06.02.2018 01:00; 06.02.2018 01:15;61135;60497
06.02.2018 01:15; 06.02.2018 01:30;60680;60360
06.02.2018 01:30; 06.02.2018 01:45;60387;60181
06.02.2018 01:45; 06.02.2018 02:00;60093;59838
06.02.2018 02:00; 06.02.2018 02:15;59772;59463
06.02.2018 02:15; 06.02.2018 02:30;59577;59256
06.02.2018 02:30; 06.02.2018 02:45;59641;59505
06.02.2018 02:45; 06.02.2018 03:00;59661;59496
06.02.2018 03:00; 06.02.2018 03:15;59728;59237
06.02.2018 03:15; 06.02.2018 03:30;59713;59091
06.02.2018 03:30; 06.02.2018 03:45;59924;59031
06.02.2018 03:45; 06.02.2018 04:00;59966;59237
06.02.2018 04:00; 06.02.2018 04:15;60601;59634
06.02.2018 04:15; 06.02.2018 04:30;60848;59871
06.02.2018 04:30; 06.02.2018 04:45;61351;60378
06.02.2018 04:45; 06.02.2018 05:00;61916;61109
06.02.2018 05:00; 06.02.2018 05:15;63075;62041
06.02.2018 05:15; 06.02.2018 05:30;63973;62648
06.02.2018 05:30; 06.02.2018 05:45;65097;64084
06.02.2018 05:45; 06.02.2018 06:00;66493;65426
06.02.2018 06:00; 06.02.2018 06:15;69444;67977
06.02.2018 06:15; 06.02.2018 06:30;71856;70308
06.02.2018 06:30; 06.02.2018 06:45;73902;72535
06.02.2018 06:45; 06.02.2018 07:00;75821;74677
06.02.2018 07:00; 06.02.2018 07:15;78045;76365
06.02.2018 07:15; 06.02.2018 07:30;79249;77235
06.02.2018 07:30; 06.02.2018 07:45;80839;78223
06.02.2018 07:45; 06.02.2018 08:00;81654;78831
06.02.2018 08:00; 06.02.2018 08:15;82293;79999
06.02.2018 08:15; 06.02.2018 08:30;82537;80640
06.02.2018 08:30; 06.02.2018 08:45;82892;81113
06.02.2018 08:45; 06.02.2018 09:00;82881;81099
06.02.2018 09:00; 06.02.2018 09:15;82625;80636
06.02.2018 09:15; 06.02.2018 09:30;82849;80671
06.02.2018 09:30; 06.02.2018 09:45;83179;80969
06.02.2018 09:45; 06.02.2018 10:00;83509;80806
06.02.2018 10:00; 06.02.2018 10:15;83671;81187
06.02.2018 10:15; 06.02.2018 10:30;83816;81403
06.02.2018 10:30; 06.02.2018 10:45;84129;81325
06.02.2018 10:45; 06.02.2018 11:00;84293;81697
06.02.2018 11:00; 06.02.2018 11:15;84380;81363
06.02.2018 11:15; 06.02.2018 11:30;84694;82057
06.02.2018 11:30; 06.02.2018 11:45;84847;81951
06.02.2018 11:45; 06.02.2018 12:00;84522;81590
06.02.2018 12:00; 06.02.2018 12:15;84187;81282
06.02.2018 12:15; 06.02.2018 12:30;84120;80904
06.02.2018 12:30; 06.02.2018 12:45;84105;80784
06.02.2018 12:45; 06.02.2018 13:00;84504;80456
06.02.2018 13:00; 06.02.2018 13:15;84364;80690
06.02.2018 13:15; 06.02.2018 13:30;84028;80287
06.02.2018 13:30; 06.02.2018 13:45;83818;79384
06.02.2018 13:45; 06.02.2018 14:00;82948;78586
06.02.2018 14:00; 06.02.2018 14:15;82581;78640
06.02.2018 14:15; 06.02.2018 14:30;82252;79005
06.02.2018 14:30; 06.02.2018 14:45;82251;78520
06.02.2018 14:45; 06.02.2018 15:00;82066;78168
06.02.2018 15:00; 06.02.2018 15:15;81913;78313
06.02.2018 15:15; 06.02.2018 15:30;81614;77664
06.02.2018 15:30; 06.02.2018 15:45;81335;77537
06.02.2018 15:45; 06.02.2018 16:00;81059;77497
06.02.2018 16:00; 06.02.2018 16:15;80970;77546
06.02.2018 16:15; 06.02.2018 16:30;80541;77308
06.02.2018 16:30; 06.02.2018 16:45;80301;77383
06.02.2018 16:45; 06.02.2018 17:00;81177;77520
06.02.2018 17:00; 06.02.2018 17:15;81858;77972
06.02.2018 17:15; 06.02.2018 17:30;82401;79258
