Begin;End;Load Forecast;Actual Load
01.01.2018 00:00; 01.01.2018 00:15;49460;49041
01.01.2018 00:15; 01.01.2018 00:30;48552;48289
01.01.2018 00:30; 01.01.2018 00:45;47996;47859
01.01.2018 00:45; 01.01.2018 01:00;47412;47568
01.01.2018 01:00; 01.01.2018 01:15;46841;47645
01.01.2018 01:15; 01.01.2018 01:30;46327;47129
01.01.2018 01:30; 01.01.2018 01:45;45856;46513
01.01.2018 01:45; 01.01.2018 02:00;45535;46661
01.01.2018 02:00; 01.01.2018 02:15;45217;46816
01.01.2018 02:15; 01.01.2018 02:30;45036;45955
01.01.2018 02:30; 01.01.2018 02:45;44844;45717
01.01.2018 02:45; 01.01.2018 03:00;44730;44922
01.01.2018 03:00; 01.01.2018 03:15;44590;44522
01.01.2018 03:15; 01.01.2018 03:30;44567;44499
01.01.2018 03:30; 01.01.2018 03:45;44573;44311
01.01.2018 03:45; 01.01.2018 04:00;44616;44154
01.01.2018 04:00; 01.01.2018 04:15;44755;44209
01.01.2018 04:15; 01.01.2018 04:30;44861;44203
01.01.2018 04:30; 01.01.2018 04:45;44939;44315
01.01.2018 04:45; 01.01.2018 05:00;44904;44133
01.01.2018 05:00; 01.01.2018 05:15;45298;44849
01.01.2018 05:15; 01.01.2018 05:30;45143;44773
01.01.2018 05:30; 01.01.2018 05:45;45150;44470
01.01.2018 05:45; 01.01.2018 06:00;44856;44235
01.01.2018 06:00; 01.01.2018 06:15;44049;43904
01.01.2018 06:15; 01.01.2018 06:30;44394;43531
01.01.2018 06:30; 01.01.2018 06:45;44465;43523
01.01.2018 06:45; 01.01.2018 07:00;44829;43717
01.01.2018 07:00; 01.01.2018 07:15;45332;43922
01.01.2018 07:15; 01.01.2018 07:30;45853;44208
01.01.2018 07:30; 01.01.2018 07:45;46679;44576
01.01.2018 07:45; 01.01.2018 08:00;47840;44464
01.01.2018 08:00; 01.01.2018 08:15;48794;44882
01.01.2018 08:15; 01.01.2018 08:30;49395;45191
01.01.2018 08:30; 01.01.2018 08:45;50066;45766
01.01.2018 08:45; 01.01.2018 09:00;50765;46588
01.01.2018 09:00; 01.01.2018 09:15;51950;47153
01.01.2018 09:15; 01.01.2018 09:30;52905;47925
01.01.2018 09:30; 01.01.2018 09:45;53378;48804
01.01.2018 09:45; 01.01.2018 10:00;53922;49560
01.01.2018 10:00; 01.01.2018 10:15;54842;50023
01.01.2018 10:15; 01.01.2018 10:30;55694;50504
01.01.2018 10:30; 01.01.2018 10:45;56226;51437
01.01.2018 10:45; 01.01.2018 11:00;56888;51878
01.01.2018 11:00; 01.01.2018 11:15;57688;52639
01.01.2018 11:15; 01.01.2018 11:30;58377;53610
01.01.2018 11:30; 01.01.2018 11:45;58989;54382
01.01.2018 11:45; 01.01.2018 12:00;59894;54881
01.01.2018 12:00; 01.01.2018 12:15;59176;55344
01.01.2018 12:15; 01.01.2018 12:30;58954;55571
01.01.2018 12:30; 01.01.2018 12:45;58588;56090
01.01.2018 12:45; 01.01.2018 13:00;58058;55950
01.01.2018 13:00; 01.01.2018 13:15;57707;55592
01.01.2018 13:15; 01.01.2018 13:30;57006;54989
01.01.2018 13:30; 01.01.2018 13:45;56503;54879
01.01.2018 13:45; 01.01.2018 14:00;55934;54164
01.01.2018 14:00; 01.01.2018 14:15;55493;53855
01.01.2018 14:15; 01.01.2018 14:30;54986;53716
01.01.2018 14:30; 01.01.2018 14:45;54877;53635
01.01.2018 14:45; 01.01.2018 15:00;54794;53601
01.01.2018 15:00; 01.01.2018 15:15;54487;53308
01.01.2018 15:15; 01.01.2018 15:30;54653;53284
01.01.2018 15:30; 01.01.2018 15:45;54907;53589
01.01.2018 15:45; 01.01.2018 16:00;54966;53378
01.01.2018 16:00; 01.01.2018 16:15;55656;54109
01.01.2018 16:15; 01.01.2018 16:30;56003;54918
01.01.2018 16:30; 01.01.2018 16:45;56257;56276
01.01.2018 16:45; 01.01.2018 17:00;58150;57620
01.01.2018 17:00; 01.01.2018 17:15;59694;58955
01.01.2018 17:15; 01.01.2018 17:30;60557;59802
01.01.2018 17:30; 01.01.2018 17:45;61186;60246
01.01.2018 17:45; 01.01.2018 18:00;61480;60274
01.01.2018 18:00; 01.01.2018 18:15;62014;60502
01.01.2018 18:15; 01.01.2018 18:30;62043;60717
01.01.2018 18:30; 01.01.2018 18:45;61892;60857
01.01.2018 18:45; 01.01.2018 19:00;61663;60309
01.01.2018 19:00; 01.01.2018 19:15;61412;59670
01.01.2018 19:15; 01.01.2018 19:30;60872;59225
01.01.2018 19:30; 01.01.2018 19:45;60501;58882
01.01.2018 19:45; 01.01.2018 20:00;60255;58616
01.01.2018 20:00; 01.01.2018 20:15;59466;57358
01.01.2018 20:15; 01.01.2018 20:30;58617;56548
01.01.2018 20:30; 01.01.2018 20:45;57999;55787
01.01.2018 20:45; 01.01.2018 21:00;57366;54934
01.01.2018 21:00; 01.01.2018 21:15;56630;54812
01.01.2018 21:15; 01.01.2018 21:30;56530;54377
01.01.2018 21:30; 01.01.2018 21:45;57312;53897
01.01.2018 21:45; 01.01.2018 22:00;55849;53852
01.01.2018 22:00; 01.01.2018 22:15;56822;54621
01.01.2018 22:15; 01.01.2018 22:30;56334;53928
01.01.2018 22:30; 01.01.2018 22:45;55461;53127
01.01.2018 22:45; 01.01.2018 23:00;54582;52534
01.01.2018 23:00; 01.01.2018 23:15;53774;51194
01.01.2018 23:15; 01.01.2018 23:30;53019;50380
01.01.2018 23:30; 01.01.2018 23:45;52095;49493
01.01.2018 23:45; 02.01.2018 00:00;51781;48557
02.01.2018 00:00; 02.01.2018 00:15;51938;48157
02.01.2018 00:15; 02.01.2018 00:30;51222;47072
02.01.2018 00:30; 02.01.2018 00:45;50747;46339
02.01.2018 00:45; 02.01.2018 01:00;50558;45723
02.01.2018 01:00; 02.01.2018 01:15;50062;45261
02.01.2018 01:15; 02.01.2018 01:30;49659;44722
02.01.2018 01:30; 02.01.2018 01:45;49396;44589
02.01.2018 01:45; 02.01.2018 02:00;49089;44413
02.01.2018 02:00; 02.01.2018 02:15;48785;44221
02.01.2018 02:15; 02.01.2018 02:30;48762;43932
02.01.2018 02:30; 02.01.2018 02:45;48601;43905
02.01.2018 02:45; 02.01.2018 03:00;48553;43955
02.01.2018 03:00; 02.01.2018 03:15;48593;44083
02.01.2018 03:15; 02.01.2018 03:30;48709;44208
02.01.2018 03:30; 02.01.2018 03:45;48717;44522
02.01.2018 03:45; 02.01.2018 04:00;48930;44588
02.01.2018 04:00; 02.01.2018 04:15;49509;45142
02.01.2018 04:15; 02.01.2018 04:30;49876;45431
02.01.2018 04:30; 02.01.2018 04:45;50425;46227
02.01.2018 04:45; 02.01.2018 05:00;51048;46764
02.01.2018 05:00; 02.01.2018 05:15;52309;48123
02.01.2018 05:15; 02.01.2018 05:30;53280;48927
02.01.2018 05:30; 02.01.2018 05:45;54650;50094
02.01.2018 05:45; 02.01.2018 06:00;56272;51891
02.01.2018 06:00; 02.01.2018 06:15;59310;54093
02.01.2018 06:15; 02.01.2018 06:30;61509;56363
02.01.2018 06:30; 02.01.2018 06:45;63773;57981
02.01.2018 06:45; 02.01.2018 07:00;65428;59832
02.01.2018 07:00; 02.01.2018 07:15;67372;62689
02.01.2018 07:15; 02.01.2018 07:30;68691;64188
02.01.2018 07:30; 02.01.2018 07:45;69771;65735
02.01.2018 07:45; 02.01.2018 08:00;71024;67001
02.01.2018 08:00; 02.01.2018 08:15;72110;68496
02.01.2018 08:15; 02.01.2018 08:30;72295;69337
02.01.2018 08:30; 02.01.2018 08:45;72675;70267
02.01.2018 08:45; 02.01.2018 09:00;72696;70749
02.01.2018 09:00; 02.01.2018 09:15;72588;71440
02.01.2018 09:15; 02.01.2018 09:30;72954;71858
02.01.2018 09:30; 02.01.2018 09:45;73181;72399
02.01.2018 09:45; 02.01.2018 10:00;73842;72891
02.01.2018 10:00; 02.01.2018 10:15;74076;73312
02.01.2018 10:15; 02.01.2018 10:30;74523;73687
02.01.2018 10:30; 02.01.2018 10:45;75137;74372
02.01.2018 10:45; 02.01.2018 11:00;75336;74661
02.01.2018 11:00; 02.01.2018 11:15;75553;74572
02.01.2018 11:15; 02.01.2018 11:30;75817;75109
02.01.2018 11:30; 02.01.2018 11:45;76022;75799
02.01.2018 11:45; 02.01.2018 12:00;75956;76067
02.01.2018 12:00; 02.01.2018 12:15;75565;75970
02.01.2018 12:15; 02.01.2018 12:30;75723;76003
02.01.2018 12:30; 02.01.2018 12:45;75414;76180
02.01.2018 12:45; 02.01.2018 13:00;75602;76076
02.01.2018 13:00; 02.01.2018 13:15;75476;75810
02.01.2018 13:15; 02.01.2018 13:30;75296;75440
02.01.2018 13:30; 02.01.2018 13:45;74967;74993
02.01.2018 13:45; 02.01.2018 14:00;74206;74544
02.01.2018 14:00; 02.01.2018 14:15;73958;74272
02.01.2018 14:15; 02.01.2018 14:30;73614;73971
02.01.2018 14:30; 02.01.2018 14:45;73587;73579
02.01.2018 14:45; 02.01.2018 15:00;73927;73479
02.01.2018 15:00; 02.01.2018 15:15;74349;73542
02.01.2018 15:15; 02.01.2018 15:30;73314;73060
02.01.2018 15:30; 02.01.2018 15:45;73227;72877
02.01.2018 15:45; 02.01.2018 16:00;73073;72799
02.01.2018 16:00; 02.01.2018 16:15;73578;72969
02.01.2018 16:15; 02.01.2018 16:30;74439;73697
02.01.2018 16:30; 02.01.2018 16:45;75138;74718
02.01.2018 16:45; 02.01.2018 17:00;74796;76032
02.01.2018 17:00; 02.01.2018 17:15;75550;77020
02.01.2018 17:15; 02.01.2018 17:30;75645;77373
02.01.2018 17:30; 02.01.2018 17:45;76141;77508
02.01.2018 17:45; 02.01.2018 18:00;75883;77722
02.01.2018 18:00; 02.01.2018 18:15;75600;77476
02.01.2018 18:15; 02.01.2018 18:30;75631;77077
02.01.2018 18:30; 02.01.2018 18:45;75427;76838
02.01.2018 18:45; 02.01.2018 19:00;75411;76477
02.01.2018 19:00; 02.01.2018 19:15;74795;75983
02.01.2018 19:15; 02.01.2018 19:30;73874;75349
02.01.2018 19:30; 02.01.2018 19:45;73229;74496
02.01.2018 19:45; 02.01.2018 20:00;72575;73492
02.01.2018 20:00; 02.01.2018 20:15;71210;71926
02.01.2018 20:15; 02.01.2018 20:30;69534;70261
02.01.2018 20:30; 02.01.2018 20:45;68893;69207
02.01.2018 20:45; 02.01.2018 21:00;67960;67851
02.01.2018 21:00; 02.01.2018 21:15;66747;67007
02.01.2018 21:15; 02.01.2018 21:30;66103;65921
02.01.2018 21:30; 02.01.2018 21:45;65856;65351
02.01.2018 21:45; 02.01.2018 22:00;64416;64659
02.01.2018 22:00; 02.01.2018 22:15;64389;65130
02.01.2018 22:15; 02.01.2018 22:30;63656;64464
02.01.2018 22:30; 02.01.2018 22:45;62427;63209
02.01.2018 22:45; 02.01.2018 23:00;60958;61943
02.01.2018 23:00; 02.01.2018 23:15;59759;60640
02.01.2018 23:15; 02.01.2018 23:30;58511;59715
02.01.2018 23:30; 02.01.2018 23:45;57392;58879
02.01.2018 23:45; 03.01.2018 00:00;56478;57989
03.01.2018 00:00; 03.01.2018 00:15;56397;56890
03.01.2018 00:15; 03.01.2018 00:30;55879;55984
03.01.2018 00:30; 03.01.2018 00:45;55207;55364
03.01.2018 00:45; 03.01.2018 01:00;54479;55038
03.01.2018 01:00; 03.01.2018 01:15;53787;54424
03.01.2018 01:15; 03.01.2018 01:30;53310;53782
03.01.2018 01:30; 03.01.2018 01:45;52862;53344
03.01.2018 01:45; 03.01.2018 02:00;52540;52909
03.01.2018 02:00; 03.01.2018 02:15;52351;52669
03.01.2018 02:15; 03.01.2018 02:30;52091;52592
03.01.2018 02:30; 03.01.2018 02:45;52019;52517
03.01.2018 02:45; 03.01.2018 03:00;51931;52763
03.01.2018 03:00; 03.01.2018 03:15;51950;52688
03.01.2018 03:15; 03.01.2018 03:30;51949;52996
03.01.2018 03:30; 03.01.2018 03:45;51981;53479
03.01.2018 03:45; 03.01.2018 04:00;52043;53494
03.01.2018 04:00; 03.01.2018 04:15;52439;53866
03.01.2018 04:15; 03.01.2018 04:30;52808;54602
03.01.2018 04:30; 03.01.2018 04:45;53281;54901
03.01.2018 04:45; 03.01.2018 05:00;53885;55519
03.01.2018 05:00; 03.01.2018 05:15;55113;56570
03.01.2018 05:15; 03.01.2018 05:30;55797;57369
03.01.2018 05:30; 03.01.2018 05:45;56836;58846
03.01.2018 05:45; 03.01.2018 06:00;58061;60349
03.01.2018 06:00; 03.01.2018 06:15;60382;62236
03.01.2018 06:15; 03.01.2018 06:30;62325;64716
03.01.2018 06:30; 03.01.2018 06:45;64185;66533
03.01.2018 06:45; 03.01.2018 07:00;65950;68389
03.01.2018 07:00; 03.01.2018 07:15;67943;69904
03.01.2018 07:15; 03.01.2018 07:30;69223;70578
03.01.2018 07:30; 03.01.2018 07:45;71495;72190
03.01.2018 07:45; 03.01.2018 08:00;72544;73741
03.01.2018 08:00; 03.01.2018 08:15;73693;74805
03.01.2018 08:15; 03.01.2018 08:30;74170;75818
03.01.2018 08:30; 03.01.2018 08:45;74411;76616
03.01.2018 08:45; 03.01.2018 09:00;74440;76747
03.01.2018 09:00; 03.01.2018 09:15;74600;77149
03.01.2018 09:15; 03.01.2018 09:30;74838;77774
03.01.2018 09:30; 03.01.2018 09:45;75011;77541
03.01.2018 09:45; 03.01.2018 10:00;75308;78040
03.01.2018 10:00; 03.01.2018 10:15;75611;78393
03.01.2018 10:15; 03.01.2018 10:30;75911;78574
03.01.2018 10:30; 03.01.2018 10:45;76234;79108
03.01.2018 10:45; 03.01.2018 11:00;76380;79898
03.01.2018 11:00; 03.01.2018 11:15;76607;80142
03.01.2018 11:15; 03.01.2018 11:30;76981;80355
03.01.2018 11:30; 03.01.2018 11:45;77225;80560
03.01.2018 11:45; 03.01.2018 12:00;76899;80945
03.01.2018 12:00; 03.01.2018 12:15;76726;80255
03.01.2018 12:15; 03.01.2018 12:30;76816;80481
03.01.2018 12:30; 03.01.2018 12:45;76611;79906
03.01.2018 12:45; 03.01.2018 13:00;76815;79720
03.01.2018 13:00; 03.01.2018 13:15;76778;80121
03.01.2018 13:15; 03.01.2018 13:30;76583;79569
03.01.2018 13:30; 03.01.2018 13:45;76254;79037
03.01.2018 13:45; 03.01.2018 14:00;75405;78270
03.01.2018 14:00; 03.01.2018 14:15;75261;78267
03.01.2018 14:15; 03.01.2018 14:30;74898;77898
03.01.2018 14:30; 03.01.2018 14:45;75015;77323
03.01.2018 14:45; 03.01.2018 15:00;75287;77099
03.01.2018 15:00; 03.01.2018 15:15;75923;76990
03.01.2018 15:15; 03.01.2018 15:30;74801;76933
03.01.2018 15:30; 03.01.2018 15:45;74627;76214
03.01.2018 15:45; 03.01.2018 16:00;74589;76345
03.01.2018 16:00; 03.01.2018 16:15;75065;77121
03.01.2018 16:15; 03.01.2018 16:30;75884;77535
03.01.2018 16:30; 03.01.2018 16:45;76874;77942
03.01.2018 16:45; 03.01.2018 17:00;76615;79505
03.01.2018 17:00; 03.01.2018 17:15;77462;80297
03.01.2018 17:15; 03.01.2018 17:30;77617;80478
03.01.2018 17:30; 03.01.2018 17:45;78068;80982
03.01.2018 17:45; 03.01.2018 18:00;77904;81246
03.01.2018 18:00; 03.01.2018 18:15;77617;80975
03.01.2018 18:15; 03.01.2018 18:30;77698;80437
03.01.2018 18:30; 03.01.2018 18:45;77361;80023
03.01.2018 18:45; 03.01.2018 19:00;77238;79691
03.01.2018 19:00; 03.01.2018 19:15;76658;79277
03.01.2018 19:15; 03.01.2018 19:30;75897;78085
03.01.2018 19:30; 03.01.2018 19:45;75112;77003
03.01.2018 19:45; 03.01.2018 20:00;74492;75903
03.01.2018 20:00; 03.01.2018 20:15;72970;74919
03.01.2018 20:15; 03.01.2018 20:30;71001;73661
03.01.2018 20:30; 03.01.2018 20:45;70313;72537
03.01.2018 20:45; 03.01.2018 21:00;69393;71217
03.01.2018 21:00; 03.01.2018 21:15;68288;70481
03.01.2018 21:15; 03.01.2018 21:30;67537;69826
03.01.2018 21:30; 03.01.2018 21:45;67229;68892
03.01.2018 21:45; 03.01.2018 22:00;66134;67918
03.01.2018 22:00; 03.01.2018 22:15;66375;68439
03.01.2018 22:15; 03.01.2018 22:30;65729;67646
03.01.2018 22:30; 03.01.2018 22:45;64384;66464
03.01.2018 22:45; 03.01.2018 23:00;63051;64837
03.01.2018 23:00; 03.01.2018 23:15;61768;63988
03.01.2018 23:15; 03.01.2018 23:30;60552;62508
03.01.2018 23:30; 03.01.2018 23:45;59446;61263
03.01.2018 23:45; 04.01.2018 00:00;58456;60417
04.01.2018 00:00; 04.01.2018 00:15;57248;59171
04.01.2018 00:15; 04.01.2018 00:30;56533;57959
04.01.2018 00:30; 04.01.2018 00:45;55795;57636
04.01.2018 00:45; 04.01.2018 01:00;54973;57070
04.01.2018 01:00; 04.01.2018 01:15;54205;56332
04.01.2018 01:15; 04.01.2018 01:30;53788;55852
04.01.2018 01:30; 04.01.2018 01:45;53412;55462
04.01.2018 01:45; 04.01.2018 02:00;53185;55009
04.01.2018 02:00; 04.01.2018 02:15;52806;54683
04.01.2018 02:15; 04.01.2018 02:30;52612;54036
04.01.2018 02:30; 04.01.2018 02:45;52686;53991
04.01.2018 02:45; 04.01.2018 03:00;52624;53937
04.01.2018 03:00; 04.01.2018 03:15;52593;54078
04.01.2018 03:15; 04.01.2018 03:30;52639;54291
04.01.2018 03:30; 04.01.2018 03:45;52708;54374
04.01.2018 03:45; 04.01.2018 04:00;52752;54884
04.01.2018 04:00; 04.01.2018 04:15;53198;55136
04.01.2018 04:15; 04.01.2018 04:30;53570;55274
04.01.2018 04:30; 04.01.2018 04:45;54047;55927
04.01.2018 04:45; 04.01.2018 05:00;54654;56280
04.01.2018 05:00; 04.01.2018 05:15;56063;57412
04.01.2018 05:15; 04.01.2018 05:30;56711;57675
04.01.2018 05:30; 04.01.2018 05:45;57864;59156
04.01.2018 05:45; 04.01.2018 06:00;59186;60503
04.01.2018 06:00; 04.01.2018 06:15;61721;62265
04.01.2018 06:15; 04.01.2018 06:30;63951;63752
04.01.2018 06:30; 04.01.2018 06:45;65720;65888
04.01.2018 06:45; 04.01.2018 07:00;67215;67874
04.01.2018 07:00; 04.01.2018 07:15;69334;70121
04.01.2018 07:15; 04.01.2018 07:30;70136;71546
04.01.2018 07:30; 04.01.2018 07:45;70475;72603
04.01.2018 07:45; 04.01.2018 08:00;71803;73667
04.01.2018 08:00; 04.01.2018 08:15;72773;75462
04.01.2018 08:15; 04.01.2018 08:30;73193;75609
04.01.2018 08:30; 04.01.2018 08:45;73590;75863
04.01.2018 08:45; 04.01.2018 09:00;73570;76185
04.01.2018 09:00; 04.01.2018 09:15;74126;76010
04.01.2018 09:15; 04.01.2018 09:30;74473;76483
04.01.2018 09:30; 04.01.2018 09:45;74822;76681
04.01.2018 09:45; 04.01.2018 10:00;74899;77146
04.01.2018 10:00; 04.01.2018 10:15;74947;77508
04.01.2018 10:15; 04.01.2018 10:30;75498;77960
04.01.2018 10:30; 04.01.2018 10:45;75581;78310
04.01.2018 10:45; 04.01.2018 11:00;75659;78802
04.01.2018 11:00; 04.01.2018 11:15;76255;78903
04.01.2018 11:15; 04.01.2018 11:30;76453;79588
04.01.2018 11:30; 04.01.2018 11:45;76816;79689
04.01.2018 11:45; 04.01.2018 12:00;76888;79437
04.01.2018 12:00; 04.01.2018 12:15;76636;79413
04.01.2018 12:15; 04.01.2018 12:30;76590;79352
04.01.2018 12:30; 04.01.2018 12:45;76406;79116
04.01.2018 12:45; 04.01.2018 13:00;76373;78941
04.01.2018 13:00; 04.01.2018 13:15;76527;78929
04.01.2018 13:15; 04.01.2018 13:30;75992;78512
04.01.2018 13:30; 04.01.2018 13:45;75590;78037
04.01.2018 13:45; 04.01.2018 14:00;74765;77283
04.01.2018 14:00; 04.01.2018 14:15;74691;76859
04.01.2018 14:15; 04.01.2018 14:30;74275;76768
04.01.2018 14:30; 04.01.2018 14:45;74439;76544
04.01.2018 14:45; 04.01.2018 15:00;74619;76090
04.01.2018 15:00; 04.01.2018 15:15;74915;76239
04.01.2018 15:15; 04.01.2018 15:30;74039;75980
04.01.2018 15:30; 04.01.2018 15:45;74053;75673
04.01.2018 15:45; 04.01.2018 16:00;74001;75560
04.01.2018 16:00; 04.01.2018 16:15;74348;75891
04.01.2018 16:15; 04.01.2018 16:30;74876;76358
04.01.2018 16:30; 04.01.2018 16:45;75644;77040
04.01.2018 16:45; 04.01.2018 17:00;76088;77965
04.01.2018 17:00; 04.01.2018 17:15;77141;78416
04.01.2018 17:15; 04.01.2018 17:30;77450;78567
04.01.2018 17:30; 04.01.2018 17:45;78009;79133
04.01.2018 17:45; 04.01.2018 18:00;77985;79144
04.01.2018 18:00; 04.01.2018 18:15;77397;78763
04.01.2018 18:15; 04.01.2018 18:30;77469;78096
04.01.2018 18:30; 04.01.2018 18:45;77044;78059
04.01.2018 18:45; 04.01.2018 19:00;76843;77590
04.01.2018 19:00; 04.01.2018 19:15;76376;77071
04.01.2018 19:15; 04.01.2018 19:30;75658;76229
04.01.2018 19:30; 04.01.2018 19:45;75023;75625
04.01.2018 19:45; 04.01.2018 20:00;74347;74993
04.01.2018 20:00; 04.01.2018 20:15;72762;73925
04.01.2018 20:15; 04.01.2018 20:30;71048;72684
04.01.2018 20:30; 04.01.2018 20:45;70250;71969
04.01.2018 20:45; 04.01.2018 21:00;69415;70794
04.01.2018 21:00; 04.01.2018 21:15;68342;69912
04.01.2018 21:15; 04.01.2018 21:30;67625;68827
04.01.2018 21:30; 04.01.2018 21:45;67344;67908
04.01.2018 21:45; 04.01.2018 22:00;66356;67716
04.01.2018 22:00; 04.01.2018 22:15;66696;68259
04.01.2018 22:15; 04.01.2018 22:30;65766;67647
04.01.2018 22:30; 04.01.2018 22:45;64605;66565
04.01.2018 22:45; 04.01.2018 23:00;63422;65505
04.01.2018 23:00; 04.01.2018 23:15;62143;64018
04.01.2018 23:15; 04.01.2018 23:30;60927;62478
04.01.2018 23:30; 04.01.2018 23:45;59822;61254
04.01.2018 23:45; 05.01.2018 00:00;58885;60122
05.01.2018 00:00; 05.01.2018 00:15;59362;58455
05.01.2018 00:15; 05.01.2018 00:30;58378;57866
05.01.2018 00:30; 05.01.2018 00:45;57758;57442
05.01.2018 00:45; 05.01.2018 01:00;56956;56686
05.01.2018 01:00; 05.01.2018 01:15;56277;55696
05.01.2018 01:15; 05.01.2018 01:30;55636;55227
05.01.2018 01:30; 05.01.2018 01:45;55463;54812
05.01.2018 01:45; 05.01.2018 02:00;55100;54475
05.01.2018 02:00; 05.01.2018 02:15;54776;54168
05.01.2018 02:15; 05.01.2018 02:30;54506;53862
05.01.2018 02:30; 05.01.2018 02:45;54465;54058
05.01.2018 02:45; 05.01.2018 03:00;54425;54174
05.01.2018 03:00; 05.01.2018 03:15;54441;54262
05.01.2018 03:15; 05.01.2018 03:30;54315;54023
05.01.2018 03:30; 05.01.2018 03:45;54352;53915
05.01.2018 03:45; 05.01.2018 04:00;54470;54330
05.01.2018 04:00; 05.01.2018 04:15;54914;54809
05.01.2018 04:15; 05.01.2018 04:30;55202;54996
05.01.2018 04:30; 05.01.2018 04:45;55642;55428
05.01.2018 04:45; 05.01.2018 05:00;56115;56124
05.01.2018 05:00; 05.01.2018 05:15;57074;57122
05.01.2018 05:15; 05.01.2018 05:30;57650;57513
05.01.2018 05:30; 05.01.2018 05:45;58711;58632
05.01.2018 05:45; 05.01.2018 06:00;59866;59978
05.01.2018 06:00; 05.01.2018 06:15;61569;61802
05.01.2018 06:15; 05.01.2018 06:30;63632;63810
05.01.2018 06:30; 05.01.2018 06:45;65062;65574
05.01.2018 06:45; 05.01.2018 07:00;66697;67515
05.01.2018 07:00; 05.01.2018 07:15;68626;69997
05.01.2018 07:15; 05.01.2018 07:30;69825;71477
05.01.2018 07:30; 05.01.2018 07:45;71640;72503
05.01.2018 07:45; 05.01.2018 08:00;72673;73841
05.01.2018 08:00; 05.01.2018 08:15;73812;75015
05.01.2018 08:15; 05.01.2018 08:30;74052;75168
05.01.2018 08:30; 05.01.2018 08:45;74304;75028
05.01.2018 08:45; 05.01.2018 09:00;74529;75073
05.01.2018 09:00; 05.01.2018 09:15;74827;75821
05.01.2018 09:15; 05.01.2018 09:30;75358;76061
05.01.2018 09:30; 05.01.2018 09:45;75299;76239
05.01.2018 09:45; 05.01.2018 10:00;75808;76331
05.01.2018 10:00; 05.01.2018 10:15;75859;76750
05.01.2018 10:15; 05.01.2018 10:30;76200;76559
05.01.2018 10:30; 05.01.2018 10:45;76380;76751
05.01.2018 10:45; 05.01.2018 11:00;76729;77051
05.01.2018 11:00; 05.01.2018 11:15;76861;77478
05.01.2018 11:15; 05.01.2018 11:30;77048;77979
05.01.2018 11:30; 05.01.2018 11:45;77315;78823
05.01.2018 11:45; 05.01.2018 12:00;77554;79116
05.01.2018 12:00; 05.01.2018 12:15;76602;79290
05.01.2018 12:15; 05.01.2018 12:30;76750;78959
05.01.2018 12:30; 05.01.2018 12:45;76270;78684
05.01.2018 12:45; 05.01.2018 13:00;76347;77887
05.01.2018 13:00; 05.01.2018 13:15;76345;77873
05.01.2018 13:15; 05.01.2018 13:30;76089;77231
05.01.2018 13:30; 05.01.2018 13:45;75441;76454
05.01.2018 13:45; 05.01.2018 14:00;74989;75672
05.01.2018 14:00; 05.01.2018 14:15;74753;75446
05.01.2018 14:15; 05.01.2018 14:30;74126;75283
05.01.2018 14:30; 05.01.2018 14:45;74067;74976
05.01.2018 14:45; 05.01.2018 15:00;74070;74070
05.01.2018 15:00; 05.01.2018 15:15;74076;74064
05.01.2018 15:15; 05.01.2018 15:30;73639;73448
05.01.2018 15:30; 05.01.2018 15:45;73654;73630
05.01.2018 15:45; 05.01.2018 16:00;73623;73581
05.01.2018 16:00; 05.01.2018 16:15;74377;73324
05.01.2018 16:15; 05.01.2018 16:30;74779;73725
05.01.2018 16:30; 05.01.2018 16:45;75346;74738
05.01.2018 16:45; 05.01.2018 17:00;76498;75954
05.01.2018 17:00; 05.01.2018 17:15;77762;76540
05.01.2018 17:15; 05.01.2018 17:30;78226;76720
05.01.2018 17:30; 05.01.2018 17:45;78544;76792
05.01.2018 17:45; 05.01.2018 18:00;78749;76855
05.01.2018 18:00; 05.01.2018 18:15;78336;76380
05.01.2018 18:15; 05.01.2018 18:30;78312;76493
05.01.2018 18:30; 05.01.2018 18:45;77929;76520
05.01.2018 18:45; 05.01.2018 19:00;77216;75806
05.01.2018 19:00; 05.01.2018 19:15;76625;75227
05.01.2018 19:15; 05.01.2018 19:30;75851;73931
05.01.2018 19:30; 05.01.2018 19:45;75129;73282
05.01.2018 19:45; 05.01.2018 20:00;74220;72306
05.01.2018 20:00; 05.01.2018 20:15;72783;70982
05.01.2018 20:15; 05.01.2018 20:30;71061;69469
05.01.2018 20:30; 05.01.2018 20:45;70417;68052
05.01.2018 20:45; 05.01.2018 21:00;69412;66818
05.01.2018 21:00; 05.01.2018 21:15;68011;65723
05.01.2018 21:15; 05.01.2018 21:30;67435;64540
05.01.2018 21:30; 05.01.2018 21:45;67509;63915
05.01.2018 21:45; 05.01.2018 22:00;66390;63053
05.01.2018 22:00; 05.01.2018 22:15;66742;63752
05.01.2018 22:15; 05.01.2018 22:30;65420;63365
05.01.2018 22:30; 05.01.2018 22:45;64749;62513
05.01.2018 22:45; 05.01.2018 23:00;63377;61512
05.01.2018 23:00; 05.01.2018 23:15;62363;60825
05.01.2018 23:15; 05.01.2018 23:30;61007;59623
05.01.2018 23:30; 05.01.2018 23:45;59800;58321
05.01.2018 23:45; 06.01.2018 00:00;58716;57237
06.01.2018 00:00; 06.01.2018 00:15;55736;56548
06.01.2018 00:15; 06.01.2018 00:30;55079;55537
